player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Hugo Duro,9,es ESP,FW,24-015,83,22,1,1,10,11,6,22,0,0,,0,,12,36,11,0,1,0,3,0,12,1,14,2023-2024
   Roman Yaremchuk,17,ua UKR,FW,27-363,7,6,0,0,2,4,1,6,0,0,,0,,6,25,11,0,1,0,0,2,7,2,14,2023-2024
Diego López,16,es ESP,FW,21-196,89,36,0,2,19,16,2,36,4,1,25.0,3,75.0,21,136,65,3,3,1,2,2,24,6,14,2023-2024
   Dimitri Foulquier,20,fr FRA,FW,30-247,1,3,0,1,2,0,0,3,0,0,,0,,2,2,0,0,0,0,1,0,2,1,14,2023-2024
Sergi Canós,7,es ESP,LM,26-296,63,34,0,5,12,17,1,34,2,1,50.0,1,50.0,17,77,32,1,0,0,2,1,18,7,14,2023-2024
   Selim Amallah,19,ma MAR,LM,27-010,27,14,0,1,7,6,2,14,3,0,0.0,3,100.0,10,36,9,0,0,0,0,0,9,2,14,2023-2024
Javier Guerra,8,es ESP,CM,20-328,90,37,0,1,27,9,0,37,7,2,28.6,4,57.1,30,181,62,3,3,0,4,4,29,3,14,2023-2024
José Luis García Vayá,18,es ESP,CM,25-106,90,86,5,18,54,14,1,86,1,0,0.0,1,100.0,56,302,170,1,0,1,2,0,57,2,14,2023-2024
Francisco Perez,23,es ESP,RM,21-077,83,39,0,8,16,16,3,39,4,2,50.0,2,50.0,27,252,121,5,1,0,4,1,18,8,14,2023-2024
   Hugo Guillamón,6,es ESP,RM,23-298,7,10,0,1,8,1,0,10,0,0,,0,,4,18,13,0,0,0,0,0,6,0,14,2023-2024
José Luis Gayà,14,es ESP,LB,28-184,45,37,2,9,16,12,3,37,2,0,0.0,2,100.0,23,174,31,0,0,0,0,0,24,5,14,2023-2024
   Yarek Hernandis,34,es ESP,DF,18-317,45,,,,,,,,,,,,,,,,,,,,,,,14,2023-2024
Gabriel Paulista,5,br BRA,CB,32-364,90,94,15,57,36,1,0,94,0,0,,0,,76,473,276,1,1,0,0,0,70,0,14,2023-2024
Cristhian Mosquera,3,co COL,CB,19-151,90,89,12,38,52,0,0,89,0,0,,0,,61,322,197,1,1,0,1,1,58,0,14,2023-2024
Thierry Correia,12,pt POR,RB,24-261,90,83,3,20,51,12,0,83,1,0,0.0,0,0.0,42,206,119,2,3,0,0,1,42,4,14,2023-2024
Giorgi Mamardashvili,25,ge GEO,GK,23-057,90,29,28,29,0,0,0,29,0,0,,0,,17,80,35,0,0,0,0,0,10,0,14,2023-2024
Jørgen Strand Larsen,18,no NOR,FW,23-292,67,23,0,2,11,11,5,23,4,1,25.0,2,50.0,13,74,20,1,0,2,3,1,15,4,14,2023-2024
   Anastasios Douvikas,12,gr GRE,FW,24-115,23,8,0,1,4,3,2,8,0,0,,0,,7,39,15,0,1,0,1,2,7,2,14,2023-2024
Iago Aspas,10,es ESP,FW,36-116,84,50,0,1,17,32,2,50,1,1,100.0,0,0.0,28,156,104,5,4,1,1,2,34,6,14,2023-2024
   Carlos Dotor,6,es ESP,FW,22-255,6,8,0,0,8,0,0,8,0,0,,0,,1,2,0,0,0,0,0,0,0,0,14,2023-2024
Jonathan Bamba,17,ci CIV,LM,27-244,66,36,1,5,23,11,3,36,4,2,50.0,1,25.0,27,183,107,5,2,2,2,1,25,3,14,2023-2024
   Franco Cervi,11,ar ARG,LM,29-183,24,14,0,3,8,3,0,14,1,0,0.0,0,0.0,8,10,4,0,0,0,0,0,5,1,14,2023-2024
Luca de la Torre,14,us USA,CM,25-186,90,44,1,9,25,11,3,44,1,1,100.0,0,0.0,32,206,117,4,2,2,0,1,27,1,14,2023-2024
Fran Beltrán,8,es ESP,CM,24-295,90,59,0,17,34,8,0,59,2,1,50.0,1,50.0,37,149,50,1,0,0,1,1,34,0,14,2023-2024
Óscar Mingueza,3,es ESP,RM,24-196,84,54,2,15,23,16,1,54,2,2,100.0,0,0.0,31,158,87,2,3,0,1,2,30,4,14,2023-2024
   Williot Swedberg,19,se SWE,RM,19-297,6,3,0,0,0,3,1,3,0,0,,0,,2,29,21,1,0,1,1,0,1,1,14,2023-2024
Manu Sánchez,23,es ESP,LB,23-093,90,50,1,20,20,11,1,50,0,0,,0,,24,93,51,0,1,0,2,0,20,2,14,2023-2024
Unai Núñez,4,es ESP,CB,26-299,90,82,11,50,29,3,1,82,0,0,,0,,53,250,84,0,1,1,0,1,47,0,14,2023-2024
Carl Starfelt,2,se SWE,CB,28-177,90,54,11,37,17,0,0,54,0,0,,0,,29,122,54,0,1,1,0,0,22,0,14,2023-2024
Kevin Vázquez,20,es ESP,RB,30-247,66,45,1,15,24,6,0,45,3,2,66.7,1,33.3,28,87,32,1,0,0,0,1,24,2,14,2023-2024
   Carles Pérez,7,es ESP,RB,25-282,24,14,0,3,5,6,1,14,2,0,0.0,2,100.0,10,66,42,1,1,0,0,0,8,0,14,2023-2024
Vicente Guaita,25,es ESP,GK,36-319,90,29,27,29,0,0,0,29,0,0,,0,,18,83,55,0,0,0,0,0,10,0,14,2023-2024
Juanmi Latasa,14,es ESP,FW,22-247,71,38,0,1,13,24,6,38,1,0,0.0,1,100.0,17,63,8,0,0,0,4,4,32,8,14,2023-2024
   Carles Aleñá,11,es ESP,FW,25-324,19,12,1,2,6,4,1,12,0,0,,0,,5,24,13,1,0,1,1,1,6,0,14,2023-2024
Borja Mayoral,19,es ESP,FW,26-234,88,45,1,2,19,24,4,45,1,0,0.0,1,100.0,22,77,39,2,2,0,5,1,37,7,14,2023-2024
   Jaime Mata,7,es ESP,FW,35-032,2,5,0,0,3,3,0,5,0,0,,0,,1,34,0,0,1,0,1,0,4,2,14,2023-2024
Mason Greenwood,12,eng ENG,"LM,RM",22-055,88,46,2,7,19,21,2,46,4,2,50.0,2,50.0,18,120,73,0,2,0,1,1,32,8,14,2023-2024
   Fabrizio Angileri,3,ar ARG,RM,29-255,2,3,0,0,1,2,0,3,1,0,0.0,1,100.0,1,4,0,0,0,0,0,0,3,0,14,2023-2024
Nemanja Maksimović,20,rs SRB,CM,28-303,90,41,1,9,22,10,0,41,0,0,,0,,7,82,6,0,1,0,0,0,19,2,14,2023-2024
Luis Milla,5,es ESP,CM,29-049,90,70,0,5,51,14,2,70,1,1,100.0,0,0.0,23,115,58,1,0,0,1,0,52,3,14,2023-2024
Carmona,18,es ESP,RM,21-300,29,19,0,1,6,12,3,19,1,0,0.0,1,100.0,7,40,6,0,0,1,1,1,15,2,14,2023-2024
   Óscar Rodríguez Arnaiz,9,es ESP,"LM,RM",25-150,61,48,1,4,28,16,0,48,1,0,0.0,1,100.0,15,88,51,1,2,0,2,1,34,3,14,2023-2024
Diego Rico,16,es ESP,LB,30-275,90,85,3,22,39,24,0,85,3,1,33.3,2,66.7,16,95,28,1,1,0,2,1,31,3,14,2023-2024
Omar Alderete,15,py PAR,CB,26-334,45,40,6,22,15,3,2,40,0,0,,0,,13,52,40,0,0,0,0,0,14,0,14,2023-2024
   Djené,2,tg TOG,CB,31-329,45,19,2,10,9,0,0,19,0,0,,0,,3,17,7,0,0,0,0,0,5,0,14,2023-2024
Gastón Álvarez,4,uy URU,CB,23-246,90,37,4,14,21,2,1,37,0,0,,0,,8,45,29,0,1,0,2,0,15,0,14,2023-2024
Damián Suárez,22,uy URU,RB,35-212,90,48,4,12,24,13,3,48,4,3,75.0,1,25.0,11,98,68,3,2,2,1,1,27,4,14,2023-2024
David Soria,13,es ESP,GK,30-235,90,39,33,39,0,0,0,39,0,0,,0,,14,98,62,0,0,0,0,0,13,0,14,2023-2024
Largie Ramazani,7,be BEL,FW,22-271,82,23,0,0,12,12,4,23,0,0,,0,,19,81,38,2,2,1,3,3,23,7,14,2023-2024
   Marciano Sanca,34,gw GNB,RW,19-267,8,8,0,2,4,2,0,8,0,0,,0,,4,19,1,0,0,0,0,0,5,2,14,2023-2024
Adri Embarba,10,es ESP,LW,31-202,66,33,1,5,14,15,1,33,6,4,66.7,1,16.7,21,141,95,3,2,0,3,0,16,1,14,2023-2024
   Lázaro,14,br BRA,LW,21-258,24,17,0,1,8,8,2,17,3,2,66.7,1,33.3,9,52,28,0,0,0,0,1,11,4,14,2023-2024
Léo Baptistão,12,br BRA,"RW,FW",31-091,90,51,2,10,21,20,6,51,1,0,0.0,1,100.0,22,94,23,0,0,0,3,2,29,6,14,2023-2024
Sergio Arribas,19,es ESP,AM,22-056,83,39,0,3,19,17,1,39,4,2,50.0,2,50.0,20,110,70,1,2,0,3,1,23,5,14,2023-2024
   Arnau Puigmal,8,es ESP,AM,22-319,7,4,0,0,3,1,1,4,0,0,,0,,2,18,1,0,0,0,1,0,3,2,14,2023-2024
Lucas Robertone,5,ar ARG,DM,26-252,74,38,2,13,20,6,1,38,1,1,100.0,0,0.0,14,54,14,0,0,0,1,0,17,0,14,2023-2024
   Gonzalo Melero,11,es ESP,DM,29-327,16,13,0,2,9,2,0,13,0,0,,0,,11,93,52,2,2,0,2,0,13,0,14,2023-2024
Iddrisu Baba,4,gh GHA,DM,27-307,90,65,2,20,43,3,0,65,0,0,,0,,30,109,41,0,0,0,2,0,26,1,14,2023-2024
Sergio Akieme,15,es ESP,LB,25-344,90,45,3,23,14,10,2,45,3,2,66.7,1,33.3,22,116,72,2,0,1,0,1,23,2,14,2023-2024
Édgar González,3,es ESP,CB,26-238,90,45,7,24,19,2,2,45,0,0,,0,,21,69,27,0,0,0,0,0,26,0,14,2023-2024
Juan Brandáriz,21,es ESP,CB,24-268,90,57,14,36,19,2,2,57,0,0,,0,,21,57,29,0,0,0,2,0,24,1,14,2023-2024
Houboulang Mendes,24,gw GNB,RB,25-205,67,38,0,16,17,5,0,38,1,0,0.0,1,100.0,5,14,10,0,0,0,0,0,5,0,14,2023-2024
   Alejandro Pozo Pozo,17,es ESP,RB,24-276,23,27,0,9,12,7,0,27,0,0,,0,,17,80,38,0,1,0,0,0,15,3,14,2023-2024
Luís Maximiano,25,pt POR,GK,24-324,90,37,32,37,0,0,0,37,0,0,,0,,22,118,53,0,0,0,0,0,12,0,14,2023-2024
Álvaro Morata,19,es ESP,FW,31-033,81,29,1,1,12,16,6,29,1,0,0.0,1,100.0,16,46,11,0,0,0,2,1,21,7,14,2023-2024
   Memphis,9,nl NED,FW,29-285,9,9,0,1,5,3,2,9,1,1,100.0,0,0.0,4,10,8,1,0,1,1,0,9,1,14,2023-2024
Antoine Griezmann,7,fr FRA,"AM,FW",32-249,90,79,0,7,38,35,1,79,6,3,50.0,2,33.3,42,210,100,1,1,0,1,0,64,6,14,2023-2024
Ángel Correa,10,ar ARG,AM,28-261,62,40,0,3,15,22,9,40,3,1,33.3,2,66.7,25,86,36,2,1,1,3,1,29,9,14,2023-2024
   Rodrigo Riquelme,25,es ESP,"WB,AM",23-237,28,24,0,1,9,14,3,24,1,0,0.0,1,100.0,10,62,35,2,3,0,0,0,21,4,14,2023-2024
Koke,6,es ESP,CM,31-321,62,82,1,13,51,19,1,82,0,0,,0,,50,203,81,2,3,0,1,0,61,1,14,2023-2024
   Rodrigo De Paul,5,ar ARG,CM,29-185,28,28,0,2,15,11,2,28,1,0,0.0,0,0.0,20,101,50,2,2,2,1,0,23,0,14,2023-2024
