player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Artem Dovbyk,9,ua UKR,FW,26-094,60,19,1,2,6,11,7,18,1,1,100.0,0,0.0,8,19,0,0,0,0,1,1,13,6,6,2023-2024
   Cristhian Stuani,7,uy URU,FW,36-346,30,11,0,0,6,5,3,11,0,0,,0,,5,23,6,0,0,0,2,0,8,1,6,2023-2024
Sávio,16,br BRA,LM,19-166,75,39,0,1,11,27,6,39,3,2,66.7,1,33.3,29,346,212,7,1,2,4,0,32,9,6,2023-2024
   Pablo Torre,18,es ESP,CM,20-173,15,5,0,0,4,1,1,5,0,0,,0,,2,18,13,1,0,1,1,0,4,0,6,2023-2024
Iván Martín,23,es ESP,CM,24-221,90,61,1,5,24,33,7,61,0,0,,0,,26,172,58,0,1,0,2,1,51,6,6,2023-2024
Yangel Herrera,21,ve VEN,CM,25-252,73,45,1,5,24,17,5,45,1,1,100.0,0,0.0,19,98,24,0,0,0,1,2,33,2,6,2023-2024
   Valery Fernández,11,es ESP,LM,23-304,17,8,1,1,6,1,0,8,0,0,,0,,4,14,6,0,0,0,0,0,6,0,6,2023-2024
Viktor Tsyhankov,8,ua UKR,RM,25-312,60,37,0,1,12,24,5,37,1,0,0.0,0,0.0,21,214,47,2,0,2,1,1,33,8,6,2023-2024
   Portu,24,es ESP,RM,31-125,30,9,0,1,5,3,1,9,1,0,0.0,1,100.0,4,15,9,0,0,0,1,0,6,0,6,2023-2024
Aleix García,14,es ESP,DM,26-087,90,108,2,7,60,41,0,108,0,0,,0,,55,335,205,2,3,0,0,0,80,0,6,2023-2024
Daley Blind,17,nl NED,LB,33-198,90,75,1,15,36,24,4,75,0,0,,0,,39,161,49,0,2,0,1,0,59,3,6,2023-2024
David López,5,es ESP,CB,33-349,90,61,5,26,32,3,1,61,0,0,,0,,28,275,128,1,1,0,0,0,48,0,6,2023-2024
Eric García,25,es ESP,CB,22-257,64,68,1,16,43,10,2,68,0,0,,0,,36,181,113,4,2,0,0,0,54,0,6,2023-2024
   Juanpe,15,es ESP,CB,32-146,26,15,1,11,4,0,0,15,0,0,,0,,7,75,40,1,0,0,0,0,9,0,6,2023-2024
Yan Couto,20,br BRA,RB,21-112,90,67,2,11,20,36,8,67,6,2,33.3,1,16.7,33,371,192,6,3,4,1,1,39,11,6,2023-2024
Paulo Gazzaniga,13,ar ARG,GK,31-264,90,34,31,34,0,0,0,34,0,0,,0,,21,133,76,0,0,0,0,0,15,0,6,2023-2024
Vedat Muriqi,7,xk KVX,FW,29-152,77,32,2,5,14,13,4,31,2,0,0.0,2,100.0,16,56,9,0,0,0,2,1,16,4,6,2023-2024
   Abdón Prats,9,es ESP,FW,30-290,13,12,0,0,2,11,4,12,1,0,0.0,1,100.0,7,24,7,0,0,0,1,1,10,2,6,2023-2024
Sergi Darder,10,es ESP,"LM,DM,AM",29-275,90,57,0,2,30,26,0,57,1,1,100.0,0,0.0,45,242,114,2,6,0,4,1,43,3,6,2023-2024
Samu Costa,12,pt POR,"CM,DM",22-300,77,39,5,8,21,11,0,39,2,0,0.0,0,0.0,29,140,40,2,1,0,1,1,26,1,6,2023-2024
   Antonio Sánchez,18,es ESP,DM,26-265,13,23,1,6,12,7,0,23,0,0,,0,,17,122,70,1,2,0,0,0,14,0,6,2023-2024
Manu Morlanes,8,es ESP,"CM,DM",24-254,64,35,5,6,24,5,0,35,1,1,100.0,0,0.0,24,193,86,0,1,0,0,0,25,1,6,2023-2024
   Cyle Larin,17,ca CAN,AM,28-159,26,8,0,0,4,4,2,8,0,0,,0,,4,12,2,0,0,0,0,1,7,0,6,2023-2024
Dani Rodríguez,14,es ESP,"RW,RM",35-109,90,41,0,5,20,16,1,41,0,0,,0,,29,162,66,2,1,0,1,1,36,2,6,2023-2024
Jaume Costa,11,es ESP,LB,35-189,64,42,3,14,20,8,0,42,0,0,,0,,26,110,52,1,1,0,0,0,26,4,6,2023-2024
   Toni Lato,3,es ESP,LB,25-306,26,24,1,6,8,10,0,24,0,0,,0,,16,27,13,1,1,0,0,0,15,1,6,2023-2024
