player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Gorka Guruzeta,12,es ESP,FW,27-004,67,1,0,0,0,4,2,0,0,29,2,0,1,0.9,0.9,0.0,1,0,11,20,55.0,3,17,0,1,1,5,2023-2024
   Asier Villalibre,20,es ESP,FW,25-351,23,1,1,0,0,1,1,0,0,11,0,0,0,0.3,0.3,0.6,4,1,7,8,87.5,2,6,1,2,1,5,2023-2024
Álex Berenguer,7,es ESP,LW,28-074,62,0,0,0,0,2,1,0,0,32,0,0,0,0.1,0.1,0.4,2,0,14,24,58.3,2,18,1,4,1,5,2023-2024
   Iker Muniain,10,es ESP,LW,30-271,28,0,0,0,0,1,0,0,0,24,0,0,0,0.1,0.1,0.0,1,0,19,23,82.6,1,21,1,2,1,5,2023-2024
Iñaki Williams,9,gh GHA,RW,29-093,90,1,0,0,0,6,3,0,0,63,1,0,2,0.8,0.8,0.1,7,0,27,41,65.9,5,48,5,5,2,5,2023-2024
Oihan Sancet,8,es ESP,AM,23-144,80,0,0,0,0,3,1,0,0,46,1,0,1,0.5,0.5,0.2,9,0,26,32,81.3,5,36,4,4,3,5,2023-2024
   Ander Herrera,21,es ESP,AM,34-033,10,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,9,10,90.0,2,8,0,0,0,5,2023-2024
Iñigo Ruiz de Galarreta,16,es ESP,DM,30-041,80,0,0,0,0,0,0,0,0,59,0,0,0,0.0,0.0,0.2,5,2,44,54,81.5,7,37,1,0,0,5,2023-2024
   Unai Gómez,30,es ESP,DM,20-114,10,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,6,0,0,0,5,2023-2024
Mikel Vesga,6,es ESP,DM,30-118,90,0,0,0,0,1,0,0,0,52,2,0,0,0.0,0.0,0.0,0,0,30,46,65.2,4,36,1,0,0,5,2023-2024
Yuri Berchiche,17,es ESP,LB,33-218,90,0,0,0,0,1,0,0,0,75,1,1,0,0.0,0.0,0.0,1,0,52,69,75.4,8,42,1,0,0,5,2023-2024
Aitor Paredes,4,es ESP,CB,23-140,67,0,0,0,0,1,0,1,0,53,0,1,0,0.2,0.2,0.0,0,0,40,50,80.0,4,40,2,1,0,5,2023-2024
   Yeray Álvarez,5,es ESP,CB,28-235,23,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,1,6,10,60.0,0,6,0,0,0,5,2023-2024
Daniel Vivian,3,es ESP,CB,24-063,90,0,0,0,0,0,0,0,0,59,0,0,2,0.0,0.0,0.0,0,0,45,52,86.5,2,36,0,1,1,5,2023-2024
Óscar de Marcos,18,es ESP,RB,34-155,90,0,1,0,0,0,0,0,0,83,1,0,1,0.0,0.0,0.5,3,1,63,80,78.8,13,50,6,0,0,5,2023-2024
Unai Simón,1,es ESP,GK,26-097,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,2,1,15,22,68.2,0,14,0,0,0,5,2023-2024
Roger Martí,21,es ESP,FW,32-256,58,0,0,0,0,0,0,0,0,15,0,0,1,0.0,0.0,0.0,0,0,4,8,50.0,2,9,1,0,0,5,2023-2024
   Darwin Machís,18,ve VEN,FW,30-221,32,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,1,0,10,12,83.3,1,9,0,1,1,5,2023-2024
Chris Ramos,16,es ESP,FW,26-241,76,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,12,18,66.7,2,12,0,2,0,5,2023-2024
   Álvaro Negredo,9,es ESP,FW,38-027,14,0,0,0,0,1,1,0,0,10,0,1,0,0.0,0.0,0.0,0,0,2,6,33.3,0,7,0,1,1,5,2023-2024
Rubén Sobrino,7,es ESP,LM,31-107,58,0,0,0,0,0,0,0,0,26,1,0,1,0.0,0.0,0.0,0,0,8,19,42.1,1,16,1,2,1,5,2023-2024
   Maxi Gómez,25,uy URU,LM,27-033,32,0,0,0,0,1,1,1,0,10,0,0,0,0.1,0.1,0.0,1,0,5,7,71.4,0,7,0,1,1,5,2023-2024
Gonzalo Escalante,17,ar ARG,CM,30-173,90,0,0,0,0,0,0,0,0,33,1,1,1,0.0,0.0,0.1,1,0,15,23,65.2,1,14,0,0,0,5,2023-2024
Rubén Alcaraz,4,es ESP,CM,32-138,77,0,0,0,0,0,0,1,0,35,2,0,1,0.0,0.0,0.0,0,0,19,23,82.6,1,14,0,1,0,5,2023-2024
   Álex Fernández,8,es ESP,CM,30-336,13,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,0,0,5,7,71.4,0,2,0,0,0,5,2023-2024
Iván Alejo,11,es ESP,RM,28-218,58,0,0,0,0,0,0,0,0,17,2,0,1,0.0,0.0,0.0,0,0,3,12,25.0,1,7,1,2,1,5,2023-2024
   Roberto Navarro,27,es ESP,RM,21-157,32,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.1,5,0,7,10,70.0,1,12,4,2,2,5,2023-2024
Javi Hernández ,15,es ESP,LB,25-137,90,0,0,0,0,2,1,1,0,52,1,0,2,0.1,0.1,0.0,1,0,22,37,59.5,2,18,0,0,0,5,2023-2024
Fali,3,es ESP,CB,30-035,90,0,0,0,0,0,0,1,0,39,1,5,2,0.0,0.0,0.0,0,0,12,23,52.2,0,13,0,0,0,5,2023-2024
Luis Hernández,23,es ESP,CB,34-155,90,0,0,0,0,0,0,0,0,28,2,1,0,0.0,0.0,0.0,0,0,11,20,55.0,1,10,0,0,0,5,2023-2024
Isaac Carcelen,20,es ESP,RB,30-146,90,0,0,0,0,1,1,0,0,47,3,1,3,0.1,0.1,0.0,1,0,25,32,78.1,0,17,1,0,0,5,2023-2024
Jeremías Ledesma,1,ar ARG,GK,30-215,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,22,38,57.9,0,20,0,0,0,5,2023-2024
Hugo Duro,9,es ESP,FW,23-310,82,2,0,0,0,3,3,0,0,24,0,0,0,0.3,0.3,0.0,3,1,5,11,45.5,0,15,2,3,2,5,2023-2024
   Hugo Guillamón,6,es ESP,LM,23-228,8,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.2,1,0,4,7,57.1,1,4,0,0,0,5,2023-2024
Sergi Canós,7,es ESP,LW,26-226,58,0,0,0,0,2,2,0,0,28,2,0,1,0.0,0.0,0.0,1,0,12,15,80.0,1,18,2,3,1,5,2023-2024
   Diego López,16,es ESP,"LW,FW",21-126,32,0,0,0,0,1,1,0,0,10,0,0,0,0.2,0.2,0.0,0,0,2,6,33.3,0,5,1,0,0,5,2023-2024
Francisco Perez,23,es ESP,RW,21-007,90,0,1,0,0,0,0,0,0,29,2,1,2,0.0,0.0,0.1,2,1,13,14,92.9,2,19,2,5,0,5,2023-2024
Domingos André Ribeiro Almeida,10,pt POR,AM,23-109,69,0,0,0,0,1,0,0,0,33,1,0,0,0.1,0.1,0.3,4,0,24,28,85.7,3,21,2,2,0,5,2023-2024
   Selim Amallah,19,ma MAR,"LW,AM",26-305,21,0,0,0,0,0,0,0,0,12,0,1,1,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,3,2,5,2023-2024
Javier Guerra,8,es ESP,"DM,RM",20-258,90,1,0,0,0,1,1,0,0,44,1,2,3,0.1,0.1,0.0,3,1,16,24,66.7,2,25,2,2,2,5,2023-2024
José Luis García Vayá,18,es ESP,"DM,CM",25-036,90,0,0,0,0,0,0,0,0,59,3,1,4,0.0,0.0,0.0,2,0,39,46,84.8,3,22,0,1,0,5,2023-2024
José Luis Gayà,14,es ESP,LB,28-114,69,0,0,0,0,2,0,0,0,46,0,1,1,0.1,0.1,0.1,3,1,30,41,73.2,4,25,2,0,0,5,2023-2024
   Cenk Özkacar,15,tr TUR,LB,22-345,21,0,0,0,0,0,0,0,0,10,1,0,1,0.0,0.0,0.0,0,0,8,8,100.0,0,5,0,0,0,5,2023-2024
Mouctar Diakhaby,4,gn GUI,CB,26-271,90,0,0,0,0,1,1,0,0,46,1,0,3,0.3,0.3,0.0,1,1,30,33,90.9,0,30,0,0,0,5,2023-2024
Cristhian Mosquera,3,co COL,"CB,RB",19-081,90,0,0,0,0,1,0,0,0,42,3,0,0,0.2,0.2,0.0,0,0,31,36,86.1,1,27,0,1,1,5,2023-2024
Thierry Correia,12,pt POR,RB,24-191,82,0,1,0,0,0,0,0,0,57,4,2,1,0.0,0.0,0.1,1,1,38,45,84.4,2,32,1,1,0,5,2023-2024
   César Tárrega,29,es ESP,CB,21-202,8,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,3,0,0,0,5,2023-2024
Giorgi Mamardashvili,25,ge GEO,GK,22-352,90,0,0,0,0,0,0,1,0,40,0,0,0,0.0,0.0,0.0,1,0,17,36,47.2,0,22,0,0,0,5,2023-2024
Álvaro Morata,19,es ESP,FW,30-328,90,0,0,0,0,2,1,0,0,21,1,0,1,0.2,0.2,0.0,0,0,13,15,86.7,0,11,0,0,0,5,2023-2024
Antoine Griezmann,7,fr FRA,"FW,CM",32-179,61,0,0,0,0,0,0,1,0,31,2,0,1,0.0,0.0,0.2,1,0,15,23,65.2,2,20,0,2,1,5,2023-2024
   José María Giménez,2,uy URU,"CB,CM",28-239,29,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,21,27,77.8,2,23,0,0,0,5,2023-2024
Thomas Lemar,11,fr FRA,CM,27-308,43,0,0,0,0,0,0,0,0,20,1,0,0,0.0,0.0,0.0,2,0,16,19,84.2,3,16,1,1,1,5,2023-2024
   Javi Galán,17,es ESP,LB,28-301,47,0,0,0,0,0,0,0,0,46,3,0,1,0.0,0.0,0.1,4,0,25,34,73.5,2,32,1,2,1,5,2023-2024
Pablo Barrios,24,es ESP,CM,20-093,90,0,0,0,0,1,0,1,0,86,3,1,1,0.0,0.0,0.0,4,0,62,73,84.9,11,64,4,6,4,5,2023-2024
Marcos Llorente,14,es ESP,CM,28-229,90,0,0,0,0,3,1,1,0,47,0,1,1,0.1,0.1,0.0,2,0,28,39,71.8,7,35,2,0,0,5,2023-2024
Rodrigo Riquelme,25,es ESP,"LB,CM",23-167,45,0,0,0,0,0,0,0,0,26,2,0,2,0.0,0.0,0.0,0,0,11,15,73.3,2,19,2,4,1,5,2023-2024
   Nahuel Molina,16,ar ARG,RB,25-163,45,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.2,3,0,33,44,75.0,2,34,2,1,0,5,2023-2024
Mario Hermoso,22,es ESP,CB,28-090,61,0,0,0,0,1,0,1,0,66,0,0,0,0.0,0.0,0.0,0,0,56,61,91.8,10,50,0,2,1,5,2023-2024
   Saúl Ñíguez,8,es ESP,"CM,CB",28-299,29,0,0,0,0,1,0,1,0,23,3,0,0,0.0,0.0,0.0,0,0,17,18,94.4,1,16,1,1,1,5,2023-2024
Axel Witsel,20,be BEL,CB,34-247,90,0,0,0,0,1,0,0,0,84,0,2,1,0.0,0.0,0.0,0,0,68,74,91.9,9,59,0,0,0,5,2023-2024
Stefan Savić,15,me MNE,CB,32-251,45,0,0,0,0,0,0,0,0,43,0,1,1,0.0,0.0,0.0,0,0,30,39,76.9,7,32,2,0,0,5,2023-2024
   Ángel Correa,10,ar ARG,FW,28-191,45,0,0,0,0,2,1,0,0,31,1,0,0,0.2,0.2,0.0,2,0,14,23,60.9,3,20,1,3,1,5,2023-2024
César Azpilicueta,3,es ESP,"CB,RB",34-019,90,0,0,0,0,0,0,0,0,87,2,0,2,0.0,0.0,0.0,3,0,71,81,87.7,5,59,2,0,0,5,2023-2024
Jan Oblak,13,si SVN,GK,30-252,90,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,16,16,100.0,0,12,0,0,0,5,2023-2024
Iago Aspas,10,es ESP,FW,36-046,90,0,0,0,0,2,0,0,0,65,0,0,2,0.2,0.2,0.8,6,0,35,59,59.3,4,40,2,0,0,5,2023-2024
Jonathan Bamba,17,ci CIV,"LW,LM",27-174,90,0,0,0,0,1,1,0,0,49,1,0,0,0.4,0.4,0.1,4,0,34,41,82.9,4,41,4,3,1,5,2023-2024
Jørgen Strand Larsen,18,no NOR,RW,23-222,66,0,0,0,0,1,0,0,0,20,0,0,0,0.0,0.0,0.0,1,0,12,14,85.7,0,19,2,2,1,5,2023-2024
   Anastasios Douvikas,12,gr GRE,"RW,FW",24-045,24,0,0,0,0,2,1,0,0,5,0,0,0,0.2,0.2,0.0,2,0,2,2,100.0,1,5,0,0,0,5,2023-2024
Mihailo Ristić,21,rs SRB,"LM,LB",27-320,90,0,0,0,0,1,0,0,0,83,1,0,2,0.0,0.0,0.0,2,0,50,68,73.5,3,57,5,2,0,5,2023-2024
Luca de la Torre,14,us USA,CM,25-116,76,0,0,0,0,0,0,1,0,34,2,1,0,0.0,0.0,0.1,2,0,20,24,83.3,3,21,2,1,0,5,2023-2024
