player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Jonathan Calleri,9,ar ARG,FW,24-147,90,15,11,3,0,0,0,2,0,0,0,0,0,10,1,2,24,2017-2018
Nacho Gil,15,es ESP,LW,22-161,57,18,16,2,0,0,0,2,0,2,0,1,0,15,0,0,24,2017-2018
   Alen Halilović,8,hr CRO,LW,21-244,33,12,8,4,1,0,0,4,2,1,1,0,0,8,0,0,24,2017-2018
Jairo Samperio,16,es ESP,RW,24-221,45,14,13,0,0,0,0,2,0,0,0,0,0,4,1,2,24,2017-2018
   Tana,24,es ESP,RW,27-150,45,20,18,2,0,0,0,2,0,2,0,1,0,17,0,0,24,2017-2018
Jonathan Viera,21,es ESP,AM,28-119,90,48,45,2,0,0,3,2,0,2,1,1,0,37,1,1,24,2017-2018
Gabriel Peñalba,7,ar ARG,DM,33-147,41,20,20,0,0,0,0,0,0,0,0,0,0,18,0,0,24,2017-2018
   Imoh Ezekiel,14,ng NGA,DM,24-116,49,12,12,0,0,0,0,2,0,0,0,0,0,8,0,2,24,2017-2018
Oghenekaro Etebo,6,ng NGA,DM,22-100,90,50,46,2,1,0,1,0,1,0,0,0,0,36,2,1,24,2017-2018
Matías Aguirregaray,3,uy URU,LB,28-322,90,48,30,18,3,1,0,3,15,0,0,0,0,34,0,2,24,2017-2018
David García,5,es ESP,CB,35-357,90,55,52,3,3,0,0,0,0,0,0,0,0,46,0,0,24,2017-2018
Álex Gálvez,20,es ESP,CB,28-256,90,50,45,5,5,0,4,0,0,0,0,0,0,41,0,0,24,2017-2018
Michel,12,br BRA,RB,28-002,90,45,35,9,1,0,0,8,8,0,0,0,0,35,1,2,24,2017-2018
Leandro Chichizola,13,ar ARG,GK,27-327,90,40,28,11,3,0,0,0,0,0,0,0,0,28,1,0,24,2017-2018
Wissam Ben Yedder,9,fr FRA,FW,27-189,85,18,16,2,0,0,0,0,0,0,0,0,0,13,0,1,24,2017-2018
   Sergio Escudero,18,es ESP,LW,28-168,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,24,2017-2018
Joaquín Correa,11,ar ARG,LW,23-188,42,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0,24,2017-2018
   Sandro Ramírez,23,es ESP,"LW,FW",22-223,48,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1,24,2017-2018
Pablo Sarabia,17,es ESP,RW,25-282,90,27,21,6,2,0,0,5,0,4,4,0,0,16,0,0,24,2017-2018
Franco Vázquez,22,ar ARG,AM,28-360,75,30,29,1,1,0,0,3,0,0,0,0,0,21,0,1,24,2017-2018
