player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Maxi Gómez,7,uy URU,FW,21-278,90,28,25,3,1,0,0,2,0,0,0,0,0,18,0,2,38,2017-2018
Iago Aspas,10,es ESP,FW,30-291,66,31,30,1,1,2,0,3,0,0,0,0,0,24,0,1,38,2017-2018
   Lucas Boyé,9,ar ARG,FW,22-080,24,11,10,0,0,0,0,0,0,0,0,0,0,9,1,0,38,2017-2018
Jozabed,16,es ESP,LM,27-072,85,50,50,0,0,1,0,1,0,0,0,0,0,39,0,1,38,2017-2018
   Daniel Molina Orta,37,es ESP,LM,22-066,5,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,38,2017-2018
Nemanja Radoja,6,rs SRB,CM,25-102,90,41,39,2,2,0,0,0,0,0,0,0,0,38,0,0,38,2017-2018
Stanislav Lobotka,14,sk SVK,CM,23-175,90,64,63,1,0,0,0,1,0,0,0,0,0,60,0,1,38,2017-2018
Daniel Wass,18,dk DEN,RM,28-353,90,72,64,8,2,0,0,9,2,4,1,1,0,56,0,0,38,2017-2018
Jonny Castro,19,es ESP,LB,24-077,66,51,45,5,0,0,2,2,5,0,0,0,0,45,1,1,38,2017-2018
   Róbert Mazáň,15,sk SVK,LB,24-099,24,17,14,3,1,0,0,0,2,0,0,0,0,15,0,1,38,2017-2018
Sergi Gómez,20,es ESP,CB,26-052,90,68,64,4,3,0,1,0,1,0,0,0,0,62,0,1,38,2017-2018
Facundo Roncaglia,24,ar ARG,CB,31-098,90,70,68,1,1,0,2,0,0,0,0,0,0,62,1,0,38,2017-2018
Hugo Mallo,2,es ESP,RB,26-331,90,70,63,7,1,1,0,2,5,1,0,0,0,53,0,1,38,2017-2018
Sergio Álvarez,1,es ESP,GK,31-289,90,30,23,7,3,0,0,0,0,0,0,0,0,24,0,0,38,2017-2018
Armando Sadiku,7,al ALB,FW,26-357,58,15,11,3,0,0,0,0,0,0,0,0,0,13,1,0,38,2017-2018
   Giampaolo Pazzini,17,it ITA,FW,33-290,32,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0,38,2017-2018
José Luis Morales,11,es ESP,FW,30-300,74,16,16,0,0,0,0,0,0,0,0,0,0,11,0,1,38,2017-2018
   Enis Bardhi,10,mk MKD,FW,22-321,16,16,14,2,0,0,0,1,1,1,0,0,0,10,0,1,38,2017-2018
Jason,23,es ESP,LM,23-317,90,27,26,1,0,0,0,1,0,0,0,0,0,19,0,0,38,2017-2018
José Campaña,24,es ESP,CM,24-353,90,61,57,4,1,0,0,2,1,2,2,0,0,50,0,1,38,2017-2018
Saša Lukić,20,rs SRB,CM,21-279,90,37,34,2,2,0,0,0,0,0,0,0,0,32,1,1,38,2017-2018
Rubén Rochina,16,es ESP,RM,27-057,74,37,35,1,1,0,1,0,0,0,0,0,0,26,1,0,38,2017-2018
   Fahad Al Muwallad,25,sa KSA,RM,23-247,16,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,38,2017-2018
Antonio Luna,22,es ESP,LB,27-063,90,47,35,12,1,0,0,3,11,0,0,0,0,35,0,0,38,2017-2018
Chema,6,es ESP,CB,26-077,90,21,16,4,4,0,0,0,0,0,0,0,0,14,1,0,38,2017-2018
Erick Cabaco,18,uy URU,CB,23-030,90,21,21,0,0,0,2,0,0,0,0,0,0,19,0,0,38,2017-2018
Pedro López Muñoz,19,es ESP,RB,34-199,90,40,32,8,0,0,0,1,8,0,0,0,0,34,0,2,38,2017-2018
Koke Vegas,27,es ESP,GK,22-234,90,29,16,13,3,0,0,0,0,0,0,0,0,15,0,0,38,2017-2018
Miguel Ángel Guerrero,9,es ESP,FW,27-311,88,27,24,3,0,0,0,0,0,0,0,0,0,25,0,0,38,2017-2018
   Martín Mantovani,5,ar ARG,FW,33-316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2017-2018
Naranjo,18,es ESP,"LW,FW",23-295,73,20,15,3,0,0,0,3,0,3,3,0,0,13,2,1,38,2017-2018
   Nordin Amrabat,7,ma MAR,FW,31-049,17,6,4,2,0,0,0,1,2,0,0,0,0,5,0,1,38,2017-2018
Omar Ramos,23,es ESP,"RW,LB",30-113,61,26,20,5,0,0,0,4,3,2,0,1,0,20,1,0,38,2017-2018
   Joseba Zaldúa,20,es ESP,"RB,LB",25-329,29,10,7,3,0,0,0,2,3,0,0,0,0,8,0,0,38,2017-2018
Darko Brašanac,24,rs SRB,"RW,AM,RM",26-096,90,28,27,1,0,1,0,1,0,1,0,1,0,22,0,0,38,2017-2018
Gerard Gumbau,6,es ESP,"DM,LM",23-152,90,32,31,1,1,0,0,0,0,0,0,0,0,24,0,1,38,2017-2018
Rubén Pérez,21,es ESP,"DM,CM",29-023,90,39,39,0,0,0,1,0,0,0,0,0,0,31,0,1,38,2017-2018
Diego Rico,15,es ESP,LB,25-085,23,15,13,2,0,0,0,0,2,0,0,0,0,11,0,1,38,2017-2018
Dimitris Siovas,22,gr GRE,CB,29-245,90,21,20,1,1,0,0,0,0,0,0,0,0,19,0,0,38,2017-2018
Ezequiel Muñoz,19,ar ARG,CB,27-223,90,20,19,1,1,0,0,0,0,0,0,0,0,16,0,1,38,2017-2018
Tito,2,es ESP,"RB,LB",32-312,90,32,27,5,0,0,0,1,5,0,0,0,0,26,0,2,38,2017-2018
Jon Ander Serantes,25,es ESP,GK,28-207,90,33,18,15,7,0,0,0,0,0,0,0,0,12,0,0,38,2017-2018
Loren Morón,16,es ESP,FW,24-140,68,12,9,2,0,0,0,1,1,0,0,0,0,5,1,2,38,2017-2018
   Antonio Sanabria,9,py PAR,FW,22-076,22,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,38,2017-2018
Rubén Castro,24,es ESP,FW,36-326,90,11,9,2,0,2,0,0,0,0,0,0,0,9,0,0,38,2017-2018
Víctor Camarasa,8,es ESP,"CM,LM",23-356,90,59,56,2,0,0,0,1,0,2,0,0,0,57,1,0,38,2017-2018
Jordi Amat,5,id IDN,"CM,CB",26-059,68,70,69,1,1,0,0,0,0,0,0,0,0,65,0,0,38,2017-2018
   Rafa Navarro,2,es ESP,CB,24-085,22,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0,38,2017-2018
Fabián Ruiz Peña,6,es ESP,CM,22-046,76,67,65,2,2,0,2,0,0,0,0,0,0,61,0,1,38,2017-2018
