player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Simone Zaza,9,it ITA,FW,26-086,66,3,2,1,0,2,0,1,0.0,1,1,0,1,0,3,2,0,5,2017-2018
   Rodrigo,19,es ESP,FW,26-197,24,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,5,2017-2018
Santi Mina,22,es ESP,FW,21-286,90,3,2,1,1,1,0,0,,0,3,0,3,0,3,0,0,5,2017-2018
Gonçalo Guedes,7,pt POR,"LM,RM",20-294,90,4,4,1,3,0,1,1,100.0,0,2,0,2,0,4,1,0,5,2017-2018
Daniel Parejo,10,es ESP,CM,28-156,72,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,0,0,5,2017-2018
   Nemanja Maksimović,6,rs SRB,CM,22-236,18,1,0,1,0,0,1,1,100.0,0,1,1,0,0,1,1,0,5,2017-2018
Geoffrey Kondogbia,16,cf CTA,CM,24-216,64,2,2,1,0,1,0,3,0.0,3,0,0,0,0,2,4,0,5,2017-2018
   Andreas Pereira,11,br BRA,"CM,LM",21-261,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2017-2018
Carlos Soler,18,es ESP,"RM,CM",20-260,90,4,3,2,2,0,3,4,75.0,1,1,0,1,1,5,2,0,5,2017-2018
Toni Lato,26,es ESP,LB,19-302,90,7,2,7,0,0,5,6,83.3,1,1,0,1,0,7,5,0,5,2017-2018
Jeison Murillo,4,co COL,CB,25-115,90,1,1,1,0,0,1,3,33.3,2,2,0,2,3,4,4,0,5,2017-2018
Gabriel Paulista,5,br BRA,CB,26-297,90,1,1,0,0,1,1,1,100.0,0,2,0,2,4,5,7,0,5,2017-2018
Martín Montoya,21,es ESP,RB,26-158,90,6,6,4,1,1,2,3,66.7,1,3,1,2,1,7,5,0,5,2017-2018
Neto,13,br BRA,GK,28-062,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2017-2018
Diego Rolán,24,uy URU,FW,24-179,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,5,2017-2018
Jony,21,es ESP,LM,26-072,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,5,2017-2018
Recio,14,es ESP,CM,26-251,90,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0,5,2017-2018
Zdravko Kuzmanović,6,rs SRB,CM,29-362,90,1,1,0,1,0,0,0,,0,0,0,0,2,3,0,0,5,2017-2018
Álex Mula,28,es ESP,RM,21-058,60,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,0,0,5,2017-2018
   Juanpi,10,ve VEN,RM,23-238,30,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2017-2018
Esteban Rolón,5,ar ARG,DM,22-178,60,1,1,1,0,0,1,1,100.0,0,0,0,0,4,5,0,0,5,2017-2018
   Javier Ontiveros,17,es ESP,DM,20-010,30,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2017-2018
Federico Ricca,15,uy URU,LB,22-292,90,3,1,2,1,0,2,4,50.0,2,1,0,1,2,5,5,0,5,2017-2018
Diego González,3,es ESP,CB,22-234,69,0,0,0,0,0,0,1,0.0,1,1,1,0,4,4,5,0,5,2017-2018
   Paul Baysse,22,fr FRA,CB,29-124,21,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,5,2017-2018
Luis Hernández,4,es ESP,CB,28-158,90,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,9,1,5,2017-2018
Cifu,12,es ESP,RB,26-349,90,2,1,0,1,1,1,3,33.3,2,1,1,0,2,4,2,0,5,2017-2018
Roberto,1,es ESP,GK,31-221,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,2017-2018
Lionel Messi,10,ar ARG,FW,30-087,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2017-2018
Denis Suárez,6,es ESP,LW,23-256,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,5,2017-2018
Gerard Deulofeu,16,es ESP,RW,23-190,74,3,1,2,1,0,1,2,50.0,1,1,0,1,1,4,0,0,5,2017-2018
   Aleix Vidal,22,es ESP,RW,28-029,16,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,5,2017-2018
Andrés Iniesta,8,es ESP,LM,33-131,62,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,5,2017-2018
   Sergi Roberto,20,es ESP,LM,25-224,28,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5,2017-2018
Sergio Busquets,5,es ESP,CM,29-065,64,2,2,0,2,0,1,1,100.0,0,1,1,0,0,2,0,0,5,2017-2018
   Ivan Rakitić,4,hr CRO,CM,29-193,26,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,5,2017-2018
Paulinho,15,br BRA,RM,29-056,90,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,5,2017-2018
Lucas Digne,19,fr FRA,LB,24-061,90,3,3,3,0,0,2,2,100.0,0,2,0,2,1,4,4,0,5,2017-2018
Javier Mascherano,14,ar ARG,CB,33-103,90,1,1,1,0,0,1,1,100.0,0,2,1,1,4,5,4,0,5,2017-2018
Gerard Piqué,3,es ESP,CB,30-229,90,1,1,1,0,0,0,1,0.0,1,1,1,0,1,2,2,0,5,2017-2018
Nélson Semedo,2,pt POR,RB,23-307,90,3,3,2,1,0,2,3,66.7,1,1,0,1,0,3,2,0,5,2017-2018
Marc-André ter Stegen,1,de GER,GK,25-142,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,2017-2018
Sergi Enrich,9,es ESP,FW,27-205,71,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,2017-2018
   Charles,19,br BRA,FW,33-168,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2017-2018
Takashi Inui,8,jp JPN,LW,29-109,90,1,1,0,1,0,0,3,0.0,3,1,0,1,0,1,0,0,5,2017-2018
Ander Capa,7,es ESP,RW,25-223,64,1,1,0,0,1,0,2,0.0,2,0,0,0,1,2,0,0,5,2017-2018
   Rubén Peña,11,es ESP,RW,26-063,26,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,5,2017-2018
Joan Jordán,24,es ESP,AM,23-075,90,2,2,0,1,1,0,0,,0,1,0,1,0,2,0,0,5,2017-2018
Gonzalo Escalante,5,ar ARG,DM,24-176,90,3,0,1,2,0,0,2,0.0,2,3,0,3,2,5,2,0,5,2017-2018
Dani García,14,es ESP,DM,27-118,76,3,1,0,2,1,2,4,50.0,2,2,0,2,1,4,0,0,5,2017-2018
   Cristian Rivera,6,es ESP,DM,20-072,14,2,2,0,2,0,2,2,100.0,0,0,0,0,2,4,0,0,5,2017-2018
David Juncà,23,es ESP,LB,23-307,90,4,3,4,0,0,3,7,42.9,4,0,0,0,1,5,1,0,5,2017-2018
Álex Gálvez,3,es ESP,CB,28-105,90,3,2,3,0,0,2,5,40.0,3,1,0,1,4,7,4,0,5,2017-2018
Paulo Oliveira,12,pt POR,CB,25-254,90,2,1,1,1,0,1,1,100.0,0,0,0,0,2,4,5,0,5,2017-2018
Anaitz Arbilla,18,es ESP,RB,30-127,90,1,1,1,0,0,0,1,0.0,1,1,0,1,4,5,2,0,5,2017-2018
Marko Dmitrović,25,rs SRB,GK,25-238,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,5,2017-2018
Claudio Beauvue,12,gp GLP,FW,29-157,82,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2017-2018
   Erik Morán,4,es ESP,FW,26-118,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2017-2018
