player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Adrián López,15,es ESP,"FW,LW",30-099,90,37,0,0,11,26,7,37,4,1,25.0,3,75.0,31,167,57,4,2,4,3,5,31,13,33,2017-2018
Lucas Pérez,7,es ESP,FW,29-219,90,33,0,0,10,24,4,33,0,0,,0,,23,147,73,3,3,2,1,2,25,8,33,2017-2018
Michael Krohn-Dehli,14,dk DEN,AM,34-315,35,13,0,3,10,1,0,13,0,0,,0,,9,33,14,0,1,0,0,0,8,1,33,2017-2018
   Emre Çolak,8,tr TUR,AM,26-332,55,41,0,3,17,21,2,41,1,1,100.0,0,0.0,29,178,86,3,3,1,1,1,27,2,33,2017-2018
Pedro Mosquera,5,es ESP,"LM,DM",29-361,82,39,3,11,19,9,2,39,0,0,,0,,27,84,39,1,1,0,1,1,27,4,33,2017-2018
   Federico Valverde,17,uy URU,DM,19-269,8,4,0,0,4,0,0,4,0,0,,0,,2,6,0,0,0,0,0,0,3,0,33,2017-2018
Celso Borges,22,cr CRC,"RM,DM",29-325,90,53,1,6,24,23,5,53,2,2,100.0,0,0.0,30,237,81,4,1,0,0,1,32,4,33,2017-2018
Guilherme,20,br BRA,DM,27-012,79,50,2,13,26,12,0,50,0,0,,0,,23,108,38,0,3,0,2,1,25,0,33,2017-2018
   Zakaria Bakkali,18,be BEL,"RW,LM",22-081,11,4,0,0,3,1,0,4,0,0,,0,,3,6,3,0,0,0,0,0,4,2,33,2017-2018
Luisinho,16,pt POR,LB,32-347,90,55,2,22,22,12,3,55,3,3,100.0,0,0.0,31,147,72,2,1,2,0,1,32,2,33,2017-2018
Fabian Schär,24,ch SUI,CB,26-118,90,35,6,25,10,1,1,35,0,0,,0,,12,97,23,1,0,0,0,0,16,0,33,2017-2018
Raúl Albentosa,6,es ESP,CB,29-222,90,45,7,38,5,3,3,45,0,0,,0,,20,101,63,0,0,0,0,0,23,0,33,2017-2018
Juanfran,2,es ESP,RB,29-218,90,55,6,21,22,13,1,55,4,3,75.0,1,25.0,32,295,168,6,3,1,0,1,29,5,33,2017-2018
Rubén,13,es ESP,GK,33-299,90,34,34,34,0,0,0,34,0,0,,0,,12,91,79,0,0,0,1,0,2,0,33,2017-2018
Carlos Fernández,30,es ESP,FW,21-330,67,27,0,0,8,19,6,27,0,0,,0,,17,28,14,1,0,1,2,1,21,11,33,2017-2018
   Nolito,24,es ESP,"FW,LM",31-184,23,9,0,0,1,8,1,9,0,0,,0,,7,37,8,2,0,1,0,1,7,1,33,2017-2018
Joaquín Correa,11,ar ARG,LM,23-247,56,29,0,1,10,18,2,29,1,0,0.0,1,100.0,24,64,21,0,1,0,0,1,27,4,33,2017-2018
   Pablo Sarabia,17,es ESP,"LM,RM",25-341,34,25,0,2,5,18,0,25,2,0,0.0,2,100.0,15,78,40,1,1,0,2,2,21,2,33,2017-2018
Guido Pizarro,14,ar ARG,CM,28-050,90,73,2,10,44,20,3,73,4,2,50.0,2,50.0,54,306,151,2,3,1,1,2,58,2,33,2017-2018
Éver Banega,10,ar ARG,CM,29-292,90,106,1,12,56,39,3,106,7,4,57.1,3,42.9,91,346,185,1,2,0,0,3,90,4,33,2017-2018
Sandro Ramírez,23,es ESP,RM,22-282,75,52,0,2,16,35,4,52,3,3,100.0,0,0.0,31,182,112,4,2,1,2,1,39,12,33,2017-2018
   Luis Muriel,20,co COL,"FW,RM",27-001,15,8,0,1,3,5,2,8,2,2,100.0,0,0.0,4,20,12,0,0,0,0,2,7,4,33,2017-2018
Johannes Geis,12,de GER,DM,24-243,90,72,4,17,51,5,0,72,0,0,,0,,49,155,88,0,1,0,0,0,53,2,33,2017-2018
Miguel Layún,3,mx MEX,LB,29-296,90,82,2,17,38,28,3,82,2,2,100.0,0,0.0,46,243,107,2,4,0,1,1,52,12,33,2017-2018
Daniel Carriço,6,pt POR,CB,29-256,90,60,12,32,26,2,1,60,0,0,,0,,35,167,87,0,0,0,0,0,28,0,33,2017-2018
Gabriel Mercado,25,ar ARG,CB,31-030,90,58,3,29,28,1,1,58,1,1,100.0,0,0.0,33,144,67,0,0,0,0,0,36,0,33,2017-2018
Jesús Navas,16,es ESP,RB,32-147,90,96,6,19,28,49,4,96,2,2,100.0,0,0.0,65,384,259,10,6,2,0,1,69,14,33,2017-2018
David Soria,13,es ESP,GK,25-013,90,41,38,41,0,0,0,41,0,0,,0,,23,169,131,0,0,0,0,0,9,0,33,2017-2018
Iago Aspas,10,es ESP,FW,30-259,90,50,0,2,19,31,6,50,1,1,100.0,0,0.0,32,266,133,4,6,0,0,3,44,12,33,2017-2018
Maxi Gómez,7,uy URU,FW,21-246,90,26,0,0,12,14,5,26,0,0,,0,,15,74,53,3,2,3,0,0,17,7,33,2017-2018
Jozabed,16,es ESP,CM,27-040,72,32,0,2,17,13,1,32,0,0,,0,,23,74,32,0,0,0,0,1,25,1,33,2017-2018
   Nemanja Radoja,6,rs SRB,CB,25-070,18,12,0,1,5,6,0,12,0,0,,0,,7,53,27,1,1,0,0,0,9,0,33,2017-2018
Stanislav Lobotka,14,sk SVK,CM,23-143,90,55,0,8,38,11,0,55,1,1,100.0,0,0.0,35,142,73,0,2,0,0,2,40,1,33,2017-2018
Brais Méndez,26,es ESP,CM,21-100,82,54,1,8,16,31,4,54,3,2,66.7,1,33.3,38,191,99,3,1,0,3,3,39,10,33,2017-2018
   Lucas Boyé,9,ar ARG,CM,22-048,8,11,0,2,3,6,2,11,1,1,100.0,0,0.0,6,38,19,0,0,0,0,0,5,4,33,2017-2018
Pione Sisto,11,dk DEN,WB,23-072,78,56,1,6,27,23,1,56,3,2,66.7,1,33.3,41,276,161,4,3,1,1,4,42,3,33,2017-2018
   Emre Mor,21,tr TUR,CM,20-267,12,20,0,0,5,15,2,20,2,0,0.0,2,100.0,11,56,36,2,1,1,0,0,14,6,33,2017-2018
Daniel Wass,18,dk DEN,WB,28-321,90,63,4,13,21,30,0,63,0,0,,0,,42,204,103,5,2,0,3,0,41,8,33,2017-2018
Jonny Castro,19,es ESP,CB,24-045,90,74,3,19,42,13,1,74,1,1,100.0,0,0.0,36,175,55,1,3,0,1,1,34,1,33,2017-2018
Sergi Gómez,20,es ESP,CB,26-020,90,41,2,21,17,3,1,41,0,0,,0,,15,65,20,0,0,0,1,0,16,1,33,2017-2018
Facundo Roncaglia,24,ar ARG,CB,31-066,90,72,0,28,42,3,0,72,1,1,100.0,0,0.0,40,309,217,0,2,0,2,2,42,0,33,2017-2018
Sergio Álvarez,1,es ESP,GK,31-257,90,34,32,34,0,0,0,34,0,0,,0,,11,67,59,0,0,0,0,0,14,0,33,2017-2018
Paco Alcácer,17,es ESP,"FW,LM,LW",24-230,90,36,0,6,15,17,2,36,2,0,0.0,2,100.0,26,92,17,0,0,0,1,0,23,8,33,2017-2018
Philippe Coutinho,14,br BRA,LW,25-309,59,32,0,2,15,16,2,32,1,1,100.0,0,0.0,28,193,99,2,4,1,0,2,25,4,33,2017-2018
   Lionel Messi,10,ar ARG,"FW,LW",30-297,31,23,0,1,8,15,0,23,2,1,50.0,1,50.0,19,135,69,2,2,0,0,0,17,1,33,2017-2018
Ousmane Dembélé,11,fr FRA,"RW,RM",20-337,77,43,0,3,21,19,3,43,5,2,40.0,3,60.0,36,184,53,1,3,1,4,4,36,8,33,2017-2018
   Aleix Vidal,22,es ESP,RM,28-239,13,5,0,1,3,1,0,5,0,0,,0,,5,16,8,0,0,0,2,1,3,0,33,2017-2018
Denis Suárez,6,es ESP,"AM,CM",24-101,90,64,0,7,37,21,2,64,4,2,50.0,2,50.0,56,270,130,2,3,0,2,3,54,5,33,2017-2018
André Gomes,21,pt POR,DM,24-261,59,38,0,8,24,6,2,38,0,0,,0,,29,120,39,0,0,0,0,0,27,0,33,2017-2018
   Sergi Roberto,20,es ESP,DM,26-069,11,14,1,3,8,3,0,14,0,0,,0,,14,74,18,0,0,0,0,0,12,0,33,2017-2018
Paulinho,15,br BRA,"DM,CM",29-266,90,74,4,23,33,19,5,74,3,1,33.3,2,66.7,59,301,152,3,3,0,1,3,57,4,33,2017-2018
