player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Miguel Ángel Guerrero,9,es ESP,FW,27-058,90,14,20,70.0,160,5,12,17,70.6,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,3,2017-2018
Alexander,11,ar ARG,"LW,LM",28-330,90,18,25,72.0,226,49,11,11,100.0,5,8,62.5,0,3,0.0,0,0.0,0.1,0,1,2,1,3,3,2017-2018
Omar Ramos,23,es ESP,RW,29-225,61,13,22,59.1,223,89,6,9,66.7,5,7,71.4,1,5,20.0,0,0.0,0.1,1,2,3,2,2,3,2017-2018
   Nabil El Zhar,10,ma MAR,"RW,RM",31-012,29,1,3,33.3,8,5,1,1,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,3,2017-2018
Javier Eraso,17,es ESP,AM,27-170,52,18,26,69.2,268,12,11,16,68.8,4,5,80.0,2,3,66.7,0,0.0,0.0,0,0,0,0,1,3,2017-2018
   Erik Morán,4,es ESP,"AM,DM,CM",26-106,38,14,22,63.6,259,87,5,7,71.4,7,10,70.0,2,5,40.0,0,0.0,0.0,0,2,0,0,3,3,2017-2018
Gabriel,8,br BRA,"DM,AM",23-355,83,28,42,66.7,434,130,17,24,70.8,6,10,60.0,3,5,60.0,0,0.0,0.0,1,5,0,0,4,3,2017-2018
   Claudio Beauvue,12,gp GLP,"FW,AM",29-145,7,2,2,100.0,21,11,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0,3,2017-2018
Rubén Pérez,21,es ESP,"DM,CM",28-135,90,52,69,75.4,1034,329,19,27,70.4,23,27,85.2,9,12,75.0,0,0.1,0.0,2,6,0,0,7,3,2017-2018
Diego Rico,15,es ESP,LB,24-197,90,42,64,65.6,818,448,14,21,66.7,22,26,84.6,5,14,35.7,0,0.0,0.1,0,4,2,1,7,3,2017-2018
Martín Mantovani,5,ar ARG,CB,33-063,90,44,52,84.6,868,309,15,15,100.0,24,29,82.8,5,8,62.5,0,0.0,0.0,1,3,0,0,3,3,2017-2018
Ezequiel Muñoz,19,ar ARG,CB,26-335,90,40,50,80.0,733,176,15,19,78.9,22,25,88.0,2,5,40.0,0,0.0,0.0,0,0,0,0,1,3,2017-2018
Joseba Zaldúa,20,es ESP,RB,25-076,90,55,71,77.5,820,355,36,40,90.0,14,21,66.7,4,7,57.1,0,0.1,0.1,2,5,2,0,6,3,2017-2018
Iván Cuéllar,1,es ESP,GK,33-104,90,18,34,52.9,758,671,1,1,100.0,7,8,87.5,10,25,40.0,0,0.0,0.0,0,8,0,0,0,3,2017-2018
