player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Roger Martí,9,es ESP,FW,27-072,90,10,16,62.5,181,73,4,6,66.7,5,7,71.4,1,2,50.0,0,0.2,0.2,2,1,1,1,2,29,2017-2018
Giampaolo Pazzini,17,it ITA,FW,33-226,59,4,6,66.7,27,3,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,29,2017-2018
   Emmanuel Boateng,21,gh GHA,FW,21-297,31,4,7,57.1,84,32,2,4,50.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,29,2017-2018
Ivi,14,es ESP,LM,23-260,90,16,24,66.7,245,134,5,8,62.5,7,11,63.6,1,2,50.0,0,0.0,0.0,0,2,1,0,3,29,2017-2018
José Campaña,24,es ESP,CM,24-289,44,11,15,73.3,161,21,6,7,85.7,5,5,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,29,2017-2018
   Saša Lukić,20,rs SRB,CM,21-215,46,10,17,58.8,167,13,3,6,50.0,3,5,60.0,1,3,33.3,0,0.0,0.0,0,1,0,0,1,29,2017-2018
Jefferson Lerma,8,co COL,CM,23-142,90,18,24,75.0,308,78,9,11,81.8,6,7,85.7,2,4,50.0,0,0.0,0.0,0,1,0,0,3,29,2017-2018
José Luis Morales,11,es ESP,RM,30-236,90,12,21,57.1,208,133,3,4,75.0,5,6,83.3,2,6,33.3,1,0.3,0.1,1,1,2,1,3,29,2017-2018
Antonio Luna,22,es ESP,LB,26-364,54,15,25,60.0,252,102,7,8,87.5,6,9,66.7,2,8,25.0,0,0.0,0.0,0,0,0,0,1,29,2017-2018
   Pedro López Muñoz,19,es ESP,RB,34-135,36,10,15,66.7,141,76,6,6,100.0,4,7,57.1,0,2,0.0,0,0.0,0.0,0,0,0,0,0,29,2017-2018
Rober,4,es ESP,CB,23-028,90,14,20,70.0,257,111,5,6,83.3,7,8,87.5,2,5,40.0,0,0.0,0.0,0,0,0,0,3,29,2017-2018
Erick Cabaco,18,uy URU,CB,22-331,90,16,28,57.1,341,249,5,6,83.3,6,9,66.7,4,12,33.3,0,0.0,0.0,0,2,0,0,2,29,2017-2018
Coke,12,es ESP,"RB,LB",30-324,90,19,30,63.3,328,205,8,10,80.0,9,12,75.0,2,6,33.3,0,0.0,0.0,0,2,1,0,2,29,2017-2018
Oier Olazábal,13,es ESP,GK,28-183,90,11,32,34.4,419,348,0,0,,5,6,83.3,6,26,23.1,0,0.0,0.0,0,0,0,0,0,29,2017-2018
