player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Antoine Griezmann,7,fr FRA,FW,26-186,71,33,2,4,19,10,4,33,3,1,33.3,2,66.7,16,80,38,1,0,1,2,0,20,4,6,2017-2018
   Thomas Partey,5,gh GHA,FW,24-102,19,14,2,4,9,1,0,14,0,0,,0,,12,94,53,1,0,0,0,1,10,0,6,2017-2018
Luciano Vietto,17,ar ARG,FW,23-292,56,18,0,2,10,6,4,18,3,3,100.0,0,0.0,15,112,17,1,0,2,3,2,16,4,6,2017-2018
   Ángel Correa,11,ar ARG,FW,22-198,34,8,0,1,4,3,0,8,0,0,,0,,7,20,5,0,0,0,0,4,8,0,6,2017-2018
Yannick Carrasco,10,be BEL,LM,24-019,80,30,1,2,10,19,4,30,3,3,100.0,0,0.0,23,207,110,7,3,2,1,4,22,7,6,2017-2018
   Kévin Gameiro,21,fr FRA,LM,30-137,10,3,1,1,1,1,0,3,0,0,,0,,3,37,23,0,0,1,0,1,3,1,6,2017-2018
Saúl Ñíguez,8,es ESP,CM,22-306,90,54,3,14,28,12,3,54,7,2,28.6,5,71.4,27,211,73,2,0,1,2,0,31,4,6,2017-2018
Gabi,14,es ESP,CM,34-075,90,64,5,19,37,9,0,64,1,0,0.0,1,100.0,29,87,41,0,0,0,1,0,31,0,6,2017-2018
Koke,6,es ESP,RM,25-258,90,77,5,19,32,26,0,77,0,0,,0,,34,171,70,2,0,0,0,0,50,5,6,2017-2018
Filipe Luís,3,br BRA,LB,32-045,90,60,3,24,26,10,1,60,2,1,50.0,1,50.0,30,162,111,1,0,0,1,1,35,0,6,2017-2018
Lucas Hernández,19,fr FRA,CB,21-221,90,40,8,24,15,2,0,40,2,2,100.0,0,0.0,19,244,172,3,1,0,1,1,20,0,6,2017-2018
Stefan Savić,15,me MNE,CB,26-258,90,46,13,33,12,1,1,46,0,0,,0,,18,69,29,0,0,0,1,0,22,0,6,2017-2018
Šime Vrsaljko,16,hr CRO,RB,25-256,90,54,5,11,19,24,1,54,2,0,0.0,2,100.0,18,93,57,3,0,0,2,0,26,4,6,2017-2018
Jan Oblak,13,si SVN,GK,24-259,90,27,21,27,0,0,0,27,0,0,,0,,13,113,86,0,0,0,0,0,9,0,6,2017-2018
Luis Muriel,20,co COL,FW,26-160,67,26,0,3,7,17,2,26,4,2,50.0,2,50.0,13,84,24,0,1,0,2,1,15,9,6,2017-2018
   Wissam Ben Yedder,9,fr FRA,FW,27-042,23,9,0,0,2,7,3,9,0,0,,0,,5,8,0,0,0,0,1,1,9,3,6,2017-2018
Pablo Sarabia,17,es ESP,LW,25-135,57,42,1,3,22,17,3,42,0,0,,0,,26,139,73,2,1,0,2,3,33,6,6,2017-2018
   Joaquín Correa,11,ar ARG,LW,23-041,33,26,0,1,7,18,4,26,4,3,75.0,1,25.0,21,141,102,3,2,2,0,0,22,7,6,2017-2018
Jesús Navas,16,es ESP,RW,31-306,90,43,0,9,14,20,3,43,4,2,50.0,2,50.0,29,178,81,5,0,1,0,2,34,9,6,2017-2018
Franco Vázquez,22,ar ARG,LM,28-213,90,58,2,4,27,28,5,58,3,2,66.7,1,33.3,34,169,62,1,4,1,4,3,45,12,6,2017-2018
Steven Nzonzi,15,fr FRA,CM,28-282,90,88,7,27,53,8,2,88,0,0,,0,,44,158,48,1,1,0,1,0,65,2,6,2017-2018
Éver Banega,10,ar ARG,RM,29-086,90,113,1,15,76,23,0,113,2,2,100.0,0,0.0,80,315,152,1,6,0,2,3,95,5,6,2017-2018
Lionel Carole,3,fr FRA,LB,26-164,90,81,1,25,45,12,0,81,1,1,100.0,0,0.0,34,147,78,0,2,0,3,1,46,7,6,2017-2018
Clément Lenglet,5,fr FRA,CB,22-098,90,76,6,44,31,2,1,76,1,1,100.0,0,0.0,41,157,107,0,1,1,0,0,57,0,6,2017-2018
Daniel Carriço,6,pt POR,CB,29-050,90,61,5,34,26,2,2,61,0,0,,0,,28,165,86,0,0,0,0,2,42,1,6,2017-2018
Gabriel Mercado,25,ar ARG,RB,30-189,76,63,5,20,31,12,1,63,0,0,,0,,29,65,30,0,0,0,1,0,32,1,6,2017-2018
   Michael Krohn-Dehli,7,dk DEN,RB,34-109,14,20,0,1,9,11,2,20,1,1,100.0,0,0.0,15,110,54,3,1,2,1,1,16,2,6,2017-2018
Sergio Rico,1,es ESP,GK,24-022,90,21,19,21,0,0,0,21,0,0,,0,,7,25,15,0,0,0,0,0,4,0,6,2017-2018
Munir El Haddadi,24,ma MAR,FW,22-022,90,19,0,1,9,9,0,19,1,1,100.0,0,0.0,13,44,14,0,0,0,1,1,11,3,6,2017-2018
Ibai Gómez,11,es ESP,"LW,RW",27-316,80,35,0,1,20,15,0,35,0,0,,0,,22,85,38,0,1,0,0,2,22,4,6,2017-2018
   Rubén Sobrino,7,es ESP,RW,25-114,10,3,0,2,1,0,0,3,0,0,,0,,3,21,9,0,0,0,0,1,2,0,6,2017-2018
Burgui,14,es ESP,RW,23-329,65,24,0,4,14,7,0,24,6,2,33.3,4,66.7,18,72,34,1,1,0,1,2,15,5,6,2017-2018
   Alfonso Pedraza,17,es ESP,"LW,RW",21-167,25,8,1,4,1,3,2,8,0,0,,0,,1,15,13,1,0,0,0,0,1,1,6,2017-2018
Álvaro Medrán,23,es ESP,AM,23-192,90,29,0,5,15,9,0,29,0,0,,0,,24,96,31,0,1,0,3,2,24,5,6,2017-2018
Manu García,19,es ESP,DM,31-150,90,38,5,10,23,6,2,38,1,1,100.0,0,0.0,24,43,10,0,0,0,1,1,29,3,6,2017-2018
Daniel Torres,16,co COL,DM,27-312,90,45,2,15,27,4,0,45,1,1,100.0,0,0.0,27,79,26,0,0,0,2,0,22,1,6,2017-2018
Rubén Duarte,3,es ESP,LB,21-340,90,51,5,17,28,7,0,51,1,1,100.0,0,0.0,28,112,52,2,1,0,0,0,22,1,6,2017-2018
Guillermo Maripán,6,cl CHI,CB,23-140,90,46,8,32,14,0,0,46,1,1,100.0,0,0.0,29,67,28,0,0,0,0,0,26,0,6,2017-2018
Rodrigo Ely,12,br BRA,CB,23-324,90,37,11,28,7,2,2,37,0,0,,0,,17,47,21,0,0,0,0,0,16,0,6,2017-2018
Carlos Vigaray,2,es ESP,RB,23-016,45,19,1,11,8,0,0,19,0,0,,0,,12,24,0,0,0,0,0,0,12,0,6,2017-2018
   Alexis,4,es ESP,RB,32-050,45,16,3,7,6,3,0,16,0,0,,0,,8,27,12,0,1,0,0,0,7,2,6,2017-2018
Fernando Pacheco,1,es ESP,GK,25-128,90,43,36,43,0,0,0,43,0,0,,0,,17,122,99,0,0,0,2,0,12,0,6,2017-2018
Cristiano Ronaldo,7,pt POR,FW,32-230,90,37,1,1,10,28,6,37,3,3,100.0,0,0.0,24,141,90,2,3,0,3,0,32,10,6,2017-2018
Marco Asensio,20,es ESP,LW,21-245,90,77,0,2,39,36,3,77,1,0,0.0,1,100.0,57,319,191,4,6,1,1,1,64,9,6,2017-2018
Lucas Vázquez,17,es ESP,RW,26-084,90,56,0,6,20,30,7,56,8,3,37.5,5,62.5,36,191,79,3,0,2,3,1,42,13,6,2017-2018
Isco,22,es ESP,LM,25-155,89,84,1,3,35,47,5,84,2,1,50.0,1,50.0,70,436,233,7,7,2,3,3,71,11,6,2017-2018
   Borja Mayoral,21,es ESP,"LM,LW",20-171,1,3,0,0,2,1,0,3,2,1,50.0,1,50.0,2,21,14,1,1,0,0,0,3,0,6,2017-2018
Casemiro,14,br BRA,CM,25-212,90,66,5,12,49,5,0,66,1,1,100.0,0,0.0,39,182,114,3,1,0,0,0,43,0,6,2017-2018
Dani Ceballos,24,es ESP,RM,21-047,71,66,1,7,39,21,2,66,4,2,50.0,2,50.0,45,276,107,2,3,0,3,0,49,3,6,2017-2018
   Marcos Llorente,18,es ESP,RM,22-236,19,13,0,2,7,4,0,13,0,0,,0,,7,23,4,0,1,0,0,0,7,0,6,2017-2018
Nacho,6,es ESP,LB,27-248,90,59,0,4,32,24,4,59,0,0,,0,,41,227,120,6,3,2,4,1,46,13,6,2017-2018
Sergio Ramos,4,es ESP,CB,31-177,90,83,3,28,53,3,2,83,0,0,,0,,49,244,151,1,0,0,0,0,56,0,6,2017-2018
Raphaël Varane,5,fr FRA,CB,24-151,90,65,4,22,39,4,0,65,0,0,,0,,44,279,125,1,2,0,0,0,46,0,6,2017-2018
Dani Carvajal,2,es ESP,RB,25-255,90,85,1,12,45,29,0,85,1,0,0.0,1,100.0,40,168,102,2,4,0,1,0,59,6,6,2017-2018
Keylor Navas,1,cr CRC,GK,30-282,90,20,20,20,0,0,0,20,0,0,,0,,11,50,34,0,0,0,0,0,8,0,6,2017-2018
Borja Bastón,9,es ESP,FW,25-029,86,27,0,1,18,8,4,27,1,0,0.0,1,100.0,10,48,0,0,0,0,4,1,19,3,6,2017-2018
   Esteban Rolón,5,ar ARG,FW,22-182,4,2,0,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,1,0,0,6,2017-2018
Álex Mula,28,es ESP,LW,21-062,61,23,0,4,5,14,2,23,2,1,50.0,1,50.0,16,85,38,1,0,1,0,2,21,5,6,2017-2018
   Juankar,7,es ESP,LW,27-177,29,26,2,9,7,10,0,26,1,0,0.0,1,100.0,10,80,32,0,1,0,0,0,17,3,6,2017-2018
Diego Rolán,24,uy URU,RW,24-183,90,49,0,8,12,29,7,49,4,0,0.0,4,100.0,29,185,77,2,4,0,4,5,33,10,6,2017-2018
Adrián González,8,es ESP,CM,29-121,90,40,0,9,20,11,4,40,1,0,0.0,1,100.0,17,69,14,0,0,0,1,2,31,2,6,2017-2018
Zdravko Kuzmanović,6,rs SRB,CM,30-001,51,44,0,8,32,5,1,44,0,0,,0,,33,165,29,0,1,0,1,1,31,2,6,2017-2018
Recio,14,es ESP,CM,26-255,90,63,0,13,29,23,0,63,4,3,75.0,1,25.0,38,286,143,5,1,0,1,2,31,1,6,2017-2018
Federico Ricca,15,uy URU,LB,22-296,68,57,3,16,26,16,1,57,0,0,,0,,30,185,66,1,0,0,0,1,37,5,6,2017-2018
   Juanpi,10,ve VEN,LB,23-242,22,10,0,1,4,5,0,10,0,0,,0,,11,70,12,1,0,1,0,3,9,0,6,2017-2018
Paul Baysse,22,fr FRA,CB,29-128,90,48,2,26,21,1,1,48,0,0,,0,,27,105,23,0,0,0,0,0,29,0,6,2017-2018
Luis Hernández,4,es ESP,CB,28-162,90,51,7,27,20,4,0,51,0,0,,0,,18,59,22,0,0,0,0,0,27,0,6,2017-2018
Roberto Rosales,18,ve VEN,RB,28-307,90,73,3,16,39,21,0,73,2,2,100.0,0,0.0,37,256,145,4,2,0,3,2,39,5,6,2017-2018
Roberto,1,es ESP,GK,31-225,90,25,23,25,0,0,0,25,0,0,,0,,14,93,75,0,0,0,0,0,9,0,6,2017-2018
Aritz Aduriz,20,es ESP,FW,36-224,74,14,0,1,6,7,2,13,0,0,,0,,12,34,4,0,1,0,0,1,11,5,6,2017-2018
