player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Maxi Gómez,7,uy URU,FW,21-278,90,37,0,1,16,21,8,37,1,1,100.0,0,0.0,23,110,72,4,1,0,3,1,28,5,38,2017-2018
Iago Aspas,10,es ESP,FW,30-291,66,40,0,1,9,30,13,40,1,0,0.0,1,100.0,31,184,149,7,2,5,1,0,33,7,38,2017-2018
   Lucas Boyé,9,ar ARG,FW,22-080,24,16,0,2,9,6,0,16,1,0,0.0,1,100.0,10,38,15,1,0,0,2,0,11,2,38,2017-2018
Jozabed,16,es ESP,LM,27-072,85,61,0,5,30,28,5,61,4,2,50.0,2,50.0,45,241,146,4,3,1,2,2,49,10,38,2017-2018
   Daniel Molina Orta,37,es ESP,LM,22-066,5,3,0,0,1,2,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0,38,2017-2018
Nemanja Radoja,6,rs SRB,CM,25-102,90,49,2,8,34,7,0,49,2,1,50.0,1,50.0,30,139,58,0,0,0,0,2,37,1,38,2017-2018
Stanislav Lobotka,14,sk SVK,CM,23-175,90,72,2,19,42,11,0,72,0,0,,0,,42,205,86,0,1,0,0,0,52,1,38,2017-2018
Daniel Wass,18,dk DEN,RM,28-353,90,80,0,12,33,36,5,80,1,1,100.0,0,0.0,53,208,106,3,2,1,0,2,56,13,38,2017-2018
Jonny Castro,19,es ESP,LB,24-077,66,57,0,6,33,18,2,57,4,3,75.0,1,25.0,42,255,175,4,4,1,1,1,41,7,38,2017-2018
   Róbert Mazáň,15,sk SVK,LB,24-099,24,18,0,2,10,6,1,18,2,1,50.0,1,50.0,13,52,25,1,1,0,0,0,15,1,38,2017-2018
Sergi Gómez,20,es ESP,CB,26-052,90,78,8,38,39,1,0,78,0,0,,0,,51,239,132,0,0,0,1,0,50,0,38,2017-2018
Facundo Roncaglia,24,ar ARG,CB,31-098,90,78,7,46,29,3,0,78,0,0,,0,,59,300,126,0,0,0,0,1,62,0,38,2017-2018
Hugo Mallo,2,es ESP,RB,26-331,90,79,2,24,35,20,2,79,0,0,,0,,47,142,81,1,0,0,0,1,51,7,38,2017-2018
Sergio Álvarez,1,es ESP,GK,31-289,90,32,29,31,1,0,0,32,0,0,,0,,19,128,51,0,0,0,0,0,19,1,38,2017-2018
Armando Sadiku,7,al ALB,FW,26-357,58,23,3,4,14,5,3,23,2,1,50.0,1,50.0,8,22,8,0,0,0,1,0,12,3,38,2017-2018
   Giampaolo Pazzini,17,it ITA,FW,33-290,32,9,0,0,6,3,0,9,1,0,0.0,1,100.0,5,16,1,0,0,0,1,2,8,4,38,2017-2018
José Luis Morales,11,es ESP,FW,30-300,74,25,1,4,9,12,5,25,3,1,33.3,2,66.7,13,252,48,2,2,2,0,3,18,5,38,2017-2018
