player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Santi Mina,22,es ESP,FW,22-030,73,0,0,0,0,1,0,0,0,2,0,0,0,0,3,3,50.0,18,2017-2018
   Luciano Vietto,8,ar ARG,FW,24-032,17,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,18,2017-2018
Rodrigo,19,es ESP,FW,26-306,90,0,0,0,2,2,1,1,0,0,0,0,0,2,1,0,100.0,18,2017-2018
Gonçalo Guedes,7,pt POR,LM,21-038,90,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0.0,18,2017-2018
Geoffrey Kondogbia,16,cf CTA,CM,24-325,90,1,0,0,0,1,0,0,1,2,0,0,0,6,2,1,66.7,18,2017-2018
Daniel Parejo,10,es ESP,CM,28-265,90,0,0,0,2,2,0,8,2,2,0,0,0,10,0,1,0.0,18,2017-2018
Andreas Pereira,11,br BRA,RM,22-005,81,1,0,0,2,2,1,3,0,0,0,0,0,4,0,1,0.0,18,2017-2018
   Nemanja Maksimović,6,rs SRB,RM,22-345,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,25.0,18,2017-2018
José Luis Gayà,14,es ESP,LB,22-226,90,0,0,0,2,2,0,4,1,1,1,0,0,7,1,1,50.0,18,2017-2018
Gabriel Paulista,5,br BRA,CB,27-041,90,1,0,0,1,0,0,0,0,1,0,0,0,6,7,1,87.5,18,2017-2018
Ezequiel Garay,24,ar ARG,CB,31-088,90,1,0,0,3,1,0,0,2,1,0,0,0,4,0,1,0.0,18,2017-2018
Nacho Vidal,30,es ESP,RB,22-347,66,0,0,0,2,1,0,1,1,3,0,0,0,6,1,0,100.0,18,2017-2018
   Rúben Vezo,3,pt POR,RB,23-256,24,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,100.0,18,2017-2018
Neto,13,br BRA,GK,28-171,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,2017-2018
Cristhian Stuani,7,uy URU,FW,31-086,90,1,0,0,2,4,0,0,1,0,0,0,0,0,1,5,16.7,18,2017-2018
Portu,9,es ESP,"FW,AM,WB",25-230,90,0,0,0,1,3,0,1,0,0,0,0,0,3,0,2,0.0,18,2017-2018
Álex Granell,6,es ESP,CM,29-157,45,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,,18,2017-2018
   Borja García,24,es ESP,AM,27-065,45,0,0,0,0,2,0,4,1,1,0,0,0,2,2,0,100.0,18,2017-2018
David Timor,16,es ESP,CM,28-081,90,1,0,0,1,1,0,0,1,1,0,0,0,5,2,0,100.0,18,2017-2018
Pere Pons,8,es ESP,CM,24-320,90,0,0,0,2,0,0,0,1,1,0,0,0,3,1,0,100.0,18,2017-2018
Johan Mojica,3,co COL,WB,25-138,73,1,0,0,1,3,0,4,2,0,0,0,0,9,0,2,0.0,18,2017-2018
   Marlos Moreno,17,co COL,"AM,WB",21-108,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,18,2017-2018
Pablo Maffeo,25,es ESP,WB,20-178,64,0,0,0,1,0,0,2,4,3,0,1,0,3,0,0,,18,2017-2018
   Aday,11,es ESP,WB,30-021,26,0,0,0,0,1,0,5,0,0,0,0,0,1,3,1,75.0,18,2017-2018
Juanpe,15,es ESP,CB,26-251,90,0,0,0,3,0,0,0,0,4,0,0,0,0,1,0,100.0,18,2017-2018
Bernardo Espinosa,2,co COL,CB,28-179,90,1,0,0,1,1,0,0,3,1,0,0,0,1,0,3,0.0,18,2017-2018
Jonás Ramalho,4,es ESP,CB,24-210,90,0,0,0,1,1,0,1,1,0,0,0,1,3,3,3,50.0,18,2017-2018
Yassine Bounou,13,ma MAR,GK,26-276,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2017-2018
Jonathan Calleri,9,ar ARG,FW,24-105,90,0,0,0,0,2,2,1,0,0,0,0,0,3,5,3,62.5,18,2017-2018
Momo,11,es ESP,LW,35-175,66,0,0,0,0,1,1,3,1,0,0,0,0,6,1,0,100.0,18,2017-2018
   Tana,24,es ESP,LW,27-108,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,18,2017-2018
Hernán Toledo,19,ar ARG,RW,21-354,90,1,0,0,1,1,0,2,0,0,1,0,0,2,0,0,,18,2017-2018
Jonathan Viera,21,es ESP,AM,28-077,90,0,0,0,2,3,0,3,0,1,0,0,0,2,0,3,0.0,18,2017-2018
Gabriel Peñalba,7,ar ARG,DM,33-105,90,0,0,0,1,2,0,0,0,2,0,0,0,12,0,2,0.0,18,2017-2018
Sergi Samper,6,es ESP,DM,22-351,70,0,0,0,1,1,0,2,0,2,0,0,0,3,1,0,100.0,18,2017-2018
   Javi Castellano,18,es ESP,DM,30-065,20,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,50.0,18,2017-2018
Dani Castellano,23,es ESP,LB,30-065,90,1,0,0,1,1,0,3,1,3,0,0,0,4,2,2,50.0,18,2017-2018
Pedro Bigas,17,es ESP,CB,27-113,28,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0.0,18,2017-2018
   Mauricio Lemos,3,uy URU,CB,22-009,62,1,0,0,2,0,0,0,2,1,0,0,0,6,1,6,14.3,18,2017-2018
Ximo Navarro,22,es ESP,CB,27-348,90,0,0,0,1,0,0,0,4,0,0,0,0,6,5,2,71.4,18,2017-2018
David Simón,2,es ESP,RB,29-021,90,0,0,0,4,1,0,2,0,2,0,0,0,5,2,1,66.7,18,2017-2018
Leandro Chichizola,13,ar ARG,GK,27-285,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2017-2018
Sergi Enrich,9,es ESP,FW,27-314,79,1,0,0,1,1,0,0,1,0,0,0,0,4,6,5,54.5,18,2017-2018
   Gonzalo Escalante,5,ar ARG,"CM,FW",24-285,11,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,66.7,18,2017-2018
Charles,19,br BRA,FW,33-277,90,0,0,0,1,3,0,0,0,1,0,0,0,4,5,2,71.4,18,2017-2018
Takashi Inui,8,jp JPN,"LM,LW",29-218,90,1,0,0,2,4,0,3,1,1,0,0,0,4,0,1,0.0,18,2017-2018
Dani García,14,es ESP,CM,27-227,90,0,0,0,1,0,0,0,1,1,0,0,0,7,3,2,60.0,18,2017-2018
Joan Jordán,24,es ESP,CM,23-184,90,0,0,0,3,0,0,5,3,2,0,0,0,10,1,1,50.0,18,2017-2018
Iván Alejo,20,es ESP,RM,22-330,70,0,0,0,1,2,1,8,1,2,0,0,0,5,1,0,100.0,18,2017-2018
   Fabián Orellana,2,cl CHI,"RM,RW",31-344,20,0,0,0,1,0,0,0,0,2,0,0,0,2,1,2,33.3,18,2017-2018
José Ángel,15,es ESP,LB,28-123,90,0,0,0,1,1,0,7,2,6,0,0,0,11,0,0,,18,2017-2018
Anaitz Arbilla,18,es ESP,CB,30-236,90,1,0,0,2,0,0,0,4,0,0,1,0,14,0,0,,18,2017-2018
Paulo Oliveira,12,pt POR,CB,25-363,90,0,0,0,3,1,0,0,1,2,0,0,0,5,2,3,40.0,18,2017-2018
Ander Capa,7,es ESP,RB,25-332,59,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,,18,2017-2018
   Rubén Peña,11,es ESP,RB,26-172,31,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,50.0,18,2017-2018
Marko Dmitrović,25,rs SRB,GK,25-347,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,18,2017-2018
Wissam Ben Yedder,9,fr FRA,FW,27-147,90,0,0,0,2,1,1,0,1,0,0,0,0,0,1,8,11.1,18,2017-2018
Nolito,24,es ESP,"LW,LM",31-083,68,0,0,0,1,1,0,1,0,1,0,0,0,3,1,1,50.0,18,2017-2018
   Luis Muriel,20,co COL,"FW,LM",26-265,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,18,2017-2018
Jesús Navas,16,es ESP,"RW,RM,RB",32-046,90,0,0,0,2,3,0,8,0,1,0,0,0,7,0,1,0.0,18,2017-2018
Franco Vázquez,22,ar ARG,LM,28-318,56,0,0,0,0,1,0,1,0,0,0,0,0,3,2,0,100.0,18,2017-2018
   Joaquín Correa,11,ar ARG,"LM,FW",23-146,34,0,0,0,1,2,0,1,0,0,0,0,0,4,1,0,100.0,18,2017-2018
Steven Nzonzi,15,fr FRA,CM,29-022,90,0,0,0,1,0,1,1,0,1,0,0,0,8,3,3,50.0,18,2017-2018
Éver Banega,10,ar ARG,"RM,CM",29-191,90,1,0,0,1,6,0,18,1,4,0,0,0,11,1,1,50.0,18,2017-2018
Sergio Escudero,18,es ESP,LB,28-126,90,1,0,0,4,2,0,5,1,0,0,0,0,9,4,3,57.1,18,2017-2018
Clément Lenglet,5,fr FRA,CB,22-203,90,1,0,0,0,0,0,0,1,1,0,0,0,2,6,1,85.7,18,2017-2018
Simon Kjær,4,dk DEN,CB,28-286,90,0,0,0,1,0,0,0,1,1,0,0,0,7,5,0,100.0,18,2017-2018
Sébastien Corchia,2,fr FRA,RB,27-066,84,0,0,0,1,1,0,2,0,1,0,0,0,2,1,1,50.0,18,2017-2018
   Pablo Sarabia,17,es ESP,"RM,RB",25-240,6,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,,18,2017-2018
