player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Willian José,12,br BRA,FW,25-275,73,1,0,0,1,0,0,0,0,0,0,0,0,4,2,1,66.7,2,2017-2018
   Sergio Canales,16,es ESP,FW,26-190,17,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,,2,2017-2018
Juanmi,7,es ESP,LW,24-097,65,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,,2,2017-2018
   Carlos Vela,11,mx MEX,LW,28-177,25,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,100.0,2,2017-2018
Mikel Oyarzabal,18,es ESP,RW,20-126,90,0,0,0,0,2,1,6,0,2,0,0,0,1,0,1,0.0,2,2017-2018
David Zurutuza,17,es ESP,LM,31-037,90,0,0,0,1,4,0,0,2,0,0,0,0,4,2,1,66.7,2,2017-2018
Asier Illarramendi,4,es ESP,CM,27-170,90,0,0,0,2,1,0,1,2,0,0,0,0,8,1,1,50.0,2,2017-2018
Xabi Prieto,10,es ESP,RM,33-361,90,0,0,0,2,3,0,3,0,1,0,0,0,5,2,3,40.0,2,2017-2018
Kévin Rodrigues,20,pt POR,LB,23-173,90,0,0,0,2,2,0,4,2,2,0,0,0,8,2,0,100.0,2,2017-2018
Raúl Navas,22,es ESP,CB,29-106,81,0,0,0,0,3,0,0,2,0,0,0,0,4,4,2,66.7,2,2017-2018
   Imanol Agirretxe,9,es ESP,CB,30-182,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0.0,2,2017-2018
Aritz Elustondo,15,es ESP,CB,23-150,90,1,0,0,1,1,1,0,1,0,0,0,0,2,4,1,80.0,2,2017-2018
Álvaro Odriozola,19,es ESP,RB,21-254,90,0,0,0,1,0,0,8,0,1,0,0,0,7,0,1,0.0,2,2017-2018
Gerónimo Rulli,1,ar ARG,GK,25-097,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2,2017-2018
Cédric Bakambu,17,cd COD,FW,26-136,90,0,0,0,2,1,0,3,0,1,0,0,0,3,1,2,33.3,2,2017-2018
Carlos Bacca,9,co COL,FW,30-351,69,0,0,0,3,2,1,0,1,0,0,0,0,0,1,1,50.0,2,2017-2018
   Enes Ünal,15,tr TUR,FW,20-107,21,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0.0,2,2017-2018
Pablo Fornals,8,es ESP,"LM,CM",21-184,90,0,0,0,3,0,0,0,1,2,0,0,0,4,2,0,100.0,2,2017-2018
Manu Trigueros,14,es ESP,CM,25-312,79,1,0,0,4,0,0,4,0,0,0,0,0,5,1,0,100.0,2,2017-2018
   Nicola Sansone,18,it ITA,"RM,CM",25-349,11,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,2,2017-2018
Rodri,16,es ESP,CM,21-064,90,0,0,0,3,0,1,0,3,2,0,0,0,3,2,0,100.0,2,2017-2018
Samu Castillejo,10,es ESP,"RM,LM",22-219,90,0,0,0,0,5,0,7,0,1,0,0,0,4,0,4,0.0,2,2017-2018
Jaume Costa,11,es ESP,LB,29-160,90,1,0,0,1,0,0,0,4,2,0,0,0,2,0,5,0.0,2,2017-2018
Alfred N'Diaye,24,sn SEN,CB,27-172,90,0,0,0,2,0,0,0,3,1,0,0,0,8,3,1,75.0,2,2017-2018
Rúben Semedo,4,pt POR,CB,23-143,90,0,0,0,0,0,0,0,2,2,0,0,0,1,4,1,80.0,2,2017-2018
Álvaro González,3,es ESP,RB,27-229,90,0,0,0,2,2,0,2,0,1,0,0,0,4,0,4,0.0,2,2017-2018
Andrés Fernández,13,es ESP,GK,30-251,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,2,2017-2018
   Mariano Barbosa,25,ar ARG,GK,33-029,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,2017-2018
Sergio León,7,es ESP,FW,28-231,79,0,0,0,2,0,1,1,0,1,0,0,0,2,1,2,33.3,2,2017-2018
   Antonio Sanabria,9,py PAR,FW,21-174,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,2,2017-2018
Joaquín,17,es ESP,"LM,RM",36-035,83,0,0,0,1,2,0,4,1,1,0,0,0,3,0,3,0.0,2,2017-2018
   Juanjo Narváez,29,co COL,RM,22-194,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.0,2,2017-2018
Víctor Camarasa,8,es ESP,CM,23-089,90,0,0,0,3,0,0,1,0,1,0,0,1,4,0,1,0.0,2,2017-2018
Andrés Guardado,18,mx MEX,CM,30-331,90,0,0,0,1,0,0,5,1,2,0,0,0,8,1,3,25.0,2,2017-2018
Francis Guerrero,27,es ESP,RM,21-167,65,0,0,0,0,0,0,3,1,1,0,0,0,2,0,2,0.0,2,2017-2018
   Cristian Tello,20,es ESP,"LM,RM",26-014,25,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,,2,2017-2018
Javi García,3,es ESP,DM,30-198,90,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,100.0,2,2017-2018
Riza Durmisi,14,dk DEN,LB,23-229,90,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,,2,2017-2018
Zouhair Feddal,4,ma MAR,CB,28-236,90,1,0,0,2,3,0,0,3,1,0,0,0,4,1,0,100.0,2,2017-2018
Aïssa Mandi,23,dz ALG,CB,25-307,90,1,0,0,2,1,0,0,4,0,0,0,0,2,5,3,62.5,2,2017-2018
Antonio Barragán,19,es ESP,RB,30-074,90,0,0,0,1,1,0,3,1,1,0,0,0,4,2,0,100.0,2,2017-2018
Antonio Adán,13,es ESP,GK,30-104,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2017-2018
Maxi Gómez,7,uy URU,FW,21-011,90,0,0,0,2,2,0,0,0,0,0,0,0,0,3,5,37.5,2,2017-2018
Pione Sisto,11,dk DEN,LW,22-202,90,0,0,0,0,4,0,1,0,0,0,0,0,7,0,2,0.0,2,2017-2018
Iago Aspas,10,es ESP,RW,30-024,90,0,0,0,0,3,1,2,0,1,0,0,0,2,0,0,,2,2017-2018
Jozabed,16,es ESP,LM,26-170,90,1,0,0,0,0,1,0,0,0,0,0,0,12,0,2,0.0,2,2017-2018
Nemanja Radoja,6,rs SRB,CM,24-200,90,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,,2,2017-2018
Daniel Wass,18,dk DEN,RM,28-086,64,0,0,0,1,0,0,7,0,0,0,0,0,1,0,2,0.0,2,2017-2018
   Pablo Hernández,8,cl CHI,RM,30-305,26,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100.0,2,2017-2018
Jonny Castro,19,es ESP,LB,23-175,90,0,0,0,2,0,0,1,0,3,0,0,0,2,4,2,66.7,2,2017-2018
Facundo Roncaglia,24,ar ARG,CB,30-196,74,0,0,0,0,1,0,0,3,2,0,0,0,2,3,0,100.0,2,2017-2018
   Gustavo Cabral,22,ar ARG,CB,31-315,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,2,2017-2018
Sergi Gómez,20,es ESP,CB,25-150,79,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,50.0,2,2017-2018
   Stanislav Lobotka,14,sk SVK,CB,22-273,11,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,2,2017-2018
Hugo Mallo,2,es ESP,RB,26-064,90,0,0,0,0,1,0,5,2,0,0,0,0,4,3,0,100.0,2,2017-2018
Sergio Álvarez,1,es ESP,GK,31-022,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,2,2017-2018
Rubén Sobrino,7,es ESP,FW,25-086,77,0,0,0,1,2,1,1,2,1,0,0,0,7,0,3,0.0,2,2017-2018
   Christian Santos,9,ve VEN,FW,29-155,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2017-2018
Ibai Gómez,11,es ESP,LW,27-288,66,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,,2,2017-2018
   Burgui,14,es ESP,LW,23-301,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,2,2017-2018
