player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Florin Andone,10,ro ROU,FW,24-318,88,7,12,58.3,91,7,5,7,71.4,2,3,66.7,0,1,0.0,0,0.0,0.0,1,0,0,0,0,25,2017-2018
   Borja Valle,19,es ESP,FW,25-229,2,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,25,2017-2018
Adrián López,15,es ESP,LW,30-046,90,30,38,78.9,422,95,16,19,84.2,13,15,86.7,0,2,0.0,0,0.0,0.0,0,5,0,0,4,25,2017-2018
Federico Cartabia,9,ar ARG,RW,25-034,64,17,24,70.8,229,17,12,14,85.7,5,7,71.4,0,1,0.0,0,0.0,0.0,0,0,0,0,1,25,2017-2018
   Emre Çolak,8,tr TUR,RW,26-279,26,20,24,83.3,381,140,8,9,88.9,8,9,88.9,3,4,75.0,0,0.5,0.5,2,3,1,1,4,25,2017-2018
Lucas Pérez,7,es ESP,AM,29-166,90,30,45,66.7,496,174,14,19,73.7,15,21,71.4,1,5,20.0,0,0.3,0.4,4,3,2,0,7,25,2017-2018
Pedro Mosquera,5,es ESP,DM,29-308,81,48,60,80.0,959,424,20,24,83.3,20,24,83.3,8,12,66.7,0,0.1,0.2,3,12,2,0,16,25,2017-2018
   Sulley Muntari,21,gh GHA,DM,33-180,9,4,8,50.0,44,14,4,4,100.0,0,3,0.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,25,2017-2018
Guilherme,20,br BRA,DM,26-324,90,42,56,75.0,789,322,17,21,81.0,20,25,80.0,5,8,62.5,0,0.0,0.1,1,10,0,0,8,25,2017-2018
Luisinho,16,pt POR,LB,32-294,90,50,68,73.5,829,343,27,28,96.4,20,31,64.5,3,5,60.0,0,0.0,0.0,0,4,0,0,4,25,2017-2018
Eneko Bóveda,4,es ESP,CB,29-071,90,46,53,86.8,1058,277,11,12,91.7,27,31,87.1,8,10,80.0,0,0.0,0.0,0,0,0,0,3,25,2017-2018
Fabian Schär,24,ch SUI,CB,26-065,90,46,53,86.8,1170,473,6,7,85.7,32,34,94.1,8,11,72.7,0,0.0,0.0,0,5,1,0,2,25,2017-2018
Juanfran,2,es ESP,RB,29-165,90,45,69,65.2,801,262,17,18,94.4,19,30,63.3,6,16,37.5,0,0.0,0.0,0,4,1,1,4,25,2017-2018
Rubén,13,es ESP,GK,33-246,90,8,20,40.0,344,248,0,0,,1,1,100.0,7,19,36.8,0,0.0,0.0,0,0,0,0,0,25,2017-2018
Gerard Moreno,7,es ESP,FW,25-322,90,23,35,65.7,289,74,11,17,64.7,9,11,81.8,0,3,0.0,0,0.0,0.0,0,2,0,0,2,25,2017-2018
Léo Baptistão,11,br BRA,FW,25-181,68,13,20,65.0,154,9,5,7,71.4,5,7,71.4,0,0,,0,0.1,0.0,2,0,0,0,0,25,2017-2018
   Sergio García,9,es ESP,FW,34-259,22,2,5,40.0,24,0,1,3,33.3,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,25,2017-2018
Pablo Piatti,19,ar ARG,LM,28-329,73,19,32,59.4,231,103,14,19,73.7,4,7,57.1,0,1,0.0,0,0.1,0.1,1,2,3,2,4,25,2017-2018
   José Manuel Jurado,10,es ESP,LM,31-239,17,2,5,40.0,62,20,0,1,0.0,1,2,50.0,1,2,50.0,0,0.0,0.0,1,0,0,0,1,25,2017-2018
Carlos Sánchez,8,co COL,CM,32-017,90,37,47,78.7,835,203,12,17,70.6,14,15,93.3,11,14,78.6,0,0.0,0.0,1,8,0,0,7,25,2017-2018
