player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Maxi Gómez,7,uy URU,FW,21-102,69,12,11,1,0,0,0,1,0,0,0,0,0,9,0,1,13,2017-2018
   John Guidetti,9,se SWE,FW,25-223,21,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,13,2017-2018
Iago Aspas,10,es ESP,FW,30-115,90,31,29,2,1,0,0,1,0,1,0,0,0,25,0,0,13,2017-2018
Pione Sisto,11,dk DEN,LM,22-293,76,35,33,2,1,0,0,1,0,1,0,0,0,31,0,0,13,2017-2018
   Emre Mor,21,tr TUR,LM,20-123,14,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,13,2017-2018
Jozabed,16,es ESP,CM,26-261,82,56,55,1,1,0,1,0,0,0,0,0,0,51,0,0,13,2017-2018
   Nemanja Radoja,6,rs SRB,CM,24-291,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2017-2018
Stanislav Lobotka,14,sk SVK,CM,22-364,90,62,59,3,3,0,0,0,0,0,0,0,0,55,0,0,13,2017-2018
Daniel Wass,18,dk DEN,RM,28-177,90,50,46,4,2,0,0,3,1,1,0,0,0,38,0,0,13,2017-2018
Jonny Castro,19,es ESP,LB,23-266,90,63,50,13,2,1,0,1,11,0,0,0,0,49,0,0,13,2017-2018
Andreu Fontàs,3,es ESP,CB,28-010,90,73,70,3,3,0,1,0,0,0,0,0,0,62,0,0,13,2017-2018
Gustavo Cabral,22,ar ARG,CB,32-041,90,74,73,1,1,0,0,0,0,0,0,0,0,67,0,0,13,2017-2018
Hugo Mallo,2,es ESP,RB,26-155,90,63,48,14,2,0,0,5,12,0,0,0,0,38,1,3,13,2017-2018
Rubén Blanco,13,es ESP,GK,22-122,90,38,26,11,4,0,0,0,0,0,0,0,0,21,1,0,13,2017-2018
Nordin Amrabat,25,ma MAR,"FW,RM",30-238,90,33,31,1,0,0,0,6,0,0,0,0,0,19,1,1,13,2017-2018
Miguel Ángel Guerrero,9,es ESP,FW,27-135,90,23,21,1,0,0,0,0,0,0,0,0,0,15,1,0,13,2017-2018
Alexander,11,ar ARG,LM,29-042,90,26,24,1,0,0,0,1,0,1,1,0,0,19,1,1,13,2017-2018
Gerard Gumbau,6,es ESP,CM,22-341,90,46,43,3,3,0,1,0,0,0,0,0,0,39,0,0,13,2017-2018
Erik Morán,4,es ESP,CM,26-183,90,34,33,0,0,0,0,0,0,0,0,0,0,25,1,0,13,2017-2018
Darko Brašanac,24,rs SRB,RM,25-285,22,7,7,0,0,0,0,1,0,0,0,0,0,4,0,0,13,2017-2018
   Nabil El Zhar,10,ma MAR,"FW,RM",31-089,68,19,18,1,0,0,0,4,0,1,0,1,0,14,0,1,13,2017-2018
Raúl García,14,es ESP,"LB,CB",28-208,90,57,41,15,4,0,0,7,9,2,0,1,0,39,1,0,13,2017-2018
Dimitris Siovas,22,gr GRE,CB,29-069,57,20,17,3,3,0,1,0,0,0,0,0,0,15,0,0,13,2017-2018
   Tito,2,es ESP,LB,32-136,33,24,21,3,0,0,0,1,3,0,0,0,0,20,0,0,13,2017-2018
Ezequiel Muñoz,19,ar ARG,CB,27-047,45,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,13,2017-2018
   Mauro dos Santos,16,ar ARG,CB,28-140,45,28,27,1,1,0,0,0,0,0,0,0,0,24,0,0,13,2017-2018
Joseba Zaldúa,20,es ESP,RB,25-153,90,46,38,8,1,0,0,4,7,0,0,0,0,36,0,1,13,2017-2018
Iván Cuéllar,1,es ESP,GK,33-181,90,39,30,9,2,0,0,0,0,0,0,0,0,18,0,0,13,2017-2018
Christian Santos,9,ve VEN,FW,29-246,44,15,15,0,0,0,0,0,0,0,0,0,0,8,0,0,13,2017-2018
Rubén Sobrino,7,es ESP,FW,25-177,58,13,12,1,0,0,0,0,0,0,0,0,0,13,0,0,13,2017-2018
