Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Sergio Álvarez,es ESP,31-289,90,3,2,1,33.3,1.7,5,11,45.5,26,1,30.8,30.6,4,75.0,54.3,8,0,0.0,0,12.0,38,2017-2018
Koke Vegas,es ESP,22-234,90,8,4,4,50.0,3.7,4,16,25.0,19,2,47.4,40.5,10,70.0,43.9,14,0,0.0,2,13.5,38,2017-2018
Jon Ander Serantes,es ESP,28-207,90,8,2,6,75.0,2.7,8,26,30.8,25,1,72.0,54.5,8,100.0,71.5,9,1,11.1,0,8.0,38,2017-2018
Pedro López,es ESP,23-118,90,3,3,0,0.0,1.4,1,1,100.0,19,4,5.3,20.7,6,0.0,27.3,9,1,11.1,3,21.2,38,2017-2018
Leandro Chichizola,ar ARG,28-053,90,6,2,4,66.7,1.9,11,18,61.1,42,8,35.7,31.8,5,60.0,47.8,15,1,6.7,2,15.7,38,2017-2018
Yassine Bounou,ma MAR,27-044,90,7,1,6,100.0,1.7,8,23,34.8,21,6,61.9,43.6,10,100.0,65.4,16,0,0.0,0,5.0,38,2017-2018
Andrés Prieto,es ESP,24-214,90,3,1,2,100.0,1.3,9,30,30.0,24,0,83.3,53.3,10,100.0,64.0,23,1,4.3,0,12.8,38,2017-2018
Vicente Guaita,es ESP,31-129,90,2,0,2,100.0,0.5,6,18,33.3,23,4,60.9,46.0,5,80.0,61.0,7,1,14.3,1,13.0,38,2017-2018
David Soria,es ESP,25-045,90,4,0,4,100.0,1.4,1,6,16.7,22,7,13.6,27.0,3,100.0,61.3,9,2,22.2,2,12.6,38,2017-2018
Fernando Pacheco,es ESP,26-001,90,8,1,7,87.5,2.4,8,20,40.0,17,3,58.8,40.1,11,90.9,53.8,16,0,0.0,1,16.0,38,2017-2018
Andrés Fernández,es ESP,31-153,90,7,2,5,71.4,2.0,4,11,36.4,20,3,40.0,33.5,9,33.3,36.0,11,0,0.0,4,20.2,38,2017-2018
Luca Zidane,fr FRA,20-006,90,4,2,2,50.0,1.8,0,2,0.0,24,6,4.2,24.8,8,12.5,27.9,7,2,28.6,0,10.5,38,2017-2018
Jaume Doménech,es ESP,27-196,90,7,1,6,85.7,2.5,3,4,75.0,18,7,5.6,23.9,7,42.9,43.4,14,1,7.1,1,12.8,38,2017-2018
Maksym Koval,ua UKR,25-162,82,4,2,2,50.0,1.0,7,16,43.8,17,6,47.1,39.8,13,61.5,50.8,15,,,,7.5,38,2017-2018
Przemysław Tytoń,pl POL,31-136,8,1,0,1,100.0,0.1,0,1,0.0,3,2,33.3,37.3,0,,,0,0,,0,,38,2017-2018
Kepa Arrizabalaga,es ESP,23-229,90,4,1,3,75.0,0.9,8,17,47.1,25,3,52.0,41.5,5,80.0,53.2,10,1,10.0,4,18.4,38,2017-2018
Diego López,es ESP,36-198,90,3,0,3,100.0,0.1,10,23,43.5,21,3,42.9,33.7,15,93.3,53.6,25,1,4.0,0,11.3,38,2017-2018
Jan Oblak,si SVN,25-133,90,3,2,1,33.3,1.3,10,20,50.0,23,2,52.2,41.1,14,57.1,43.1,12,0,0.0,0,8.3,38,2017-2018
Marko Dmitrović,rs SRB,26-116,90,4,2,2,50.0,1.6,14,27,51.9,31,1,74.2,50.1,4,100.0,68.0,4,1,25.0,0,12.0,38,2017-2018
Marc-André ter Stegen,de GER,26-020,90,2,0,2,100.0,0.3,3,10,30.0,21,5,28.6,31.7,10,40.0,41.7,12,0,0.0,1,15.7,38,2017-2018
Miguel Ángel Moyá,es ESP,34-048,90,4,1,3,75.0,0.8,7,12,58.3,24,5,16.7,29.7,12,66.7,41.6,8,1,12.5,0,7.3,38,2017-2018
