Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Willian José,12,br BRA,FW,26-170,90,1,1,1,1,0,0,0,0,42,0,0,2,0.8,0.0,0.7,5,1,27,35,77.1,2,23,0,0,0,37,2017-2018
Juanmi,7,es ESP,FW,24-357,82,0,0,0,0,3,2,0,0,30,0,0,1,0.7,0.7,0.0,3,3,16,20,80.0,0,21,4,3,1,37,2017-2018
   Xabi Prieto,10,es ESP,FW,34-256,8,0,0,0,0,0,0,0,0,6,2,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,37,2017-2018
Mikel Oyarzabal,18,es ESP,LM,21-021,90,1,0,0,0,2,2,0,0,38,2,1,1,0.7,0.7,0.0,1,0,20,25,80.0,2,26,2,0,0,37,2017-2018
Rubén Pardo,14,es ESP,CM,25-202,65,0,0,0,0,0,0,0,0,58,0,1,3,0.0,0.0,0.0,1,0,44,53,83.0,5,35,0,2,2,37,2017-2018
   David Zurutuza,17,es ESP,CM,31-297,25,0,0,0,0,0,0,0,0,10,0,1,0,0.0,0.0,0.0,0,0,7,9,77.8,0,5,0,0,0,37,2017-2018
Asier Illarramendi,4,es ESP,CM,28-065,90,0,0,0,0,0,0,1,0,87,4,3,5,0.0,0.0,0.0,1,1,61,72,84.7,5,50,0,0,0,37,2017-2018
Sergio Canales,16,es ESP,RM,27-085,90,1,0,0,0,2,1,0,0,71,3,0,2,0.4,0.4,0.2,2,0,46,60,76.7,9,46,4,4,2,37,2017-2018
Kévin Rodrigues,20,pt POR,LB,24-068,90,0,0,0,0,2,0,0,0,57,1,2,3,0.1,0.1,0.1,2,0,36,46,78.3,3,29,0,1,1,37,2017-2018
Héctor Moreno,6,mx MEX,CB,30-115,90,0,0,0,0,1,0,0,0,93,3,3,1,0.2,0.2,0.0,1,0,70,82,85.4,4,67,0,0,0,37,2017-2018
Raúl Navas,22,es ESP,CB,30-001,90,0,0,0,0,0,0,0,0,101,0,2,0,0.0,0.0,0.3,2,0,85,97,87.6,5,79,0,0,0,37,2017-2018
Álvaro Odriozola,19,es ESP,RB,22-149,87,0,0,0,0,0,0,0,0,63,0,0,0,0.0,0.0,0.3,2,0,45,58,77.6,4,38,7,0,0,37,2017-2018
   Carlos Martínez,2,es ESP,RB,32-033,3,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,2,0,1,0,37,2017-2018
