Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Yassine Bounou,ma MAR,26-283,90,1,0,1,100.0,0.2,9,24,37.5,26,0,80.8,50.7,3,100.0,61.3,11,0,0.0,0,9.3,19,2017-2018
Raúl Lizoain,es ESP,26-351,90,8,6,2,37.5,3.9,7,18,38.9,25,2,56.0,39.7,4,100.0,63.3,17,0,0.0,3,16.6,19,2017-2018
Keylor Navas,cr CRC,31-029,90,4,1,3,75.0,0.5,1,4,25.0,15,4,20.0,26.0,5,20.0,30.2,5,0,0.0,2,19.7,19,2017-2018
Sergio Asenjo,es ESP,28-199,90,7,0,7,100.0,1.1,9,19,47.4,29,9,27.6,33.4,12,91.7,60.1,29,0,0.0,2,18.3,19,2017-2018
Marko Dmitrović,rs SRB,25-354,90,3,1,2,66.7,1.5,11,26,42.3,39,4,53.8,42.4,5,100.0,71.8,5,0,0.0,4,24.0,19,2017-2018
Jan Oblak,si SVN,25-006,90,3,0,3,100.0,0.2,7,31,22.6,25,0,84.0,61.2,10,100.0,65.5,28,1,3.6,0,8.0,19,2017-2018
Rubén,es ESP,33-205,90,5,2,3,60.0,1.2,10,19,52.6,19,2,63.2,39.5,7,100.0,63.6,12,1,8.3,0,10.0,19,2017-2018
Neto,br BRA,28-178,90,2,1,1,50.0,1.0,3,12,25.0,9,2,44.4,39.6,8,100.0,66.8,31,1,3.2,0,6.0,19,2017-2018
Oier Olazábal,es ESP,28-122,90,2,1,1,50.0,0.8,4,18,22.2,25,4,64.0,44.8,2,100.0,68.5,11,1,9.1,1,16.5,19,2017-2018
Rubén Blanco,es ESP,22-173,90,5,0,5,100.0,1.4,9,22,40.9,34,1,47.1,41.4,9,66.7,53.1,23,1,4.3,0,11.0,19,2017-2018
Fernando Pacheco,es ESP,25-241,90,1,0,1,100.0,0.5,8,27,29.6,16,0,93.8,53.8,12,100.0,60.9,14,1,7.1,0,8.0,19,2017-2018
Sergio Rico,es ESP,24-135,90,3,1,2,66.7,0.7,3,10,30.0,27,7,29.6,29.2,4,50.0,45.3,15,2,13.3,0,10.7,19,2017-2018
Pau López,es ESP,23-032,90,3,1,2,66.7,1.3,5,17,29.4,20,5,65.0,44.5,5,80.0,51.8,12,1,8.3,0,5.5,19,2017-2018
Iago Herrerín,es ESP,29-354,90,3,1,2,66.7,0.8,8,17,47.1,23,5,69.6,46.3,5,20.0,34.8,18,2,11.1,3,18.3,19,2017-2018
Gerónimo Rulli,ar ARG,25-239,90,5,4,1,20.0,2.4,7,15,46.7,37,4,37.8,33.8,3,33.3,33.0,5,0,0.0,4,17.2,19,2017-2018
Marc-André ter Stegen,de GER,25-259,90,6,2,4,66.7,1.3,3,5,60.0,35,7,11.4,27.1,5,20.0,28.4,19,0,0.0,0,3.0,19,2017-2018
Antonio Adán,es ESP,30-247,90,6,2,4,66.7,1.9,7,13,53.8,53,5,20.8,27.4,7,28.6,31.3,7,0,0.0,2,20.3,19,2017-2018
Iván Cuéllar,es ESP,33-233,90,9,3,6,77.8,2.4,7,25,28.0,19,0,100.0,59.0,6,100.0,70.0,15,0,0.0,2,21.3,19,2017-2018
Emiliano Martínez,ar ARG,25-139,90,5,2,3,80.0,2.1,8,26,30.8,22,2,81.8,53.3,8,100.0,68.9,11,0,0.0,0,3.5,20,2017-2018
Iago Herrerín,es ESP,29-359,90,6,2,3,83.3,2.9,8,19,42.1,19,1,63.2,48.6,7,100.0,66.7,17,0,0.0,2,12.6,20,2017-2018
