Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Fernando Pacheco,es ESP,25-163,90,2,2,0,50.0,1.5,10,17,58.8,13,2,53.8,38.3,10,100.0,60.0,14,0,0.0,0,4.0,10,2017-2018
Neto,br BRA,28-101,90,6,1,5,83.3,1.1,5,10,50.0,15,8,26.7,33.3,8,75.0,52.8,13,1,7.7,0,7.8,10,2017-2018
Jan Oblak,si SVN,24-294,90,4,1,3,75.0,0.5,5,15,33.3,22,6,50.0,40.8,4,100.0,66.8,8,0,0.0,1,29.0,10,2017-2018
Mariano Barbosa,ar ARG,33-093,90,5,1,4,80.0,1.4,10,18,55.6,22,5,27.3,30.9,12,100.0,60.3,22,2,9.1,0,8.0,10,2017-2018
Kepa Arrizabalaga,es ESP,23-025,90,5,2,3,60.0,1.1,11,25,44.0,32,3,65.6,46.0,4,100.0,63.0,6,0,0.0,0,6.0,10,2017-2018
Marc-André ter Stegen,de GER,25-181,90,5,0,5,100.0,1.3,7,18,38.9,33,8,30.3,34.4,12,66.7,48.0,23,1,4.3,2,15.0,10,2017-2018
David Soria,es ESP,24-207,90,1,1,0,100.0,0.8,1,12,8.3,28,5,25.0,28.5,9,55.6,44.4,20,0,0.0,0,12.0,10,2017-2018
Iván Cuéllar,es ESP,33-154,90,5,2,3,60.0,1.7,10,30,33.3,30,3,83.3,49.8,5,100.0,66.4,11,1,9.1,0,6.0,10,2017-2018
Vicente Guaita,es ESP,30-292,90,4,1,3,75.0,1.5,11,25,44.0,24,3,70.8,47.7,8,100.0,66.5,14,0,0.0,1,28.0,10,2017-2018
Gerónimo Rulli,ar ARG,25-162,90,5,2,3,80.0,2.3,11,21,52.4,45,6,35.6,35.0,8,62.5,51.0,16,0,0.0,1,40.0,10,2017-2018
Yassine Bounou,ma MAR,26-207,90,5,1,4,80.0,1.3,11,21,52.4,21,5,66.7,46.9,9,77.8,58.1,14,0,0.0,0,6.0,10,2017-2018
Kiko Casilla,es ESP,31-027,90,4,2,2,50.0,2.1,3,14,21.4,15,7,26.7,28.9,12,83.3,49.8,9,1,11.1,2,18.4,10,2017-2018
Marko Dmitrović,rs SRB,25-278,90,2,2,0,0.0,1.6,7,13,53.8,21,5,52.4,42.1,3,66.7,59.7,6,1,16.7,1,17.5,10,2017-2018
Raúl Fernández,es ESP,29-230,90,6,2,4,66.7,1.5,6,18,33.3,17,5,58.8,46.4,9,88.9,62.1,28,2,7.1,3,17.0,10,2017-2018
Roberto,es ESP,31-261,90,2,1,1,50.0,1.1,2,18,11.1,14,0,100.0,56.1,4,100.0,64.8,9,0,0.0,0,8.5,10,2017-2018
Rubén Blanco,es ESP,22-096,90,3,2,1,66.7,2.3,6,13,46.2,26,1,34.6,35.7,7,57.1,48.1,12,0,0.0,0,13.0,10,2017-2018
Raúl Lizoain,es ESP,26-276,90,5,3,2,60.0,1.9,3,6,50.0,30,4,10.0,23.8,6,50.0,40.8,15,0,0.0,1,17.3,10,2017-2018
Costel Pantilimon,ro ROU,30-271,90,5,1,4,80.0,0.9,6,17,35.3,13,5,61.5,40.1,9,100.0,64.0,17,1,5.9,0,10.0,10,2017-2018
Pau López,es ESP,22-321,90,4,0,4,100.0,0.4,6,18,33.3,26,3,61.5,47.5,2,100.0,80.0,16,1,6.3,0,11.4,10,2017-2018
Antonio Adán,es ESP,30-170,90,4,1,3,75.0,0.6,4,16,25.0,45,4,22.2,29.0,7,85.7,52.0,18,1,5.6,2,13.7,10,2017-2018
