player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Burgui,14,es ESP,FW,24-040,75,0,0,0,3,2,0,2,1,2,0,0,0,3,0,0,,15,2017-2018
   Álvaro Medrán,23,es ESP,FW,23-268,15,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,,15,2017-2018
Munir El Haddadi,24,ma MAR,FW,22-098,80,1,0,0,3,4,1,0,0,1,0,0,0,2,0,3,0.0,15,2017-2018
   Christian Santos,9,ve VEN,FW,29-259,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,15,2017-2018
Alfonso Pedraza,17,es ESP,LM,21-243,90,0,0,0,3,1,0,7,2,1,0,0,0,3,3,0,100.0,15,2017-2018
Manu García,19,es ESP,CM,31-226,90,0,0,0,3,1,0,0,1,2,0,0,0,12,1,0,100.0,15,2017-2018
Tomás Pina Isla,18,es ESP,CM,30-055,67,1,0,0,3,0,0,0,2,0,0,0,0,9,1,3,25.0,15,2017-2018
   Daniel Torres,16,co COL,CM,28-023,23,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,100.0,15,2017-2018
Ibai Gómez,11,es ESP,RM,28-027,90,0,0,0,1,1,0,10,1,2,0,0,0,5,0,0,,15,2017-2018
Rubén Duarte,3,es ESP,LB,22-051,90,0,0,0,1,2,0,3,2,0,0,0,0,6,0,0,,15,2017-2018
Guillermo Maripán,6,cl CHI,CB,23-216,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,50.0,15,2017-2018
Alexis,4,es ESP,CB,32-126,90,0,0,0,2,0,0,0,1,0,0,0,0,7,2,0,100.0,15,2017-2018
Martin Agirregabiria,32,es ESP,RB,21-212,90,0,0,0,0,0,0,3,1,2,0,0,0,3,0,0,,15,2017-2018
Fernando Pacheco,1,es ESP,GK,25-204,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,2017-2018
