Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Sergio Asenjo,es ESP,28-248,90,2,2,0,0.0,1.0,4,8,50.0,18,3,33.3,33.1,3,66.7,45.0,9,0,0.0,2,18.0,27,2017-2018
Yassine Bounou,ma MAR,26-332,90,5,0,5,100.0,0.6,10,34,29.4,20,2,85.0,57.2,17,100.0,66.3,20,0,0.0,4,22.2,27,2017-2018
Sergio Rico,es ESP,24-183,90,3,0,3,100.0,0.2,8,22,36.4,36,8,52.8,40.1,7,42.9,40.9,19,1,5.3,1,12.3,27,2017-2018
Kepa Arrizabalaga,es ESP,23-151,90,8,2,6,75.0,3.4,16,26,61.5,36,4,58.3,41.6,7,71.4,54.1,11,0,0.0,1,14.0,27,2017-2018
Iván Cuéllar,es ESP,33-280,90,1,0,1,100.0,0.3,6,20,30.0,20,1,75.0,46.7,5,100.0,66.8,13,0,0.0,2,18.0,27,2017-2018
Roberto,es ESP,32-021,90,3,2,1,33.3,1.2,12,30,40.0,21,3,66.7,48.3,16,100.0,65.2,19,2,10.5,2,13.0,27,2017-2018
Maksym Koval,ua UKR,25-084,38,1,1,,0.0,0.2,4,10,40.0,12,3,41.7,34.1,6,83.3,62.0,12,,,,13.0,27,2017-2018
Rubén,es ESP,33-254,48,2,0,2,100.0,0.3,6,16,37.5,7,0,100.0,63.3,9,100.0,66.7,29,0,0.0,0,0.0,27,2017-2018
Marko Dmitrović,rs SRB,26-038,90,3,1,2,66.7,1.4,3,15,20.0,18,2,61.1,46.9,6,66.7,52.8,10,1,10.0,4,17.2,27,2017-2018
Keylor Navas,cr CRC,31-078,90,4,1,3,100.0,1.7,0,2,0.0,22,7,4.5,28.3,1,100.0,71.0,3,0,0.0,2,20.0,27,2017-2018
Emiliano Martínez,ar ARG,25-182,90,6,3,3,50.0,2.0,16,31,51.6,21,0,100.0,64.5,10,100.0,66.2,17,0,0.0,2,13.8,27,2017-2018
Oier Olazábal,es ESP,28-171,90,3,1,2,66.7,1.0,10,24,41.7,12,0,91.7,61.7,13,100.0,64.0,31,1,3.2,2,19.0,27,2017-2018
Diego López,es ESP,36-121,43,1,,1,,0.3,4,12,33.3,11,4,45.5,37.5,7,100.0,60.6,5,,,,17.0,27,2017-2018
Pau López,es ESP,23-081,47,3,1,2,100.0,1.1,5,9,55.6,10,5,60.0,37.1,3,100.0,54.3,7,0,0.0,0,18.0,27,2017-2018
Marc-André ter Stegen,de GER,25-308,90,1,0,1,100.0,0.1,4,9,44.4,35,5,17.1,27.0,5,60.0,40.4,9,1,11.1,1,16.7,27,2017-2018
Jan Oblak,si SVN,25-056,90,5,1,4,80.0,0.8,4,11,36.4,19,3,42.1,35.9,3,100.0,59.0,12,1,8.3,0,6.5,27,2017-2018
Miguel Ángel Moyá,es ESP,33-336,90,1,1,0,0.0,0.1,7,12,58.3,44,3,20.5,32.1,7,42.9,39.3,10,0,0.0,0,11.4,27,2017-2018
Fernando Pacheco,es ESP,25-290,90,5,2,3,60.0,2.0,10,25,40.0,25,2,68.0,41.6,15,53.3,45.0,13,0,0.0,1,19.5,27,2017-2018
Neto,br BRA,28-228,90,4,0,4,100.0,0.7,1,8,12.5,19,4,36.8,35.5,2,50.0,46.5,5,0,0.0,0,13.7,27,2017-2018
Antonio Adán,es ESP,30-295,90,6,2,4,66.7,1.8,5,12,41.7,31,9,22.6,30.7,7,71.4,45.4,13,1,7.7,0,11.0,27,2017-2018
Rubén Blanco,es ESP,22-223,90,3,1,2,66.7,1.0,9,18,50.0,30,3,36.7,36.1,7,100.0,66.3,16,0,0.0,3,17.0,27,2017-2018
Leandro Chichizola,ar ARG,27-343,90,6,2,4,66.7,1.7,2,16,12.5,27,8,33.3,36.7,9,77.8,52.0,21,0,0.0,0,10.7,27,2017-2018
