Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Iván Cuéllar,es ESP,33-328,90,2,0,2,100.0,1.1,11,24,45.8,30,2,66.7,46.1,6,66.7,58.3,9,0,0.0,1,17.5,34,2017-2018
Rubén,es ESP,33-302,90,0,0,0,,0.0,4,9,44.4,14,3,21.4,32.4,12,50.0,44.1,25,0,0.0,2,19.0,34,2017-2018
Marko Dmitrović,rs SRB,26-087,90,4,1,3,75.0,0.9,12,23,52.2,28,0,75.0,57.1,2,100.0,69.0,7,1,14.3,5,21.1,34,2017-2018
Vicente Guaita,es ESP,31-101,90,2,0,2,100.0,1.1,4,25,16.0,15,1,86.7,57.7,12,100.0,66.4,30,1,3.3,0,9.5,34,2017-2018
Sergio Álvarez,es ESP,31-261,90,6,1,5,83.3,1.6,8,27,29.6,32,5,53.1,40.1,13,76.9,60.0,16,1,6.3,2,15.2,34,2017-2018
Neto,br BRA,28-276,90,3,1,2,66.7,0.4,7,22,31.8,22,6,54.5,42.7,10,100.0,68.0,21,1,4.8,0,8.5,34,2017-2018
Yassine Bounou,ma MAR,27-017,90,4,2,2,50.0,1.3,6,19,31.6,31,7,54.8,40.0,4,50.0,48.8,2,0,0.0,1,15.8,34,2017-2018
Pau López,es ESP,23-130,90,6,0,6,100.0,1.3,12,29,41.4,24,3,75.0,45.5,11,100.0,62.8,35,1,2.9,0,8.0,34,2017-2018
Roberto,es ESP,32-071,90,2,0,2,100.0,0.2,14,24,58.3,17,3,52.9,44.8,15,100.0,65.5,13,0,0.0,0,,34,2017-2018
Gerónimo Rulli,ar ARG,25-337,90,4,2,2,50.0,1.0,4,5,80.0,32,3,9.4,20.7,5,40.0,39.6,12,0,0.0,0,,34,2017-2018
Raúl Lizoain,es ESP,27-085,90,7,4,3,42.9,2.5,1,1,100.0,30,8,3.3,23.0,3,0.0,24.7,7,0,0.0,0,13.3,34,2017-2018
Fernando Pacheco,es ESP,25-339,90,1,0,1,100.0,0.2,11,23,47.8,13,0,84.6,51.0,12,100.0,55.7,19,0,0.0,0,,34,2017-2018
Jan Oblak,si SVN,25-105,90,4,0,4,100.0,0.6,3,11,27.3,16,6,37.5,37.1,5,100.0,67.6,6,0,0.0,0,9.0,34,2017-2018
Dani Giménez,es ESP,34-266,38,1,,1,,0.1,1,2,50.0,9,1,22.2,33.8,3,0.0,21.7,6,,,1,16.0,34,2017-2018
Pedro López,es ESP,23-091,52,0,0,0,,0.0,1,7,14.3,12,2,25.0,29.2,8,50.0,45.9,6,0,0.0,0,9.5,34,2017-2018
Kepa Arrizabalaga,es ESP,23-202,90,7,3,4,57.1,2.5,14,25,56.0,37,9,59.5,43.0,5,60.0,51.8,12,4,33.3,0,7.4,34,2017-2018
Oier Olazábal,es ESP,28-221,90,5,1,4,80.0,2.4,7,20,35.0,18,2,66.7,51.3,8,100.0,58.9,19,0,0.0,2,19.0,34,2017-2018
Oier Olazábal,es ESP,28-225,90,4,1,3,75.0,0.7,7,12,58.3,9,4,11.1,32.0,14,78.6,56.4,24,0,0.0,0,9.3,35,2017-2018
David Soria,es ESP,25-023,90,5,2,3,60.0,1.2,10,14,71.4,19,6,26.3,34.0,10,90.0,51.7,13,0,0.0,1,12.8,35,2017-2018
Pau López,es ESP,23-136,90,2,1,1,100.0,1.3,10,15,66.7,21,5,52.4,38.8,6,66.7,53.5,13,1,7.7,3,18.4,35,2017-2018
Leandro Chichizola,ar ARG,28-032,90,7,1,6,85.7,2.4,10,17,58.8,40,10,35.0,32.6,7,42.9,40.4,21,6,28.6,1,12.6,35,2017-2018
