Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Diego López,es ESP,36-078,90,7,3,4,57.1,2.3,3,11,27.3,22,5,31.8,34.2,7,57.1,44.1,6,0,0.0,0,7.3,20,2017-2018
Sergio Rico,es ESP,24-141,90,0,0,0,,0.0,5,21,23.8,29,5,58.6,39.8,9,44.4,38.3,18,3,16.7,3,13.5,20,2017-2018
Jan Oblak,si SVN,25-013,90,3,1,2,66.7,1.3,2,13,15.4,16,3,75.0,45.8,3,33.3,43.7,9,2,22.2,2,20.3,20,2017-2018
Yassine Bounou,ma MAR,26-290,45,3,1,2,66.7,1.6,3,11,27.3,11,1,63.6,44.0,4,100.0,62.0,3,,,,,20,2017-2018
Gorka Iraizoz,es ESP,36-320,45,1,0,1,100.0,0.3,4,11,36.4,14,3,64.3,42.1,3,66.7,54.0,7,0,0.0,3,21.8,20,2017-2018
Sergio Asenjo,es ESP,28-206,90,3,1,2,100.0,1.2,7,17,41.2,18,5,44.4,36.0,15,60.0,48.9,25,0,0.0,1,14.3,20,2017-2018
Oier Olazábal,es ESP,28-128,90,6,2,4,83.3,3.2,5,19,26.3,22,3,68.2,45.8,4,100.0,58.3,10,0,0.0,0,,20,2017-2018
Leandro Chichizola,ar ARG,27-299,90,7,1,6,85.7,1.0,3,18,16.7,29,6,55.2,42.0,3,66.7,55.7,10,2,20.0,0,5.0,20,2017-2018
Neto,br BRA,28-185,90,6,2,4,83.3,3.0,6,21,28.6,17,4,52.9,42.3,12,100.0,65.1,8,0,0.0,1,14.0,20,2017-2018
Fernando Pacheco,es ESP,25-248,90,4,2,2,75.0,1.6,6,17,35.3,24,2,50.0,40.3,6,83.3,56.0,19,0,0.0,1,19.5,20,2017-2018
Iván Cuéllar,es ESP,33-239,90,6,2,4,66.7,2.3,10,25,40.0,23,0,87.0,53.3,6,83.3,57.5,10,1,10.0,1,14.0,20,2017-2018
Keylor Navas,cr CRC,31-037,90,3,1,2,66.7,1.1,3,3,100.0,14,3,14.3,25.3,3,33.3,38.0,5,0,0.0,1,13.3,20,2017-2018
Rubén,es ESP,33-213,90,13,7,6,46.2,4.2,12,27,44.4,20,2,90.0,53.3,10,90.0,57.8,28,1,3.6,0,4.0,20,2017-2018
Gerónimo Rulli,ar ARG,25-246,90,3,2,1,66.7,1.7,4,13,30.8,32,5,37.5,33.2,3,33.3,42.7,3,0,0.0,4,25.8,20,2017-2018
Rubén Blanco,es ESP,22-180,90,2,1,1,50.0,0.7,8,22,36.4,23,3,65.2,43.6,8,87.5,59.1,24,1,4.2,0,6.0,20,2017-2018
Antonio Adán,es ESP,30-253,90,10,5,5,50.0,3.8,7,21,33.3,36,5,47.2,35.3,5,80.0,55.2,1,0,0.0,3,22.0,20,2017-2018
Marc-André ter Stegen,de GER,25-266,90,2,0,2,100.0,0.3,3,7,42.9,36,5,13.9,27.3,4,50.0,43.8,11,2,18.2,0,14.0,20,2017-2018
Marko Dmitrović,rs SRB,25-363,90,4,1,3,75.0,1.8,13,24,54.2,34,8,44.1,40.3,9,100.0,64.4,7,0,0.0,2,23.0,20,2017-2018
Roberto,es ESP,31-346,90,4,1,3,75.0,2.3,9,23,39.1,15,0,93.3,62.3,9,100.0,64.8,37,1,2.7,0,4.8,20,2017-2018
Iago Herrerín,es ESP,30-001,90,2,1,1,50.0,0.2,12,31,38.7,32,3,68.8,45.6,9,100.0,68.3,27,1,3.7,0,8.0,21,2017-2018
Marko Dmitrović,rs SRB,26-002,90,1,1,0,0.0,0.6,9,26,34.6,26,1,76.9,52.3,6,100.0,70.2,6,0,0.0,3,21.3,21,2017-2018
