player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Cristhian Stuani,7,uy URU,FW,31-093,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,19,2017-2018
   Michael Olunga,14,ke KEN,FW,23-293,45,2,2,0,1,1,0,1,0.0,1,0,0,0,0,2,0,0,19,2017-2018
Borja García,24,es ESP,AM,27-072,90,1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,0,0,19,2017-2018
Portu,9,es ESP,AM,25-237,77,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,19,2017-2018
   Douglas Luiz,12,br BRA,AM,19-249,13,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,19,2017-2018
Álex Granell,6,es ESP,CM,29-164,90,3,2,0,2,1,0,1,0.0,1,2,0,2,1,4,1,0,19,2017-2018
Pere Pons,8,es ESP,CM,24-327,77,2,0,1,1,0,2,3,66.7,1,0,0,0,1,3,1,0,19,2017-2018
   Aleix García,23,es ESP,CM,20-199,13,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,19,2017-2018
Johan Mojica,3,co COL,WB,25-145,90,2,2,2,0,0,2,2,100.0,0,0,0,0,1,3,1,0,19,2017-2018
Aday,11,es ESP,WB,30-028,90,0,0,0,0,0,0,0,,0,2,1,1,1,1,3,0,19,2017-2018
Juanpe,15,es ESP,CB,26-258,90,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0,19,2017-2018
Bernardo Espinosa,2,co COL,CB,28-186,90,1,0,1,0,0,0,1,0.0,1,0,0,0,6,7,6,0,19,2017-2018
Jonás Ramalho,4,es ESP,CB,24-217,90,1,0,1,0,0,0,0,,0,0,0,0,1,2,6,0,19,2017-2018
Yassine Bounou,13,ma MAR,GK,26-283,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,19,2017-2018
