Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Cristhian Stuani,7,uy URU,FW,31-148,87,1,0,0,0,2,1,0,0,20,1,0,0,0.7,0.7,0.0,2,0,11,15,73.3,2,11,0,1,1,28,2017-2018
   Douglas Luiz,12,br BRA,"FW,RM",19-304,3,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,0,0,0,28,2017-2018
Borja García,24,es ESP,AM,27-127,71,0,0,0,0,0,0,0,0,40,1,2,2,0.0,0.0,0.2,4,0,29,34,85.3,3,25,1,0,0,28,2017-2018
   Aleix García,23,es ESP,"CM,AM",20-254,19,0,0,0,0,0,0,0,0,24,0,1,0,0.0,0.0,0.0,0,0,18,23,78.3,2,18,0,1,1,28,2017-2018
Portu,9,es ESP,"AM,FW",25-292,81,0,0,0,0,0,0,0,0,20,1,0,0,0.0,0.0,0.0,0,0,12,13,92.3,0,16,2,5,2,28,2017-2018
   Anthony Lozano,19,hn HON,FW,24-318,9,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,3,6,50.0,0,6,1,0,0,28,2017-2018
Álex Granell,6,es ESP,CM,29-219,90,0,1,0,0,2,1,0,0,81,2,1,2,0.1,0.1,0.2,4,1,60,72,83.3,5,59,0,1,1,28,2017-2018
Pere Pons,8,es ESP,CM,25-017,90,0,0,0,0,1,1,1,0,52,4,0,2,0.0,0.0,0.0,3,0,32,42,76.2,6,32,1,2,2,28,2017-2018
Johan Mojica,3,co COL,"WB,LB",25-200,90,0,0,0,0,1,0,0,0,72,0,2,1,0.1,0.1,0.0,2,0,46,57,80.7,2,45,6,3,2,28,2017-2018
Pablo Maffeo,25,es ESP,"WB,RB",20-240,90,0,0,0,0,1,1,0,0,60,3,1,4,0.0,0.0,0.0,1,1,32,49,65.3,2,35,4,0,0,28,2017-2018
Juanpe,15,es ESP,CB,26-313,90,1,0,0,0,1,1,0,0,51,1,1,1,0.1,0.1,0.0,0,0,33,44,75.0,2,28,0,0,0,28,2017-2018
Bernardo Espinosa,2,co COL,CB,28-241,90,0,0,0,0,1,1,0,0,44,1,1,0,0.1,0.1,0.0,1,1,23,32,71.9,1,24,0,1,0,28,2017-2018
Jonás Ramalho,4,es ESP,CB,24-272,90,0,0,0,0,0,0,0,0,32,1,3,0,0.0,0.0,0.0,0,0,18,25,72.0,0,20,0,1,1,28,2017-2018
Yassine Bounou,13,ma MAR,GK,26-338,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,9,29,31.0,0,15,0,0,0,28,2017-2018
Cristhian Stuani,7,uy URU,FW,31-148,87,1,0,0,0,2,1,0,0,20,1,0,0,0.7,0.7,0.0,2,0,11,15,73.3,2,11,0,1,1,28,2017-2018
   Douglas Luiz,12,br BRA,"FW,RM",19-304,3,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,0,0,0,28,2017-2018
Borja García,24,es ESP,AM,27-127,71,0,0,0,0,0,0,0,0,40,1,2,2,0.0,0.0,0.2,4,0,29,34,85.3,3,25,1,0,0,28,2017-2018
   Aleix García,23,es ESP,"CM,AM",20-254,19,0,0,0,0,0,0,0,0,24,0,1,0,0.0,0.0,0.0,0,0,18,23,78.3,2,18,0,1,1,28,2017-2018
Portu,9,es ESP,"AM,FW",25-292,81,0,0,0,0,0,0,0,0,20,1,0,0,0.0,0.0,0.0,0,0,12,13,92.3,0,16,2,5,2,28,2017-2018
   Anthony Lozano,19,hn HON,FW,24-318,9,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,3,6,50.0,0,6,1,0,0,28,2017-2018
Álex Granell,6,es ESP,CM,29-219,90,0,1,0,0,2,1,0,0,81,2,1,2,0.1,0.1,0.2,4,1,60,72,83.3,5,59,0,1,1,28,2017-2018
Pere Pons,8,es ESP,CM,25-017,90,0,0,0,0,1,1,1,0,52,4,0,2,0.0,0.0,0.0,3,0,32,42,76.2,6,32,1,2,2,28,2017-2018
Johan Mojica,3,co COL,"WB,LB",25-200,90,0,0,0,0,1,0,0,0,72,0,2,1,0.1,0.1,0.0,2,0,46,57,80.7,2,45,6,3,2,28,2017-2018
