Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Munir El Haddadi,24,ma MAR,FW,22-057,72,0,1,0,0,4,3,0,0,40,1,0,0,0.1,0.1,0.5,6,1,21,29,72.4,2,22,1,2,1,10,2017-2018
   Bojan Krkić,15,es ESP,FW,27-061,18,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,6,7,85.7,2,8,1,0,0,10,2017-2018
Christian Santos,9,ve VEN,FW,29-218,90,0,0,0,0,1,1,1,0,38,1,1,0,0.1,0.1,0.0,2,0,20,29,69.0,1,17,0,0,0,10,2017-2018
Wakaso,22,gh GHA,CM,27-095,90,0,0,0,0,3,0,0,0,63,2,5,2,0.1,0.1,0.1,3,0,36,50,72.0,3,37,1,3,3,10,2017-2018
Tomás Pina Isla,18,es ESP,CM,30-014,80,0,0,0,0,1,1,0,0,41,3,2,0,0.0,0.0,0.0,1,0,25,31,80.6,2,23,0,0,0,10,2017-2018
   Rubén Sobrino,7,es ESP,CM,25-149,10,0,0,0,0,1,0,0,0,8,0,0,0,0.1,0.1,0.0,0,0,3,4,75.0,0,2,0,0,0,10,2017-2018
Manu García,19,es ESP,CM,31-185,90,0,0,0,0,0,0,1,0,43,2,0,2,0.0,0.0,0.0,3,0,24,33,72.7,6,26,0,3,3,10,2017-2018
Alfonso Pedraza,17,es ESP,WB,21-202,90,0,0,0,0,2,0,0,0,49,1,3,1,0.1,0.1,0.1,2,0,19,31,61.3,2,28,2,7,4,10,2017-2018
Carlos Vigaray,2,es ESP,WB,23-051,90,0,0,0,0,0,0,1,0,40,3,4,0,0.0,0.0,0.0,4,0,23,30,76.7,1,19,1,1,1,10,2017-2018
Adrián Diéguez,26,es ESP,CB,21-266,90,0,0,0,0,1,0,1,0,47,2,3,1,0.0,0.0,0.0,0,0,29,37,78.4,4,28,0,2,2,10,2017-2018
Alexis,4,es ESP,CB,32-085,90,1,0,0,0,2,1,0,0,55,0,4,1,0.4,0.4,0.0,0,0,36,44,81.8,1,25,0,0,0,10,2017-2018
Rodrigo Ely,12,br BRA,CB,23-359,90,0,0,0,0,1,0,1,0,44,0,3,0,0.0,0.0,0.0,1,0,26,36,72.2,1,21,0,0,0,10,2017-2018
Fernando Pacheco,1,es ESP,GK,25-163,90,0,0,0,0,0,0,0,0,25,0,1,0,0.0,0.0,0.0,0,0,13,23,56.5,0,9,0,0,0,10,2017-2018
Munir El Haddadi,24,ma MAR,FW,22-057,72,0,1,0,0,4,3,0,0,40,1,0,0,0.1,0.1,0.5,6,1,21,29,72.4,2,22,1,2,1,10,2017-2018
   Bojan Krkić,15,es ESP,FW,27-061,18,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,6,7,85.7,2,8,1,0,0,10,2017-2018
Christian Santos,9,ve VEN,FW,29-218,90,0,0,0,0,1,1,1,0,38,1,1,0,0.1,0.1,0.0,2,0,20,29,69.0,1,17,0,0,0,10,2017-2018
Wakaso,22,gh GHA,CM,27-095,90,0,0,0,0,3,0,0,0,63,2,5,2,0.1,0.1,0.1,3,0,36,50,72.0,3,37,1,3,3,10,2017-2018
Tomás Pina Isla,18,es ESP,CM,30-014,80,0,0,0,0,1,1,0,0,41,3,2,0,0.0,0.0,0.0,1,0,25,31,80.6,2,23,0,0,0,10,2017-2018
   Rubén Sobrino,7,es ESP,CM,25-149,10,0,0,0,0,1,0,0,0,8,0,0,0,0.1,0.1,0.0,0,0,3,4,75.0,0,2,0,0,0,10,2017-2018
Manu García,19,es ESP,CM,31-185,90,0,0,0,0,0,0,1,0,43,2,0,2,0.0,0.0,0.0,3,0,24,33,72.7,6,26,0,3,3,10,2017-2018
Alfonso Pedraza,17,es ESP,WB,21-202,90,0,0,0,0,2,0,0,0,49,1,3,1,0.1,0.1,0.1,2,0,19,31,61.3,2,28,2,7,4,10,2017-2018
