Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Miguel Ángel Moyá,es ESP,34-026,90,3,1,2,100.0,1.6,10,19,52.6,35,1,40.0,35.3,5,100.0,50.4,20,1,5.0,2,15.2,35,2017-2018
Kepa Arrizabalaga,es ESP,23-207,90,4,3,3,25.0,1.1,8,22,36.4,29,4,55.2,42.5,8,75.0,52.3,10,0,0.0,0,14.0,35,2017-2018
Kiko Casilla,es ESP,31-208,90,6,1,5,83.3,2.0,5,14,35.7,34,8,26.5,34.7,9,55.6,46.4,19,1,5.3,0,8.7,35,2017-2018
Iván Cuéllar,es ESP,33-336,90,4,2,2,50.0,2.3,15,24,62.5,21,2,71.4,44.8,9,100.0,69.8,5,0,0.0,1,15.3,35,2017-2018
Sergio Asenjo,es ESP,28-304,90,4,1,3,75.0,1.0,6,16,37.5,15,4,60.0,44.7,8,87.5,59.4,19,0,0.0,0,4.3,35,2017-2018
Sergio Álvarez,es ESP,31-268,90,7,4,3,42.9,3.5,4,8,50.0,29,2,24.1,26.6,5,20.0,33.0,10,0,0.0,2,19.0,35,2017-2018
Vicente Guaita,es ESP,31-109,90,2,1,1,100.0,1.1,5,29,17.2,21,3,76.2,50.5,13,100.0,65.5,22,2,9.1,0,12.0,35,2017-2018
Yassine Bounou,ma MAR,27-024,90,2,1,1,50.0,0.9,4,10,40.0,13,2,23.1,33.2,11,63.6,48.2,8,0,0.0,2,19.3,35,2017-2018
Antonio Sivera,es ESP,21-261,62,1,,1,,0.2,5,13,38.5,10,2,80.0,48.6,5,100.0,66.4,11,,,,9.0,35,2017-2018
Fernando Pacheco,es ESP,25-346,28,4,1,2,100.0,2.4,2,5,40.0,5,0,60.0,42.4,2,100.0,58.0,4,0,0.0,0,,35,2017-2018
Axel Werner,ar ARG,22-060,90,3,0,3,100.0,0.5,3,15,20.0,10,1,80.0,51.2,7,100.0,56.4,16,1,6.3,1,13.5,35,2017-2018
Neto,br BRA,28-284,90,2,0,2,100.0,0.4,4,10,40.0,15,5,46.7,39.1,7,42.9,40.1,9,0,0.0,0,,35,2017-2018
Yoel,es ESP,29-244,90,5,0,5,100.0,1.3,13,38,34.2,28,1,92.9,52.4,12,100.0,68.0,19,0,0.0,3,21.4,35,2017-2018
Rubén,es ESP,33-311,90,9,4,5,55.6,4.6,4,10,40.0,14,4,42.9,34.5,9,44.4,46.4,6,0,0.0,1,22.0,35,2017-2018
Marc-André ter Stegen,de GER,25-364,90,5,2,3,60.0,1.6,6,10,60.0,26,6,19.2,30.1,12,41.7,38.3,20,1,5.0,2,20.0,35,2017-2018
Pedro López,es ESP,23-099,90,3,1,2,66.7,0.5,4,13,30.8,36,7,25.0,30.0,8,50.0,44.4,12,2,16.7,0,2.5,35,2017-2018
Roberto,es ESP,32-079,90,3,2,1,33.3,1.9,8,19,42.1,18,1,83.3,52.5,4,100.0,66.0,12,1,8.3,0,5.0,35,2017-2018
David Soria,es ESP,25-030,90,1,0,1,100.0,0.4,6,10,60.0,17,4,47.1,41.5,5,40.0,47.2,19,1,5.3,0,14.4,36,2017-2018
Miguel Ángel Moyá,es ESP,34-032,90,6,1,5,100.0,1.8,4,13,30.8,34,1,32.4,32.1,6,33.3,34.8,13,1,7.7,3,21.2,36,2017-2018
Yassine Bounou,ma MAR,27-030,90,6,4,2,33.3,1.4,8,18,44.4,20,3,60.0,41.5,10,60.0,51.9,7,0,0.0,3,20.3,36,2017-2018
Asier Riesgo,es ESP,34-211,90,5,1,4,80.0,1.8,12,31,38.7,22,2,95.5,53.9,11,90.9,59.0,21,2,9.5,0,7.8,36,2017-2018
