Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Willian José,12,br BRA,FW,25-275,73,1,0,0,0,2,2,1,0,32,0,0,0,0.7,0.7,0.1,3,1,22,27,81.5,3,16,1,0,0,2,2017-2018
   Sergio Canales,16,es ESP,FW,26-190,17,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.1,1,0,16,21,76.2,0,13,1,1,1,2,2017-2018
Juanmi,7,es ESP,LW,24-097,65,1,0,0,0,5,2,0,0,19,1,1,0,0.3,0.3,0.0,1,0,9,9,100.0,0,12,2,1,1,2,2017-2018
   Carlos Vela,11,mx MEX,LW,28-177,25,0,0,0,0,2,2,0,0,23,0,0,0,0.4,0.4,0.1,1,0,18,19,94.7,3,19,3,1,1,2,2017-2018
Mikel Oyarzabal,18,es ESP,RW,20-126,90,0,0,0,0,2,1,0,0,48,2,0,1,0.1,0.1,0.1,6,1,29,38,76.3,3,25,5,0,0,2,2017-2018
David Zurutuza,17,es ESP,LM,31-037,90,0,0,0,0,0,0,0,0,57,0,2,2,0.0,0.0,0.0,2,0,44,51,86.3,5,39,0,0,0,2,2017-2018
Asier Illarramendi,4,es ESP,CM,27-170,90,0,0,0,0,1,0,0,0,73,2,2,1,0.0,0.0,0.0,3,1,61,67,91.0,7,42,2,1,1,2,2017-2018
Xabi Prieto,10,es ESP,RM,33-361,90,1,0,0,0,2,2,0,0,61,1,0,0,0.5,0.5,0.6,4,0,50,56,89.3,13,37,0,0,0,2,2017-2018
Kévin Rodrigues,20,pt POR,LB,23-173,90,0,0,0,0,0,0,0,0,63,4,2,0,0.0,0.0,0.0,1,0,41,51,80.4,3,32,4,3,1,2,2017-2018
Raúl Navas,22,es ESP,CB,29-106,81,0,1,0,0,0,0,0,0,56,0,2,1,0.0,0.0,0.1,1,1,41,45,91.1,5,30,2,0,0,2,2017-2018
   Imanol Agirretxe,9,es ESP,CB,30-182,9,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,5,0,0,0,2,2017-2018
Aritz Elustondo,15,es ESP,CB,23-150,90,0,1,0,0,0,0,1,0,67,0,1,1,0.0,0.0,0.1,2,1,47,51,92.2,4,36,0,1,0,2,2017-2018
Álvaro Odriozola,19,es ESP,RB,21-254,90,0,0,0,0,1,0,0,0,69,1,0,0,0.0,0.0,0.0,1,0,48,63,76.2,3,44,12,2,0,2,2017-2018
Gerónimo Rulli,1,ar ARG,GK,25-097,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,27,38,71.1,0,25,0,0,0,2,2017-2018
Willian José,12,br BRA,FW,25-275,73,1,0,0,0,2,2,1,0,32,0,0,0,0.7,0.7,0.1,3,1,22,27,81.5,3,16,1,0,0,2,2017-2018
   Sergio Canales,16,es ESP,FW,26-190,17,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.1,1,0,16,21,76.2,0,13,1,1,1,2,2017-2018
Juanmi,7,es ESP,LW,24-097,65,1,0,0,0,5,2,0,0,19,1,1,0,0.3,0.3,0.0,1,0,9,9,100.0,0,12,2,1,1,2,2017-2018
   Carlos Vela,11,mx MEX,LW,28-177,25,0,0,0,0,2,2,0,0,23,0,0,0,0.4,0.4,0.1,1,0,18,19,94.7,3,19,3,1,1,2,2017-2018
Mikel Oyarzabal,18,es ESP,RW,20-126,90,0,0,0,0,2,1,0,0,48,2,0,1,0.1,0.1,0.1,6,1,29,38,76.3,3,25,5,0,0,2,2017-2018
David Zurutuza,17,es ESP,LM,31-037,90,0,0,0,0,0,0,0,0,57,0,2,2,0.0,0.0,0.0,2,0,44,51,86.3,5,39,0,0,0,2,2017-2018
Asier Illarramendi,4,es ESP,CM,27-170,90,0,0,0,0,1,0,0,0,73,2,2,1,0.0,0.0,0.0,3,1,61,67,91.0,7,42,2,1,1,2,2017-2018
Xabi Prieto,10,es ESP,RM,33-361,90,1,0,0,0,2,2,0,0,61,1,0,0,0.5,0.5,0.6,4,0,50,56,89.3,13,37,0,0,0,2,2017-2018
Kévin Rodrigues,20,pt POR,LB,23-173,90,0,0,0,0,0,0,0,0,63,4,2,0,0.0,0.0,0.0,1,0,41,51,80.4,3,32,4,3,1,2,2017-2018
Raúl Navas,22,es ESP,CB,29-106,81,0,1,0,0,0,0,0,0,56,0,2,1,0.0,0.0,0.1,1,1,41,45,91.1,5,30,2,0,0,2,2017-2018
   Imanol Agirretxe,9,es ESP,CB,30-182,9,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,5,0,0,0,2,2017-2018
Aritz Elustondo,15,es ESP,CB,23-150,90,0,1,0,0,0,0,1,0,67,0,1,1,0.0,0.0,0.1,2,1,47,51,92.2,4,36,0,1,0,2,2017-2018
Álvaro Odriozola,19,es ESP,RB,21-254,90,0,0,0,0,1,0,0,0,69,1,0,0,0.0,0.0,0.0,1,0,48,63,76.2,3,44,12,2,0,2,2017-2018
Gerónimo Rulli,1,ar ARG,GK,25-097,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,27,38,71.1,0,25,0,0,0,2,2017-2018
Sergio León,7,es ESP,FW,28-231,79,1,0,0,0,3,1,0,0,26,1,0,0,0.8,0.8,0.0,1,0,18,19,94.7,1,15,1,3,2,2,2017-2018
   Antonio Sanabria,9,py PAR,FW,21-174,11,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,5,2,1,0,2,2017-2018
Joaquín,17,es ESP,"LM,RM",36-035,83,0,0,0,0,2,0,0,0,38,1,1,1,0.4,0.4,0.3,5,1,24,28,85.7,4,27,6,2,2,2,2017-2018
   Juanjo Narváez,29,co COL,RM,22-194,7,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,4,1,0,0,2,2017-2018
Víctor Camarasa,8,es ESP,CM,23-089,90,0,0,0,0,0,0,0,0,44,2,0,1,0.0,0.0,0.1,4,0,34,37,91.9,6,33,2,1,1,2,2017-2018
Andrés Guardado,18,mx MEX,CM,30-331,90,0,2,0,0,2,1,0,0,51,2,1,0,0.2,0.2,1.2,4,2,37,43,86.0,8,38,4,0,0,2,2017-2018
Francis Guerrero,27,es ESP,RM,21-167,65,0,0,0,0,0,0,0,0,28,2,1,1,0.0,0.0,0.0,2,0,16,23,69.6,2,21,1,0,0,2,2017-2018
   Cristian Tello,20,es ESP,"LM,RM",26-014,25,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,1,0,5,6,83.3,0,8,0,2,1,2,2017-2018
Javi García,3,es ESP,DM,30-198,90,0,0,0,0,0,0,0,0,52,2,0,3,0.0,0.0,0.0,0,0,44,47,93.6,2,32,0,1,1,2,2017-2018
Riza Durmisi,14,dk DEN,LB,23-229,90,0,0,0,0,1,0,0,0,42,1,1,0,0.1,0.1,0.0,1,1,27,38,71.1,2,21,3,1,1,2,2017-2018
Zouhair Feddal,4,ma MAR,CB,28-236,90,1,0,0,0,1,1,1,0,58,1,3,0,0.1,0.1,0.0,0,0,36,48,75.0,1,34,0,1,1,2,2017-2018
Aïssa Mandi,23,dz ALG,CB,25-307,90,0,0,0,0,1,0,1,0,57,1,4,0,0.0,0.0,0.0,0,0,33,41,80.5,4,32,0,0,0,2,2017-2018
