Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Yassine Bounou,ma MAR,26-226,90,5,1,4,80.0,1.4,9,13,69.2,22,5,45.5,40.3,3,100.0,66.0,12,1,8.3,2,20.5,12,2017-2018
Gerónimo Rulli,ar ARG,25-181,90,4,1,3,75.0,1.6,7,31,22.6,43,4,58.1,41.9,8,75.0,52.8,18,0,0.0,1,20.0,12,2017-2018
Vicente Guaita,es ESP,30-312,90,5,1,4,80.0,1.1,2,16,12.5,22,5,54.5,44.2,5,80.0,57.4,16,0,0.0,0,10.0,12,2017-2018
Fernando Pacheco,es ESP,25-184,90,8,4,4,62.5,3.1,10,18,55.6,18,4,72.2,44.3,5,100.0,55.6,16,0,0.0,1,11.8,12,2017-2018
Iván Cuéllar,es ESP,33-175,90,6,3,3,50.0,2.6,7,20,35.0,21,3,76.2,49.3,5,80.0,57.2,5,0,0.0,0,5.5,12,2017-2018
Marc-André ter Stegen,de GER,25-202,90,7,0,7,100.0,1.2,0,5,0.0,28,8,14.3,26.7,7,14.3,35.3,16,0,0.0,1,16.3,12,2017-2018
David Soria,es ESP,24-228,90,5,1,4,80.0,0.5,5,14,35.7,17,3,52.9,37.8,6,83.3,54.5,11,0,0.0,0,5.5,12,2017-2018
Rubén Blanco,es ESP,22-116,90,5,2,3,60.0,0.7,2,25,8.0,44,6,45.5,36.8,5,100.0,71.2,8,0,0.0,0,,12,2017-2018
Jan Oblak,si SVN,24-315,90,3,0,3,100.0,1.0,8,12,66.7,14,4,42.9,37.6,9,66.7,48.0,21,1,4.8,1,16.5,12,2017-2018
Kiko Casilla,es ESP,31-047,90,0,0,0,,0.0,5,8,62.5,25,7,24.0,29.3,4,50.0,48.0,17,2,11.8,0,14.7,12,2017-2018
Roberto,es ESP,31-282,90,4,2,2,50.0,1.7,7,18,38.9,32,3,53.1,40.4,4,25.0,37.5,9,0,0.0,1,19.5,12,2017-2018
Rubén,es ESP,33-150,90,5,3,2,40.0,2.2,10,25,40.0,29,3,58.6,38.3,8,100.0,64.1,10,1,10.0,2,21.0,12,2017-2018
Pau López,es ESP,22-341,90,4,2,2,50.0,1.3,7,13,53.8,16,5,50.0,41.8,5,100.0,60.4,16,0,0.0,2,13.2,12,2017-2018
Neto,br BRA,28-123,90,4,0,4,100.0,0.4,12,25,48.0,22,1,68.2,47.3,12,83.3,57.4,17,1,5.9,0,9.7,12,2017-2018
Raúl Lizoain,es ESP,26-296,90,6,2,4,66.7,2.1,3,4,75.0,18,7,5.6,23.1,9,33.3,33.0,9,0,0.0,0,10.0,12,2017-2018
Oier Olazábal,es ESP,28-066,90,5,0,5,100.0,0.9,10,28,35.7,32,6,65.6,46.1,10,70.0,47.1,13,1,7.7,0,13.2,12,2017-2018
Kepa Arrizabalaga,es ESP,23-047,90,4,1,2,75.0,2.3,12,19,63.2,25,3,72.0,43.9,3,33.3,39.3,13,0,0.0,0,11.5,12,2017-2018
Mariano Barbosa,ar ARG,33-115,90,3,1,2,66.7,0.3,4,16,25.0,22,5,27.3,32.4,11,90.9,53.1,36,1,2.8,0,3.5,12,2017-2018
Marko Dmitrović,rs SRB,25-300,90,0,0,0,,0.0,6,16,37.5,18,3,61.1,42.3,5,100.0,72.4,8,0,0.0,4,22.5,12,2017-2018
Antonio Adán,es ESP,30-191,90,7,5,3,42.9,2.6,5,21,23.8,46,6,39.1,35.7,10,30.0,35.9,23,1,4.3,1,13.7,12,2017-2018
