player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Antoine Griezmann,7,fr FRA,FW,26-186,71,0,0,0,0,4,1,0,1,0,0,0,0,3,3,0,100.0,6,2017-2018
   Thomas Partey,5,gh GHA,FW,24-102,19,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0.0,6,2017-2018
Luciano Vietto,17,ar ARG,FW,23-292,56,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,,6,2017-2018
   Ángel Correa,11,ar ARG,FW,22-198,34,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,6,2017-2018
Yannick Carrasco,10,be BEL,LM,24-019,80,1,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0.0,6,2017-2018
   Kévin Gameiro,21,fr FRA,LM,30-137,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,6,2017-2018
Saúl Ñíguez,8,es ESP,CM,22-306,90,0,0,0,3,0,0,0,2,4,0,0,0,3,2,3,40.0,6,2017-2018
Gabi,14,es ESP,CM,34-075,90,1,0,0,2,3,0,1,2,5,0,0,0,8,0,1,0.0,6,2017-2018
Koke,6,es ESP,RM,25-258,90,0,0,0,0,2,0,8,1,0,0,0,0,8,0,0,,6,2017-2018
Filipe Luís,3,br BRA,LB,32-045,90,0,0,0,0,2,0,0,2,1,0,0,0,3,2,0,100.0,6,2017-2018
Lucas Hernández,19,fr FRA,CB,21-221,90,0,0,0,1,2,0,0,1,3,0,0,0,5,0,3,0.0,6,2017-2018
Stefan Savić,15,me MNE,CB,26-258,90,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,,6,2017-2018
Šime Vrsaljko,16,hr CRO,RB,25-256,90,1,0,0,2,0,0,3,0,1,0,0,0,3,4,1,80.0,6,2017-2018
Jan Oblak,13,si SVN,GK,24-259,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,6,2017-2018
Luis Muriel,20,co COL,FW,26-160,67,1,0,0,1,1,1,0,0,1,0,0,0,4,0,2,0.0,6,2017-2018
   Wissam Ben Yedder,9,fr FRA,FW,27-042,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,6,2017-2018
Pablo Sarabia,17,es ESP,LW,25-135,57,0,0,0,0,1,0,2,0,1,0,0,0,3,0,1,0.0,6,2017-2018
   Joaquín Correa,11,ar ARG,LW,23-041,33,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,,6,2017-2018
Jesús Navas,16,es ESP,RW,31-306,90,0,0,0,1,1,0,2,1,2,0,0,0,4,0,2,0.0,6,2017-2018
Franco Vázquez,22,ar ARG,LM,28-213,90,0,0,0,4,1,0,0,0,2,0,0,0,4,1,1,50.0,6,2017-2018
Steven Nzonzi,15,fr FRA,CM,28-282,90,0,0,0,0,0,0,0,2,1,0,0,0,6,5,0,100.0,6,2017-2018
Éver Banega,10,ar ARG,RM,29-086,90,0,0,0,2,1,0,3,1,6,0,0,0,6,0,0,,6,2017-2018
Lionel Carole,3,fr FRA,LB,26-164,90,0,0,0,0,0,0,1,1,3,0,0,0,4,2,2,50.0,6,2017-2018
Clément Lenglet,5,fr FRA,CB,22-098,90,1,0,0,6,1,0,1,3,2,0,0,0,3,1,2,33.3,6,2017-2018
Daniel Carriço,6,pt POR,CB,29-050,90,0,0,0,2,0,0,0,2,0,0,0,0,7,0,1,0.0,6,2017-2018
Gabriel Mercado,25,ar ARG,RB,30-189,76,1,0,0,1,0,0,0,0,2,0,0,0,5,2,0,100.0,6,2017-2018
   Michael Krohn-Dehli,7,dk DEN,RB,34-109,14,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,6,2017-2018
Sergio Rico,1,es ESP,GK,24-022,90,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,6,2017-2018
Munir El Haddadi,24,ma MAR,FW,22-022,90,0,0,0,1,3,2,2,0,1,0,0,0,4,0,1,0.0,6,2017-2018
Ibai Gómez,11,es ESP,"LW,RW",27-316,80,0,0,0,0,0,0,6,0,1,0,0,0,4,0,1,0.0,6,2017-2018
   Rubén Sobrino,7,es ESP,RW,25-114,10,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,,6,2017-2018
Burgui,14,es ESP,RW,23-329,65,0,0,0,1,2,0,1,3,1,0,0,0,3,0,0,,6,2017-2018
   Alfonso Pedraza,17,es ESP,"LW,RW",21-167,25,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,6,2017-2018
Álvaro Medrán,23,es ESP,AM,23-192,90,1,0,0,3,1,0,2,1,1,0,0,0,2,0,0,,6,2017-2018
Manu García,19,es ESP,DM,31-150,90,1,0,0,2,7,0,0,1,1,0,0,0,4,3,0,100.0,6,2017-2018
Daniel Torres,16,co COL,DM,27-312,90,1,0,0,4,0,0,0,3,0,0,0,0,8,0,1,0.0,6,2017-2018
Rubén Duarte,3,es ESP,LB,21-340,90,0,0,0,3,2,0,0,4,2,0,0,0,7,2,0,100.0,6,2017-2018
Guillermo Maripán,6,cl CHI,CB,23-140,90,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,6,2017-2018
Rodrigo Ely,12,br BRA,CB,23-324,90,1,0,0,2,2,0,0,1,0,0,0,0,3,2,2,50.0,6,2017-2018
Carlos Vigaray,2,es ESP,RB,23-016,45,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,6,2017-2018
   Alexis,4,es ESP,RB,32-050,45,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,,6,2017-2018
Fernando Pacheco,1,es ESP,GK,25-128,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,2017-2018
Cristiano Ronaldo,7,pt POR,FW,32-230,90,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,,6,2017-2018
Marco Asensio,20,es ESP,LW,21-245,90,0,0,0,0,1,0,7,0,0,0,0,0,3,0,0,,6,2017-2018
Lucas Vázquez,17,es ESP,RW,26-084,90,0,0,0,3,3,0,4,1,0,0,0,0,6,1,1,50.0,6,2017-2018
Isco,22,es ESP,LM,25-155,89,0,0,0,1,2,0,11,0,0,0,0,0,3,0,0,,6,2017-2018
   Borja Mayoral,21,es ESP,"LM,LW",20-171,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,6,2017-2018
Casemiro,14,br BRA,CM,25-212,90,0,0,0,2,4,0,0,0,2,0,0,0,7,2,0,100.0,6,2017-2018
Dani Ceballos,24,es ESP,RM,21-047,71,0,0,0,2,2,0,1,2,3,0,0,0,8,0,0,,6,2017-2018
   Marcos Llorente,18,es ESP,RM,22-236,19,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0.0,6,2017-2018
Nacho,6,es ESP,LB,27-248,90,1,0,0,2,3,0,2,0,1,0,0,0,2,1,0,100.0,6,2017-2018
Sergio Ramos,4,es ESP,CB,31-177,90,0,0,0,1,0,1,1,1,0,0,0,0,6,1,1,50.0,6,2017-2018
Raphaël Varane,5,fr FRA,CB,24-151,90,0,0,0,2,0,0,0,1,0,0,0,0,4,0,2,0.0,6,2017-2018
Dani Carvajal,2,es ESP,RB,25-255,90,1,0,0,3,2,0,4,2,1,0,0,0,4,0,2,0.0,6,2017-2018
Keylor Navas,1,cr CRC,GK,30-282,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,6,2017-2018
Borja Bastón,9,es ESP,FW,25-029,86,1,0,0,1,0,0,0,0,1,0,0,0,3,4,5,44.4,6,2017-2018
   Esteban Rolón,5,ar ARG,FW,22-182,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,6,2017-2018
Álex Mula,28,es ESP,LW,21-062,61,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,,6,2017-2018
   Juankar,7,es ESP,LW,27-177,29,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,100.0,6,2017-2018
Diego Rolán,24,uy URU,RW,24-183,90,0,0,0,2,2,1,2,2,1,0,0,0,5,1,1,50.0,6,2017-2018
Adrián González,8,es ESP,CM,29-121,90,0,0,0,2,1,0,0,1,1,0,0,0,3,1,3,25.0,6,2017-2018
Zdravko Kuzmanović,6,rs SRB,CM,30-001,51,2,1,1,1,0,0,0,0,0,0,0,0,7,0,0,,6,2017-2018
Recio,14,es ESP,CM,26-255,90,1,0,0,3,1,0,8,5,4,0,0,0,6,1,0,100.0,6,2017-2018
Federico Ricca,15,uy URU,LB,22-296,68,1,0,0,1,1,0,5,1,0,0,0,0,3,2,1,66.7,6,2017-2018
   Juanpi,10,ve VEN,LB,23-242,22,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,6,2017-2018
Paul Baysse,22,fr FRA,CB,29-128,90,0,0,0,2,0,0,0,0,1,0,0,0,7,2,0,100.0,6,2017-2018
Luis Hernández,4,es ESP,CB,28-162,90,1,0,0,2,0,0,0,1,0,0,1,0,2,3,1,75.0,6,2017-2018
Roberto Rosales,18,ve VEN,RB,28-307,90,1,0,0,1,0,0,3,0,2,0,0,0,15,4,1,80.0,6,2017-2018
Roberto,1,es ESP,GK,31-225,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,2017-2018
Aritz Aduriz,20,es ESP,FW,36-224,74,0,0,0,0,3,3,0,0,0,0,0,0,2,0,4,0.0,6,2017-2018
   Raúl García,22,es ESP,FW,31-074,16,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,50.0,6,2017-2018
Iñigo Córdoba,28,es ESP,LW,20-194,69,0,0,0,0,2,0,3,0,2,0,0,0,3,1,6,14.3,6,2017-2018
   Markel Susaeta,14,es ESP,LW,29-283,21,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,,6,2017-2018
Iñaki Williams,11,gh GHA,RW,23-100,90,0,0,0,3,2,1,1,0,2,0,0,0,1,0,1,0.0,6,2017-2018
Iker Muniain,10,es ESP,AM,24-278,90,0,0,0,0,5,0,2,1,2,1,0,0,5,0,0,,6,2017-2018
Mikel San José,6,es ESP,DM,28-116,87,0,0,0,1,0,0,0,1,1,0,0,0,3,3,1,75.0,6,2017-2018
   Ager Aketxe,23,es ESP,DM,23-267,3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,6,2017-2018
Mikel Vesga,21,es ESP,DM,24-125,90,0,0,0,2,1,0,1,1,1,0,0,0,8,0,1,0.0,6,2017-2018
Mikel Balenziaga,24,es ESP,LB,29-206,90,0,0,0,1,0,0,1,0,5,0,0,0,6,0,1,0.0,6,2017-2018
Aymeric Laporte,4,es ESP,CB,23-119,90,1,0,0,0,1,0,0,0,1,0,0,0,9,2,2,50.0,6,2017-2018
Unai Núñez,30,es ESP,CB,20-236,90,0,0,0,0,1,0,0,4,2,0,0,0,10,4,1,80.0,6,2017-2018
Iñigo Lekue,15,es ESP,RB,24-142,90,0,0,0,0,0,0,5,1,3,0,0,0,4,1,1,50.0,6,2017-2018
Kepa Arrizabalaga,1,es ESP,GK,22-355,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,2017-2018
Michael Olunga,14,ke KEN,FW,23-181,59,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,100.0,6,2017-2018
   Olarenwaju Kayode,18,ng NGA,FW,24-138,31,1,0,0,2,0,1,0,0,0,0,0,0,2,1,0,100.0,6,2017-2018
Douglas Luiz,12,br BRA,FW,19-137,90,0,0,0,1,4,0,0,2,1,0,0,0,5,1,4,20.0,6,2017-2018
Pere Pons,8,es ESP,DM,24-215,90,0,0,0,2,1,0,0,2,1,0,0,0,10,0,0,,6,2017-2018
Pablo Maffeo,25,es ESP,DM,20-073,77,1,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0.0,6,2017-2018
   Marlos Moreno,17,co COL,DM,21-003,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,6,2017-2018
Aleix García,23,es ESP,DM,20-087,90,0,0,0,0,0,0,7,2,2,0,0,0,8,1,1,50.0,6,2017-2018
Aday,11,es ESP,WB,29-281,68,1,0,0,4,0,0,3,1,0,0,0,1,1,1,0,100.0,6,2017-2018
   Johan Mojica,3,co COL,WB,25-033,22,0,0,0,0,0,1,2,1,2,0,0,0,2,0,0,,6,2017-2018
Portu,9,es ESP,WB,25-125,90,0,0,0,1,0,0,8,0,0,0,0,0,3,0,1,0.0,6,2017-2018
Juanpe,15,es ESP,CB,26-146,90,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,,6,2017-2018
Bernardo Espinosa,2,co COL,CB,28-074,90,0,0,0,3,0,0,0,4,2,0,0,0,10,1,0,100.0,6,2017-2018
Jonás Ramalho,4,es ESP,CB,24-105,90,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,,6,2017-2018
Gorka Iraizoz,1,es ESP,GK,36-201,90,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,6,2017-2018
Luis Suárez,9,uy URU,FW,30-242,90,0,0,0,0,3,7,1,0,1,0,0,0,1,0,0,,6,2017-2018
Lionel Messi,10,ar ARG,FW,30-091,90,0,0,0,0,4,4,1,0,1,0,0,0,3,1,1,50.0,6,2017-2018
Andrés Iniesta,8,es ESP,LM,33-135,79,0,0,0,0,2,0,0,1,2,0,0,0,4,0,0,,6,2017-2018
   Denis Suárez,6,es ESP,LM,23-260,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,6,2017-2018
Ivan Rakitić,4,hr CRO,CM,29-197,90,0,0,0,1,1,0,2,2,0,0,0,0,11,0,1,0.0,6,2017-2018
Paulinho,15,br BRA,CM,29-060,66,0,0,0,2,2,1,0,1,1,0,0,0,2,1,3,25.0,6,2017-2018
   Sergio Busquets,5,es ESP,CM,29-069,24,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,100.0,6,2017-2018
Aleix Vidal,22,es ESP,RM,28-033,80,0,0,0,2,3,0,1,0,0,0,0,0,3,1,1,50.0,6,2017-2018
   André Gomes,21,pt POR,RM,24-055,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,6,2017-2018
Jordi Alba,18,es ESP,LB,28-186,90,0,0,0,0,1,2,0,5,1,0,0,0,6,0,0,,6,2017-2018
Samuel Umtiti,23,fr FRA,CB,23-313,90,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,66.7,6,2017-2018
Javier Mascherano,14,ar ARG,CB,33-107,90,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,,6,2017-2018
Sergi Roberto,20,es ESP,RB,25-228,90,0,0,0,0,2,0,1,0,2,0,0,0,6,0,2,0.0,6,2017-2018
Marc-André ter Stegen,1,de GER,GK,25-146,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,2017-2018
Gerard Moreno,7,es ESP,FW,25-170,90,0,0,0,1,2,1,1,0,1,0,0,0,4,0,2,0.0,6,2017-2018
José Manuel Jurado,10,es ESP,FW,31-087,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,2017-2018
   Sergio García,9,es ESP,FW,34-107,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,6,2017-2018
Pablo Piatti,19,ar ARG,LM,28-177,59,0,0,0,2,0,0,7,0,1,0,0,0,1,1,0,100.0,6,2017-2018
   Esteban Granero,23,es ESP,LM,30-084,31,0,0,0,0,1,0,1,2,1,1,0,0,1,1,1,50.0,6,2017-2018
Sergi Darder,25,es ESP,CM,23-276,90,0,0,0,2,0,0,1,2,1,0,0,0,0,0,1,0.0,6,2017-2018
Papakouli Diop,20,sn SEN,CM,31-189,69,0,0,0,4,0,0,0,3,1,0,0,0,3,2,2,50.0,6,2017-2018
   Marc Roca,21,es ESP,CM,20-302,21,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0.0,6,2017-2018
Léo Baptistão,11,br BRA,RM,25-029,90,0,0,0,3,1,0,2,1,2,0,0,0,4,3,1,75.0,6,2017-2018
Aarón Martín,3,es ESP,LB,20-155,90,0,0,0,1,1,0,2,2,0,0,0,0,3,0,0,,6,2017-2018
Mario Hermoso,22,es ESP,CB,22-098,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,6,2017-2018
David López,15,es ESP,CB,27-350,90,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,100.0,6,2017-2018
Víctor Sánchez,4,es ESP,RB,30-016,90,1,0,0,3,0,0,2,4,2,0,0,0,6,1,1,50.0,6,2017-2018
Pau López,1,es ESP,GK,22-285,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,6,2017-2018
Lucas Pérez,7,es ESP,"FW,AM,LW",29-014,90,0,0,0,0,2,1,9,0,0,0,0,0,3,0,1,0.0,6,2017-2018
Federico Valverde,17,uy URU,"LW,DM",19-064,90,0,0,0,1,1,0,1,2,0,0,0,0,1,0,1,0.0,6,2017-2018
Federico Cartabia,9,ar ARG,RW,24-247,84,0,0,0,0,2,0,1,0,2,0,0,0,2,0,1,0.0,6,2017-2018
   Bruno Gama,21,pt POR,RW,29-313,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,6,2017-2018
Emre Çolak,8,tr TUR,AM,26-127,73,0,0,0,0,3,0,2,0,1,0,0,0,3,0,0,,6,2017-2018
   Borja Valle,19,es ESP,LW,25-077,17,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,,6,2017-2018
Guilherme,20,br BRA,DM,26-172,68,0,0,0,0,3,0,0,0,1,0,0,0,3,0,2,0.0,6,2017-2018
   Florin Andone,10,ro ROU,FW,24-166,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6,2017-2018
Celso Borges,22,cr CRC,DM,29-120,90,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,100.0,6,2017-2018
Luisinho,16,pt POR,LB,32-142,90,1,0,0,2,1,0,4,1,2,0,0,0,1,0,1,0.0,6,2017-2018
Fabian Schär,24,ch SUI,CB,25-278,90,0,0,0,1,1,0,0,2,2,0,0,0,6,2,0,100.0,6,2017-2018
Alejandro Arribas,14,es ESP,CB,28-146,90,0,0,0,2,0,0,0,3,0,0,1,1,7,1,1,50.0,6,2017-2018
Juanfran,2,es ESP,RB,29-013,90,0,0,0,0,0,0,8,0,0,0,0,0,2,0,1,0.0,6,2017-2018
Costel Pantilimon,25,ro ROU,GK,30-235,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,6,2017-2018
Ángel Rodríguez,9,es ESP,FW,30-151,90,0,0,0,2,1,4,1,1,1,0,0,0,5,2,3,40.0,6,2017-2018
Jorge Molina,19,es ESP,FW,35-155,82,0,0,0,1,3,1,0,0,1,0,0,0,5,2,4,33.3,6,2017-2018
   Francisco Molinero,15,es ESP,"LB,FW",32-060,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,6,2017-2018
Amath,23,sn SEN,LM,21-070,65,0,0,0,0,0,1,1,0,1,0,0,0,3,1,0,100.0,6,2017-2018
   Fayçal Fajr,21,ma MAR,"LM,FW",29-054,25,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,,6,2017-2018
Mauro Arambarri,18,uy URU,CM,21-359,62,1,0,0,1,1,0,0,0,5,0,0,0,7,0,1,0.0,6,2017-2018
   Sergio Mora,14,es ESP,CM,38-025,28,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,100.0,6,2017-2018
