Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Roger Martí,9,es ESP,FW,27-072,90,1,0,0,0,2,1,1,0,25,1,1,1,0.4,0.4,0.2,2,0,10,16,62.5,2,21,1,2,1,29,2017-2018
Giampaolo Pazzini,17,it ITA,FW,33-226,59,0,0,0,0,2,1,0,0,12,0,0,0,0.6,0.6,0.0,0,0,4,6,66.7,0,11,1,0,0,29,2017-2018
   Emmanuel Boateng,21,gh GHA,FW,21-297,31,1,0,0,0,1,1,0,0,12,0,0,0,0.4,0.4,0.0,2,1,4,7,57.1,1,8,1,1,1,29,2017-2018
Ivi,14,es ESP,LM,23-260,90,0,0,0,0,0,0,0,0,38,2,0,3,0.0,0.0,0.0,0,0,16,24,66.7,3,23,3,2,1,29,2017-2018
José Campaña,24,es ESP,CM,24-289,44,0,0,0,0,0,0,0,0,22,3,1,1,0.0,0.0,0.0,0,0,11,15,73.3,0,10,1,1,1,29,2017-2018
   Saša Lukić,20,rs SRB,CM,21-215,46,0,0,0,0,0,0,1,0,21,2,0,0,0.0,0.0,0.0,0,0,10,17,58.8,1,13,1,3,3,29,2017-2018
Jefferson Lerma,8,co COL,CM,23-142,90,0,0,0,0,0,0,1,0,27,0,0,1,0.0,0.0,0.0,2,0,18,24,75.0,3,14,2,3,3,29,2017-2018
José Luis Morales,11,es ESP,RM,30-236,90,0,1,0,0,1,0,0,0,34,1,1,2,0.0,0.0,0.3,2,1,12,21,57.1,3,24,2,4,1,29,2017-2018
Antonio Luna,22,es ESP,LB,26-364,54,0,0,0,0,0,0,0,0,33,0,1,0,0.0,0.0,0.0,0,0,15,25,60.0,1,14,0,0,0,29,2017-2018
   Pedro López Muñoz,19,es ESP,RB,34-135,36,0,0,0,0,0,0,0,0,19,0,1,1,0.0,0.0,0.0,1,0,10,15,66.7,0,9,1,1,1,29,2017-2018
Rober,4,es ESP,CB,23-028,90,0,0,0,0,0,0,0,0,29,0,3,0,0.0,0.0,0.0,0,0,14,20,70.0,3,13,0,0,0,29,2017-2018
Erick Cabaco,18,uy URU,CB,22-331,90,0,0,0,0,0,0,1,0,40,2,1,1,0.0,0.0,0.0,0,0,16,28,57.1,2,20,0,0,0,29,2017-2018
Coke,12,es ESP,"RB,LB",30-324,90,0,0,0,0,0,0,0,0,42,1,2,2,0.0,0.0,0.0,2,1,19,30,63.3,2,14,1,0,0,29,2017-2018
Oier Olazábal,13,es ESP,GK,28-183,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,11,32,34.4,0,18,0,0,0,29,2017-2018
Roger Martí,9,es ESP,FW,27-072,90,1,0,0,0,2,1,1,0,25,1,1,1,0.4,0.4,0.2,2,0,10,16,62.5,2,21,1,2,1,29,2017-2018
Giampaolo Pazzini,17,it ITA,FW,33-226,59,0,0,0,0,2,1,0,0,12,0,0,0,0.6,0.6,0.0,0,0,4,6,66.7,0,11,1,0,0,29,2017-2018
   Emmanuel Boateng,21,gh GHA,FW,21-297,31,1,0,0,0,1,1,0,0,12,0,0,0,0.4,0.4,0.0,2,1,4,7,57.1,1,8,1,1,1,29,2017-2018
Ivi,14,es ESP,LM,23-260,90,0,0,0,0,0,0,0,0,38,2,0,3,0.0,0.0,0.0,0,0,16,24,66.7,3,23,3,2,1,29,2017-2018
José Campaña,24,es ESP,CM,24-289,44,0,0,0,0,0,0,0,0,22,3,1,1,0.0,0.0,0.0,0,0,11,15,73.3,0,10,1,1,1,29,2017-2018
   Saša Lukić,20,rs SRB,CM,21-215,46,0,0,0,0,0,0,1,0,21,2,0,0,0.0,0.0,0.0,0,0,10,17,58.8,1,13,1,3,3,29,2017-2018
Jefferson Lerma,8,co COL,CM,23-142,90,0,0,0,0,0,0,1,0,27,0,0,1,0.0,0.0,0.0,2,0,18,24,75.0,3,14,2,3,3,29,2017-2018
José Luis Morales,11,es ESP,RM,30-236,90,0,1,0,0,1,0,0,0,34,1,1,2,0.0,0.0,0.3,2,1,12,21,57.1,3,24,2,4,1,29,2017-2018
Antonio Luna,22,es ESP,LB,26-364,54,0,0,0,0,0,0,0,0,33,0,1,0,0.0,0.0,0.0,0,0,15,25,60.0,1,14,0,0,0,29,2017-2018
   Pedro López Muñoz,19,es ESP,RB,34-135,36,0,0,0,0,0,0,0,0,19,0,1,1,0.0,0.0,0.0,1,0,10,15,66.7,0,9,1,1,1,29,2017-2018
Rober,4,es ESP,CB,23-028,90,0,0,0,0,0,0,0,0,29,0,3,0,0.0,0.0,0.0,0,0,14,20,70.0,3,13,0,0,0,29,2017-2018
Erick Cabaco,18,uy URU,CB,22-331,90,0,0,0,0,0,0,1,0,40,2,1,1,0.0,0.0,0.0,0,0,16,28,57.1,2,20,0,0,0,29,2017-2018
Coke,12,es ESP,"RB,LB",30-324,90,0,0,0,0,0,0,0,0,42,1,2,2,0.0,0.0,0.0,2,1,19,30,63.3,2,14,1,0,0,29,2017-2018
Oier Olazábal,13,es ESP,GK,28-183,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,11,32,34.4,0,18,0,0,0,29,2017-2018
Lucas Pérez,7,es ESP,FW,29-188,83,0,1,0,0,2,0,0,0,44,2,0,1,0.4,0.4,0.4,5,2,18,34,52.9,2,17,1,2,2,29,2017-2018
   Carles Gil,11,es ESP,FW,25-115,7,0,0,0,0,1,0,0,0,13,1,0,0,0.0,0.0,0.2,2,0,9,10,90.0,1,7,1,0,0,29,2017-2018
Florin Andone,10,ro ROU,FW,24-340,90,0,0,0,0,3,1,0,0,25,0,1,0,0.5,0.5,0.0,1,0,6,12,50.0,0,15,2,6,3,29,2017-2018
Adrián López,15,es ESP,AM,30-068,90,0,0,0,0,1,0,0,0,39,2,0,0,0.1,0.1,0.0,1,0,16,28,57.1,5,18,3,0,0,29,2017-2018
Emre Çolak,8,tr TUR,LM,26-301,69,0,0,0,0,0,0,0,0,41,3,0,0,0.0,0.0,0.0,0,0,25,34,73.5,4,25,1,3,2,29,2017-2018
   Zakaria Bakkali,18,be BEL,LM,22-050,21,0,0,0,0,1,0,0,0,12,0,0,0,0.0,0.0,0.0,3,0,5,9,55.6,1,12,2,2,2,29,2017-2018
Guilherme,20,br BRA,"RM,DM",26-346,90,0,0,0,0,2,0,1,0,49,5,1,0,0.3,0.3,0.0,0,0,32,41,78.0,3,26,3,0,0,29,2017-2018
Sulley Muntari,21,gh GHA,DM,33-202,74,0,0,0,0,1,1,1,0,30,2,0,1,0.0,0.0,0.0,0,0,19,24,79.2,5,14,0,0,0,29,2017-2018
   Celso Borges,22,cr CRC,"RM,DM",29-294,16,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.4,3,0,9,11,81.8,2,9,0,1,1,29,2017-2018
Fernando Navarro,3,es ESP,LB,35-265,90,0,0,0,0,0,0,1,0,48,1,5,0,0.0,0.0,0.0,1,0,30,37,81.1,3,23,5,1,1,29,2017-2018
