Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Antoine Griezmann,7,fr FRA,FW,26-186,71,1,0,0,0,2,1,0,0,33,0,1,0,0.3,0.3,0.1,2,1,14,26,53.8,2,16,1,3,1,6,2017-2018
   Thomas Partey,5,gh GHA,FW,24-102,19,0,0,0,0,1,0,0,0,14,0,1,1,0.0,0.0,0.0,1,0,10,11,90.9,2,12,1,0,0,6,2017-2018
Luciano Vietto,17,ar ARG,FW,23-292,56,0,0,0,0,2,1,0,0,18,0,1,1,0.1,0.1,0.0,1,0,8,10,80.0,0,15,1,3,3,6,2017-2018
   Ángel Correa,11,ar ARG,FW,22-198,34,0,0,0,0,1,1,1,0,8,1,0,0,0.0,0.0,0.0,0,0,7,7,100.0,2,7,0,0,0,6,2017-2018
Yannick Carrasco,10,be BEL,LM,24-019,80,1,0,0,0,2,1,1,0,30,0,1,2,0.5,0.5,0.1,5,1,16,22,72.7,2,23,7,3,3,6,2017-2018
   Kévin Gameiro,21,fr FRA,LM,30-137,10,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,0,0,0,6,2017-2018
Saúl Ñíguez,8,es ESP,CM,22-306,90,0,0,0,0,3,0,0,0,54,4,2,2,0.2,0.2,0.0,1,0,25,32,78.1,2,27,2,7,2,6,2017-2018
Gabi,14,es ESP,CM,34-075,90,0,0,0,0,0,0,1,0,64,6,2,2,0.0,0.0,0.0,2,0,43,52,82.7,4,29,0,1,0,6,2017-2018
Koke,6,es ESP,RM,25-258,90,0,0,0,0,0,0,0,0,77,1,1,2,0.0,0.0,0.1,3,0,52,67,77.6,8,34,2,0,0,6,2017-2018
Filipe Luís,3,br BRA,LB,32-045,90,0,1,0,0,1,0,0,0,60,4,2,0,0.1,0.1,0.3,2,1,39,49,79.6,5,30,1,2,1,6,2017-2018
Lucas Hernández,19,fr FRA,CB,21-221,90,0,0,0,0,0,0,0,0,40,3,1,3,0.0,0.0,0.0,0,0,26,27,96.3,1,19,3,2,2,6,2017-2018
Stefan Savić,15,me MNE,CB,26-258,90,0,0,0,0,1,0,0,0,46,2,2,4,0.1,0.1,0.1,1,0,22,29,75.9,1,18,0,0,0,6,2017-2018
Šime Vrsaljko,16,hr CRO,RB,25-256,90,0,0,0,0,0,0,1,0,54,1,0,3,0.0,0.0,0.1,1,0,27,42,64.3,2,18,3,2,0,6,2017-2018
Jan Oblak,13,si SVN,GK,24-259,90,0,0,0,0,0,0,0,0,27,0,1,0,0.0,0.0,0.0,1,0,16,27,59.3,0,13,0,0,0,6,2017-2018
Antoine Griezmann,7,fr FRA,FW,26-186,71,1,0,0,0,2,1,0,0,33,0,1,0,0.3,0.3,0.1,2,1,14,26,53.8,2,16,1,3,1,6,2017-2018
   Thomas Partey,5,gh GHA,FW,24-102,19,0,0,0,0,1,0,0,0,14,0,1,1,0.0,0.0,0.0,1,0,10,11,90.9,2,12,1,0,0,6,2017-2018
Luciano Vietto,17,ar ARG,FW,23-292,56,0,0,0,0,2,1,0,0,18,0,1,1,0.1,0.1,0.0,1,0,8,10,80.0,0,15,1,3,3,6,2017-2018
   Ángel Correa,11,ar ARG,FW,22-198,34,0,0,0,0,1,1,1,0,8,1,0,0,0.0,0.0,0.0,0,0,7,7,100.0,2,7,0,0,0,6,2017-2018
Yannick Carrasco,10,be BEL,LM,24-019,80,1,0,0,0,2,1,1,0,30,0,1,2,0.5,0.5,0.1,5,1,16,22,72.7,2,23,7,3,3,6,2017-2018
   Kévin Gameiro,21,fr FRA,LM,30-137,10,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,0,0,0,6,2017-2018
Saúl Ñíguez,8,es ESP,CM,22-306,90,0,0,0,0,3,0,0,0,54,4,2,2,0.2,0.2,0.0,1,0,25,32,78.1,2,27,2,7,2,6,2017-2018
