Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Roberto,es ESP,31-294,90,3,0,3,100.0,0.8,5,10,50.0,19,4,36.8,33.1,4,75.0,50.5,7,1,14.3,0,8.5,14,2017-2018
Oier Olazábal,es ESP,28-078,90,2,0,2,100.0,0.1,14,29,48.3,24,2,79.2,51.2,16,62.5,48.2,24,0,0.0,0,13.0,14,2017-2018
Marc-André ter Stegen,de GER,25-216,90,5,2,3,60.0,2.9,4,9,44.4,28,2,21.4,28.1,4,75.0,45.0,4,1,25.0,0,11.0,14,2017-2018
Rubén Blanco,es ESP,22-130,90,7,2,5,71.4,2.1,5,26,19.2,30,6,60.0,41.4,11,72.7,49.0,12,1,8.3,0,9.8,14,2017-2018
Jan Oblak,si SVN,24-329,90,2,1,1,100.0,1.1,6,10,60.0,10,2,30.0,34.4,9,77.8,48.8,11,0,0.0,0,,14,2017-2018
Gerónimo Rulli,ar ARG,25-196,90,10,2,8,80.0,3.9,8,24,33.3,39,4,46.2,39.2,10,60.0,50.8,18,0,0.0,0,10.7,14,2017-2018
David Soria,es ESP,24-242,90,2,0,2,100.0,0.3,2,7,28.6,17,6,11.8,25.4,5,100.0,50.6,20,1,5.0,0,9.6,14,2017-2018
Rubén,es ESP,33-163,90,6,2,4,66.7,1.2,5,17,29.4,31,7,41.9,36.1,5,80.0,51.6,11,1,9.1,0,4.0,14,2017-2018
Kepa Arrizabalaga,es ESP,23-060,90,4,0,4,100.0,0.6,14,28,50.0,28,4,64.3,47.6,12,83.3,61.5,25,1,4.0,0,6.0,14,2017-2018
Keylor Navas,cr CRC,30-352,90,4,0,4,100.0,0.8,2,6,33.3,25,1,12.0,28.5,5,60.0,44.2,13,0,0.0,0,15.0,14,2017-2018
Iván Cuéllar,es ESP,33-190,90,4,1,3,75.0,1.0,6,22,27.3,21,2,71.4,47.4,9,77.8,55.4,14,2,14.3,3,18.8,14,2017-2018
Mariano Barbosa,ar ARG,33-129,90,5,3,2,40.0,2.0,0,3,0.0,14,5,14.3,25.8,8,12.5,35.4,18,0,0.0,0,9.5,14,2017-2018
Vicente Guaita,es ESP,30-327,90,6,0,6,100.0,0.6,12,32,37.5,20,0,100.0,59.5,12,100.0,62.0,23,2,8.7,0,10.7,14,2017-2018
Neto,br BRA,28-137,90,3,1,2,66.7,0.2,4,8,50.0,10,3,30.0,38.2,7,71.4,60.1,9,0,0.0,1,18.5,14,2017-2018
Marko Dmitrović,rs SRB,25-313,90,4,1,4,75.0,0.8,12,32,37.5,31,2,83.9,60.0,6,100.0,80.2,9,2,22.2,0,10.0,14,2017-2018
Pau López,es ESP,22-355,90,5,3,2,60.0,2.1,4,17,23.5,20,5,45.0,44.3,9,88.9,62.6,16,0,0.0,0,,14,2017-2018
Raúl Lizoain,es ESP,26-310,90,2,0,2,100.0,0.5,2,10,20.0,17,3,17.6,31.1,8,87.5,56.0,7,1,14.3,0,9.5,14,2017-2018
Antonio Adán,es ESP,30-204,90,7,1,6,85.7,2.0,4,13,30.8,36,3,27.8,31.2,7,42.9,41.1,10,0,0.0,0,6.8,14,2017-2018
Yassine Bounou,ma MAR,26-243,90,4,3,1,50.0,2.7,8,15,53.3,24,5,54.2,40.5,2,100.0,61.5,21,0,0.0,1,21.0,14,2017-2018
Fernando Pacheco,es ESP,25-200,90,3,2,1,33.3,0.5,7,21,33.3,19,4,78.9,43.8,7,85.7,46.9,27,1,3.7,0,12.5,14,2017-2018
