player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Willian José,12,br BRA,FW,26-156,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,35,2017-2018
Mikel Oyarzabal,18,es ESP,LW,21-007,90,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,0,0,35,2017-2018
Adnan Januzaj,8,be BEL,RW,23-082,89,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,35,2017-2018
   Igor Zubeldia,5,es ESP,RW,21-029,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2017-2018
Sergio Canales,16,es ESP,AM,27-071,78,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,35,2017-2018
   Rubén Pardo,14,es ESP,AM,25-188,6,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,35,2017-2018
David Zurutuza,17,es ESP,DM,31-283,90,4,3,2,2,0,1,1,100.0,0,3,0,3,2,6,1,0,35,2017-2018
Asier Illarramendi,4,es ESP,DM,28-051,90,1,1,0,1,0,0,2,0.0,2,1,0,1,3,4,3,0,35,2017-2018
Alberto de la Bella,24,es ESP,LB,32-147,90,1,0,1,0,0,1,2,50.0,1,2,0,2,1,2,3,0,35,2017-2018
Raúl Navas,22,es ESP,CB,29-352,90,2,1,2,0,0,2,3,66.7,1,1,1,0,0,2,4,0,35,2017-2018
Diego Llorente,3,es ESP,CB,24-255,90,2,2,2,0,0,1,1,100.0,0,3,1,2,2,4,8,0,35,2017-2018
Aritz Elustondo,15,es ESP,RB,24-031,82,2,2,2,0,0,1,1,100.0,0,0,0,0,3,5,2,0,35,2017-2018
   Álvaro Odriozola,19,es ESP,RB,22-135,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2017-2018
Miguel Ángel Moyá,25,es ESP,GK,34-026,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2017-2018
Iñaki Williams,11,gh GHA,FW,23-317,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2017-2018
Iñigo Córdoba,28,es ESP,LW,21-046,67,4,3,1,2,1,1,2,50.0,1,2,0,2,0,4,0,0,35,2017-2018
   Iker Muniain,10,es ESP,LW,25-130,23,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,35,2017-2018
Iñigo Lekue,15,es ESP,RW,24-359,49,4,2,2,0,2,1,1,100.0,0,2,0,2,2,6,0,0,35,2017-2018
   Markel Susaeta,14,es ESP,RW,30-135,41,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,35,2017-2018
Raúl García,22,es ESP,AM,31-291,90,5,2,3,1,1,2,4,50.0,2,0,0,0,3,8,0,0,35,2017-2018
Mikel San José,6,es ESP,DM,28-333,90,3,2,0,3,0,1,2,50.0,1,1,1,0,0,3,1,0,35,2017-2018
Ander Iturraspe,8,es ESP,DM,29-051,72,3,2,0,3,0,1,1,100.0,0,4,0,4,1,4,1,0,35,2017-2018
   Mikel Rico,17,es ESP,DM,33-175,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2017-2018
Mikel Balenziaga,24,es ESP,LB,30-058,90,5,3,3,2,0,1,2,50.0,1,5,2,3,1,6,1,0,35,2017-2018
Iñigo Martínez,4,es ESP,CB,26-346,90,0,0,0,0,0,0,0,,0,1,1,0,2,2,0,0,35,2017-2018
Unai Núñez,12,es ESP,CB,21-088,90,3,2,2,1,0,1,1,100.0,0,3,1,2,4,7,1,0,35,2017-2018
Óscar de Marcos,18,es ESP,RB,29-014,90,4,4,2,2,0,2,2,100.0,0,0,0,0,1,5,0,0,35,2017-2018
Kepa Arrizabalaga,1,es ESP,GK,23-207,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2017-2018
Karim Benzema,9,fr FRA,FW,30-130,61,2,1,0,0,2,1,2,50.0,1,0,0,0,2,4,0,0,35,2017-2018
   Marco Asensio,20,es ESP,LW,22-097,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2017-2018
Borja Mayoral,21,es ESP,FW,21-023,90,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,35,2017-2018
Dani Ceballos,24,es ESP,"LM,AM",21-264,90,0,0,0,0,0,0,5,0.0,5,1,0,1,1,1,0,0,35,2017-2018
Mateo Kovačić,23,hr CRO,CM,23-357,61,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,35,2017-2018
   Toni Kroos,8,de GER,DM,28-114,29,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,35,2017-2018
Marcos Llorente,18,es ESP,"CM,DM",23-088,90,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,2,0,35,2017-2018
Gareth Bale,11,wls WAL,"RM,RW",28-286,90,2,2,2,0,0,0,2,0.0,2,2,0,2,0,2,0,0,35,2017-2018
Theo Hernández,15,fr FRA,LB,20-204,90,3,2,3,0,0,1,4,25.0,3,1,0,1,4,7,3,0,35,2017-2018
Casemiro,14,br BRA,CB,26-064,90,2,1,2,0,0,0,1,0.0,1,3,2,1,1,3,6,0,35,2017-2018
Jesús Vallejo,3,es ESP,CB,21-113,90,1,0,1,0,0,0,2,0.0,2,1,1,0,2,3,6,0,35,2017-2018
Achraf Hakimi,19,ma MAR,RB,19-175,90,2,2,2,0,0,0,1,0.0,1,0,0,0,1,3,2,0,35,2017-2018
Kiko Casilla,13,es ESP,GK,31-208,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2017-2018
Miguel Ángel Guerrero,9,es ESP,FW,27-290,61,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,35,2017-2018
   Claudio Beauvue,12,gp GLP,FW,30-012,29,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,35,2017-2018
Nordin Amrabat,7,ma MAR,"LW,AM",31-028,89,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,35,2017-2018
   Javier Eraso,17,es ESP,AM,28-037,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2017-2018
Nabil El Zhar,10,ma MAR,RW,31-244,90,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,35,2017-2018
Gabriel,8,br BRA,"AM,DM",24-222,89,2,2,0,1,1,1,5,20.0,4,0,0,0,1,3,0,0,35,2017-2018
Rubén Pérez,21,es ESP,DM,29-002,90,1,0,0,1,0,1,4,25.0,3,2,0,2,1,2,0,0,35,2017-2018
Darko Brašanac,24,rs SRB,"DM,LW",26-075,89,2,2,1,1,0,1,5,20.0,4,2,0,2,0,2,1,0,35,2017-2018
   Naranjo,18,es ESP,LW,23-274,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2017-2018
Diego Rico,15,es ESP,LB,25-064,90,3,3,2,0,1,2,5,40.0,3,0,0,0,2,5,3,0,35,2017-2018
Dimitris Siovas,22,gr GRE,CB,29-224,90,5,5,5,0,0,3,6,50.0,3,2,0,2,5,10,2,0,35,2017-2018
Unai Bustinza,3,es ESP,CB,26-085,90,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,2,0,35,2017-2018
Joseba Zaldúa,20,es ESP,RB,25-308,90,2,2,2,0,0,1,2,50.0,1,1,1,0,3,5,2,0,35,2017-2018
Iván Cuéllar,1,es ESP,GK,33-336,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,35,2017-2018
