player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Jonathan Calleri,9,ar ARG,FW,24-147,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,24,2017-2018
Nacho Gil,15,es ESP,LW,22-161,57,1,0,0,1,0,1,4,25.0,3,1,0,1,0,1,0,0,24,2017-2018
   Alen Halilović,8,hr CRO,LW,21-244,33,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,24,2017-2018
Jairo Samperio,16,es ESP,RW,24-221,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,24,2017-2018
   Tana,24,es ESP,RW,27-150,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2017-2018
Jonathan Viera,21,es ESP,AM,28-119,90,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,24,2017-2018
Gabriel Peñalba,7,ar ARG,DM,33-147,41,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,24,2017-2018
   Imoh Ezekiel,14,ng NGA,DM,24-116,49,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,24,2017-2018
Oghenekaro Etebo,6,ng NGA,DM,22-100,90,0,0,0,0,0,0,1,0.0,1,2,0,2,5,5,0,0,24,2017-2018
Matías Aguirregaray,3,uy URU,LB,28-322,90,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0,24,2017-2018
David García,5,es ESP,CB,35-357,90,2,1,1,1,0,2,2,100.0,0,1,1,0,5,7,0,0,24,2017-2018
Álex Gálvez,20,es ESP,CB,28-256,90,4,3,2,2,0,2,4,50.0,2,2,2,0,3,7,2,0,24,2017-2018
Michel,12,br BRA,RB,28-002,90,2,0,1,0,1,2,4,50.0,2,0,0,0,1,3,2,0,24,2017-2018
Leandro Chichizola,13,ar ARG,GK,27-327,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,24,2017-2018
Wissam Ben Yedder,9,fr FRA,FW,27-189,85,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,24,2017-2018
   Sergio Escudero,18,es ESP,LW,28-168,5,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,24,2017-2018
Joaquín Correa,11,ar ARG,LW,23-188,42,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,24,2017-2018
   Sandro Ramírez,23,es ESP,"LW,FW",22-223,48,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,24,2017-2018
Pablo Sarabia,17,es ESP,RW,25-282,90,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,24,2017-2018
Franco Vázquez,22,ar ARG,AM,28-360,75,1,1,1,0,0,0,0,,0,2,1,1,2,3,0,0,24,2017-2018
   Roque Mesa,7,es ESP,AM,28-255,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2017-2018
Guido Pizarro,14,ar ARG,DM,27-356,90,3,2,2,1,0,2,2,100.0,0,2,1,1,0,3,5,0,24,2017-2018
Steven Nzonzi,15,fr FRA,DM,29-064,90,1,1,0,1,0,0,0,,0,2,2,0,1,2,5,0,24,2017-2018
Miguel Layún,3,mx MEX,LB,29-237,90,1,0,1,0,0,0,1,0.0,1,2,0,2,1,2,7,0,24,2017-2018
Clément Lenglet,5,fr FRA,CB,22-245,90,0,0,0,0,0,0,0,,0,3,2,1,1,1,7,0,24,2017-2018
Gabriel Mercado,25,ar ARG,CB,30-336,90,3,3,2,1,0,2,3,66.7,1,0,0,0,0,3,5,0,24,2017-2018
Jesús Navas,16,es ESP,RB,32-088,90,3,2,3,0,0,2,3,66.7,1,0,0,0,1,4,5,0,24,2017-2018
Sergio Rico,1,es ESP,GK,24-169,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2017-2018
Kiké,17,es ESP,FW,28-084,90,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,24,2017-2018
Takashi Inui,8,jp JPN,LW,29-260,90,4,2,1,2,1,1,1,100.0,0,0,0,0,1,5,0,0,24,2017-2018
Fabián Orellana,2,cl CHI,RW,32-021,65,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,24,2017-2018
Joan Jordán,24,es ESP,AM,23-226,82,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,24,2017-2018
   Charles,19,br BRA,AM,33-319,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2017-2018
Papakouli Diop,3,sn SEN,DM,31-335,73,5,4,0,5,0,1,4,25.0,3,0,0,0,1,6,0,0,24,2017-2018
   Gonzalo Escalante,5,ar ARG,DM,24-327,17,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,24,2017-2018
Dani García,14,es ESP,DM,27-269,90,4,3,0,4,0,1,3,33.3,2,0,0,0,3,7,0,0,24,2017-2018
José Ángel,15,es ESP,LB,28-165,90,2,1,1,1,0,2,3,66.7,1,1,0,1,1,3,0,0,24,2017-2018
Anaitz Arbilla,18,es ESP,CB,30-278,90,2,0,1,1,0,0,1,0.0,1,1,0,1,3,5,0,0,24,2017-2018
Iván Ramis,4,es ESP,CB,33-115,45,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,24,2017-2018
   David Lombán,22,es ESP,CB,30-257,45,0,0,0,0,0,0,0,,0,0,0,0,3,3,0,0,24,2017-2018
Rubén Peña,11,es ESP,RB,26-214,90,2,1,1,1,0,2,2,100.0,0,1,1,0,3,5,1,0,24,2017-2018
Marko Dmitrović,25,rs SRB,GK,26-024,90,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0,24,2017-2018
Luis Suárez,9,uy URU,FW,31-024,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,24,2017-2018
Lionel Messi,10,ar ARG,FW,30-238,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,24,2017-2018
Paulinho,15,br BRA,AM,29-207,73,3,2,2,1,0,1,3,33.3,2,1,1,0,1,4,0,0,24,2017-2018
