Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Rubén Blanco,es ESP,22-066,90,5,3,2,40.0,1.3,2,13,15.4,26,5,38.5,37.0,3,100.0,67.0,9,0,0.0,0,3.0,7,2017-2018
Gorka Iraizoz,es ESP,36-207,90,9,3,6,66.7,3.8,7,22,31.8,22,5,59.1,48.0,9,100.0,61.9,8,0,0.0,2,18.8,7,2017-2018
Costel Pantilimon,ro ROU,30-241,90,3,1,2,66.7,0.6,2,9,22.2,17,5,35.3,34.9,7,42.9,46.4,11,2,18.2,0,13.0,7,2017-2018
Vicente Guaita,es ESP,30-263,90,9,2,7,77.8,3.7,6,25,24.0,21,1,81.0,51.9,8,100.0,63.8,16,1,6.3,1,17.0,7,2017-2018
David Soria,es ESP,24-179,90,3,0,3,100.0,0.3,3,9,33.3,15,5,40.0,31.9,6,50.0,43.5,18,1,5.6,0,9.0,7,2017-2018
Roberto,es ESP,31-232,90,5,2,3,80.0,2.6,11,31,35.5,32,4,71.9,48.4,9,88.9,59.7,6,2,33.3,1,13.0,7,2017-2018
Raúl Fernández,es ESP,29-201,90,3,2,1,33.3,1.5,3,12,25.0,16,4,43.8,39.8,6,83.3,60.0,9,1,11.1,2,30.0,7,2017-2018
Fernando Pacheco,es ESP,25-135,90,0,0,0,,0.0,9,23,39.1,11,0,81.8,47.8,17,82.4,52.4,26,1,3.8,0,9.5,7,2017-2018
Iván Cuéllar,es ESP,33-126,90,2,0,2,100.0,0.3,13,31,41.9,32,3,75.0,50.0,7,100.0,65.1,18,1,5.6,1,13.0,7,2017-2018
Jan Oblak,si SVN,24-266,90,3,0,3,100.0,0.5,1,2,50.0,11,7,9.1,20.8,5,20.0,29.8,16,0,0.0,0,4.0,7,2017-2018
Gerónimo Rulli,ar ARG,25-134,90,5,4,1,20.0,2.5,3,7,42.9,24,2,25.0,29.4,5,20.0,27.8,7,0,0.0,0,,7,2017-2018
Antonio Adán,es ESP,30-141,90,6,4,2,33.3,2.2,9,19,47.4,22,4,54.5,39.8,11,63.6,48.0,24,0,0.0,0,,7,2017-2018
Marc-André ter Stegen,de GER,25-154,90,1,0,1,100.0,0.0,3,4,75.0,18,5,5.6,22.7,7,42.9,37.6,5,0,0.0,3,19.2,7,2017-2018
Leandro Chichizola,ar ARG,27-188,90,10,3,7,70.0,3.8,5,10,50.0,41,8,17.1,27.8,8,37.5,40.5,12,0,0.0,3,13.5,7,2017-2018
Neto,br BRA,28-074,90,6,2,4,66.7,2.7,8,23,34.8,15,1,80.0,52.3,11,100.0,66.4,21,1,4.8,0,12.0,7,2017-2018
Kepa Arrizabalaga,es ESP,22-363,90,5,3,2,60.0,1.9,4,15,26.7,23,2,60.9,41.3,2,50.0,44.0,7,0,0.0,0,15.0,7,2017-2018
Mariano Barbosa,ar ARG,33-066,90,0,0,0,,0.0,3,13,23.1,21,6,38.1,36.3,8,62.5,52.0,16,1,6.3,0,7.0,7,2017-2018
Marko Dmitrović,rs SRB,25-250,90,6,3,3,66.7,1.6,10,15,66.7,18,6,44.4,43.1,9,77.8,59.9,12,1,8.3,0,7.3,7,2017-2018
Keylor Navas,cr CRC,30-290,90,3,0,3,100.0,0.5,3,10,30.0,18,4,27.8,33.3,5,100.0,72.4,11,0,0.0,2,26.3,7,2017-2018
Pau López,es ESP,22-292,90,8,2,6,75.0,2.7,9,19,47.4,21,7,47.6,39.6,14,64.3,47.7,23,1,4.3,0,12.0,7,2017-2018
