Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Maxi Gómez,7,uy URU,FW,21-278,90,2,1,0,0,4,2,1,0,37,1,0,0,1.2,1.2,0.5,4,3,18,28,64.3,4,23,4,1,1,38,2017-2018
Iago Aspas,10,es ESP,FW,30-291,66,2,0,0,0,6,3,0,0,40,1,0,0,1.6,1.6,1.4,4,1,24,31,77.4,3,31,7,1,0,38,2017-2018
   Lucas Boyé,9,ar ARG,FW,22-080,24,0,0,0,0,0,0,0,0,16,1,1,1,0.0,0.0,0.0,0,0,9,11,81.8,2,10,1,1,0,38,2017-2018
Jozabed,16,es ESP,LM,27-072,85,0,1,0,0,3,2,0,0,61,1,3,2,0.4,0.4,1.0,8,1,39,50,78.0,8,45,4,4,2,38,2017-2018
   Daniel Molina Orta,37,es ESP,LM,22-066,5,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,0,0,0,0,38,2017-2018
Nemanja Radoja,6,rs SRB,CM,25-102,90,0,0,0,0,0,0,0,0,49,3,0,1,0.0,0.0,0.1,3,0,38,41,92.7,7,30,0,2,1,38,2017-2018
Stanislav Lobotka,14,sk SVK,CM,23-175,90,0,0,0,0,1,0,0,0,72,4,1,1,0.0,0.0,0.1,3,0,60,64,93.8,6,42,0,0,0,38,2017-2018
Daniel Wass,18,dk DEN,RM,28-353,90,0,1,0,0,4,0,0,0,80,2,0,1,0.8,0.8,0.2,7,1,56,72,77.8,6,53,3,1,1,38,2017-2018
Jonny Castro,19,es ESP,LB,24-077,66,0,0,0,0,0,0,0,0,57,3,0,0,0.0,0.0,0.4,7,1,45,51,88.2,5,42,4,4,3,38,2017-2018
   Róbert Mazáň,15,sk SVK,LB,24-099,24,0,0,0,0,1,1,0,0,18,0,0,0,0.1,0.1,0.0,0,0,15,17,88.2,3,13,1,2,1,38,2017-2018
Sergi Gómez,20,es ESP,CB,26-052,90,0,0,0,0,0,0,0,0,78,5,0,1,0.0,0.0,0.0,1,0,62,68,91.2,6,51,0,0,0,38,2017-2018
Facundo Roncaglia,24,ar ARG,CB,31-098,90,0,0,0,0,1,0,0,0,78,1,3,2,0.0,0.0,0.0,0,0,62,70,88.6,2,59,0,0,0,38,2017-2018
Hugo Mallo,2,es ESP,RB,26-331,90,0,0,0,0,0,0,0,0,79,8,3,0,0.0,0.0,0.0,2,0,53,70,75.7,2,47,1,0,0,38,2017-2018
Sergio Álvarez,1,es ESP,GK,31-289,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,24,30,80.0,0,19,0,0,0,38,2017-2018
Maxi Gómez,7,uy URU,FW,21-278,90,2,1,0,0,4,2,1,0,37,1,0,0,1.2,1.2,0.5,4,3,18,28,64.3,4,23,4,1,1,38,2017-2018
Iago Aspas,10,es ESP,FW,30-291,66,2,0,0,0,6,3,0,0,40,1,0,0,1.6,1.6,1.4,4,1,24,31,77.4,3,31,7,1,0,38,2017-2018
   Lucas Boyé,9,ar ARG,FW,22-080,24,0,0,0,0,0,0,0,0,16,1,1,1,0.0,0.0,0.0,0,0,9,11,81.8,2,10,1,1,0,38,2017-2018
Jozabed,16,es ESP,LM,27-072,85,0,1,0,0,3,2,0,0,61,1,3,2,0.4,0.4,1.0,8,1,39,50,78.0,8,45,4,4,2,38,2017-2018
   Daniel Molina Orta,37,es ESP,LM,22-066,5,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,0,0,0,0,38,2017-2018
Nemanja Radoja,6,rs SRB,CM,25-102,90,0,0,0,0,0,0,0,0,49,3,0,1,0.0,0.0,0.1,3,0,38,41,92.7,7,30,0,2,1,38,2017-2018
Stanislav Lobotka,14,sk SVK,CM,23-175,90,0,0,0,0,1,0,0,0,72,4,1,1,0.0,0.0,0.1,3,0,60,64,93.8,6,42,0,0,0,38,2017-2018
Daniel Wass,18,dk DEN,RM,28-353,90,0,1,0,0,4,0,0,0,80,2,0,1,0.8,0.8,0.2,7,1,56,72,77.8,6,53,3,1,1,38,2017-2018
Jonny Castro,19,es ESP,LB,24-077,66,0,0,0,0,0,0,0,0,57,3,0,0,0.0,0.0,0.4,7,1,45,51,88.2,5,42,4,4,3,38,2017-2018
   Róbert Mazáň,15,sk SVK,LB,24-099,24,0,0,0,0,1,1,0,0,18,0,0,0,0.1,0.1,0.0,0,0,15,17,88.2,3,13,1,2,1,38,2017-2018
Sergi Gómez,20,es ESP,CB,26-052,90,0,0,0,0,0,0,0,0,78,5,0,1,0.0,0.0,0.0,1,0,62,68,91.2,6,51,0,0,0,38,2017-2018
Facundo Roncaglia,24,ar ARG,CB,31-098,90,0,0,0,0,1,0,0,0,78,1,3,2,0.0,0.0,0.0,0,0,62,70,88.6,2,59,0,0,0,38,2017-2018
Hugo Mallo,2,es ESP,RB,26-331,90,0,0,0,0,0,0,0,0,79,8,3,0,0.0,0.0,0.0,2,0,53,70,75.7,2,47,1,0,0,38,2017-2018
Sergio Álvarez,1,es ESP,GK,31-289,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,24,30,80.0,0,19,0,0,0,38,2017-2018
Miguel Ángel Guerrero,9,es ESP,FW,27-311,88,0,2,0,0,1,0,0,0,34,0,2,1,0.1,0.1,0.5,3,2,25,27,92.6,0,26,2,1,1,38,2017-2018
   Martín Mantovani,5,ar ARG,FW,33-316,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,38,2017-2018
Naranjo,18,es ESP,"LW,FW",23-295,73,1,0,0,0,2,1,0,0,33,1,1,2,0.4,0.4,0.1,2,0,13,20,65.0,1,16,1,1,0,38,2017-2018
   Nordin Amrabat,7,ma MAR,FW,31-049,17,1,0,0,0,2,1,0,0,11,0,0,0,0.4,0.4,0.0,1,1,5,6,83.3,0,8,3,3,2,38,2017-2018
Omar Ramos,23,es ESP,"RW,LB",30-113,61,0,0,0,0,0,0,0,0,35,1,1,1,0.0,0.0,0.0,1,1,20,26,76.9,1,20,0,4,1,38,2017-2018
   Joseba Zaldúa,20,es ESP,"RB,LB",25-329,29,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,1,1,8,10,80.0,0,7,1,0,0,38,2017-2018
Darko Brašanac,24,rs SRB,"RW,AM,RM",26-096,90,0,0,0,0,0,0,0,0,34,4,1,1,0.0,0.0,0.0,0,0,22,28,78.6,0,22,3,2,1,38,2017-2018
Gerard Gumbau,6,es ESP,"DM,LM",23-152,90,0,0,0,0,1,0,0,0,37,4,0,0,0.1,0.1,0.4,1,0,24,32,75.0,1,27,0,0,0,38,2017-2018
Rubén Pérez,21,es ESP,"DM,CM",29-023,90,0,0,0,0,1,0,0,0,46,5,1,1,0.0,0.0,0.0,0,0,31,39,79.5,3,35,0,2,2,38,2017-2018
Diego Rico,15,es ESP,LB,25-085,23,0,0,0,0,0,0,2,1,18,0,2,0,0.0,0.0,0.0,2,0,11,15,73.3,2,8,0,1,0,38,2017-2018
Dimitris Siovas,22,gr GRE,CB,29-245,90,1,0,0,0,1,1,0,0,30,4,1,0,0.5,0.5,0.0,1,0,19,21,90.5,1,18,0,2,1,38,2017-2018
Ezequiel Muñoz,19,ar ARG,CB,27-223,90,0,1,0,0,0,0,0,0,27,3,0,3,0.0,0.0,0.5,1,1,16,20,80.0,0,15,1,0,0,38,2017-2018
Tito,2,es ESP,"RB,LB",32-312,90,0,0,0,0,0,0,0,0,39,2,1,1,0.0,0.0,0.0,0,0,26,32,81.3,0,24,2,0,0,38,2017-2018
Jon Ander Serantes,25,es ESP,GK,28-207,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,12,33,36.4,0,15,0,0,0,38,2017-2018
Miguel Ángel Guerrero,9,es ESP,FW,27-311,88,0,2,0,0,1,0,0,0,34,0,2,1,0.1,0.1,0.5,3,2,25,27,92.6,0,26,2,1,1,38,2017-2018
   Martín Mantovani,5,ar ARG,FW,33-316,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,38,2017-2018
Naranjo,18,es ESP,"LW,FW",23-295,73,1,0,0,0,2,1,0,0,33,1,1,2,0.4,0.4,0.1,2,0,13,20,65.0,1,16,1,1,0,38,2017-2018
   Nordin Amrabat,7,ma MAR,FW,31-049,17,1,0,0,0,2,1,0,0,11,0,0,0,0.4,0.4,0.0,1,1,5,6,83.3,0,8,3,3,2,38,2017-2018
Omar Ramos,23,es ESP,"RW,LB",30-113,61,0,0,0,0,0,0,0,0,35,1,1,1,0.0,0.0,0.0,1,1,20,26,76.9,1,20,0,4,1,38,2017-2018
   Joseba Zaldúa,20,es ESP,"RB,LB",25-329,29,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,1,1,8,10,80.0,0,7,1,0,0,38,2017-2018
Darko Brašanac,24,rs SRB,"RW,AM,RM",26-096,90,0,0,0,0,0,0,0,0,34,4,1,1,0.0,0.0,0.0,0,0,22,28,78.6,0,22,3,2,1,38,2017-2018
Gerard Gumbau,6,es ESP,"DM,LM",23-152,90,0,0,0,0,1,0,0,0,37,4,0,0,0.1,0.1,0.4,1,0,24,32,75.0,1,27,0,0,0,38,2017-2018
Rubén Pérez,21,es ESP,"DM,CM",29-023,90,0,0,0,0,1,0,0,0,46,5,1,1,0.0,0.0,0.0,0,0,31,39,79.5,3,35,0,2,2,38,2017-2018
Diego Rico,15,es ESP,LB,25-085,23,0,0,0,0,0,0,2,1,18,0,2,0,0.0,0.0,0.0,2,0,11,15,73.3,2,8,0,1,0,38,2017-2018
Dimitris Siovas,22,gr GRE,CB,29-245,90,1,0,0,0,1,1,0,0,30,4,1,0,0.5,0.5,0.0,1,0,19,21,90.5,1,18,0,2,1,38,2017-2018
