Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Marko Dmitrović,rs SRB,25-234,90,2,0,2,100.0,0.6,9,30,30.0,29,1,86.2,55.7,5,100.0,68.6,9,2,22.2,0,10.0,4,2017-2018
Iván Cuéllar,es ESP,33-111,90,4,1,3,75.0,0.6,11,40,27.5,36,2,91.7,56.6,7,100.0,61.7,22,1,4.5,1,17.5,4,2017-2018
Raúl Fernández,es ESP,29-187,90,5,1,4,80.0,1.9,13,27,48.1,23,2,82.6,47.2,8,100.0,61.4,11,1,9.1,6,27.7,4,2017-2018
Neto,br BRA,28-059,90,2,1,1,50.0,0.6,10,14,71.4,15,5,40.0,33.5,9,88.9,55.9,18,1,5.6,0,12.8,4,2017-2018
Vicente Guaita,es ESP,30-249,90,5,2,3,60.0,2.2,13,26,50.0,28,0,78.6,52.7,4,100.0,60.3,7,0,0.0,0,13.0,4,2017-2018
Marc-André ter Stegen,de GER,25-139,90,4,1,3,75.0,0.7,4,6,66.7,18,9,11.1,24.3,10,40.0,42.3,10,2,20.0,0,9.0,4,2017-2018
Antonio Adán,es ESP,30-126,90,3,1,2,66.7,0.7,10,22,45.5,29,2,48.3,37.9,9,88.9,52.1,10,0,0.0,0,17.0,4,2017-2018
Costel Pantilimon,ro ROU,30-227,90,7,2,5,71.4,2.8,6,13,46.2,13,4,46.2,34.6,7,100.0,58.9,22,0,0.0,0,10.5,4,2017-2018
Jan Oblak,si SVN,24-252,90,4,0,4,100.0,0.2,6,9,66.7,21,3,33.3,31.9,3,66.7,55.7,6,0,0.0,0,13.0,4,2017-2018
Roberto,es ESP,31-218,90,4,1,3,75.0,1.4,14,28,50.0,27,4,70.4,47.4,9,100.0,59.2,18,1,5.6,2,16.8,4,2017-2018
Fernando Pacheco,es ESP,25-122,90,6,3,3,50.0,2.0,7,18,38.9,24,5,45.8,39.9,7,100.0,58.7,11,0,0.0,0,12.5,4,2017-2018
Mariano Barbosa,ar ARG,33-052,90,2,0,2,100.0,0.1,5,19,26.3,15,2,53.3,40.2,11,100.0,63.8,15,1,6.7,0,9.7,4,2017-2018
Gorka Iraizoz,es ESP,36-195,90,8,1,7,87.5,2.6,9,17,52.9,26,6,50.0,38.7,6,66.7,47.8,4,0,0.0,3,19.2,4,2017-2018
Sergio Rico,es ESP,24-016,90,0,0,0,,0.0,6,21,28.6,19,5,57.9,39.6,10,100.0,61.8,22,2,9.1,0,8.5,4,2017-2018
Leandro Chichizola,ar ARG,27-174,90,5,0,5,100.0,0.8,5,15,33.3,27,5,37.0,37.2,8,62.5,55.4,19,0,0.0,1,13.7,4,2017-2018
Kepa Arrizabalaga,es ESP,22-349,90,3,1,2,66.7,0.8,11,20,55.0,34,4,35.3,33.4,9,88.9,53.6,9,1,11.1,2,17.7,4,2017-2018
Gerónimo Rulli,ar ARG,25-120,90,6,3,4,50.0,1.8,6,14,42.9,47,9,19.1,28.4,8,62.5,48.4,12,0,0.0,1,21.0,4,2017-2018
Keylor Navas,cr CRC,30-276,90,5,1,4,80.0,0.7,5,12,41.7,17,5,41.2,39.9,6,83.3,63.7,16,0,0.0,0,7.0,4,2017-2018
Pau López,es ESP,22-279,90,1,1,0,0.0,0.1,6,19,31.6,17,5,58.8,47.0,9,100.0,64.8,12,2,16.7,0,7.0,4,2017-2018
Sergio Álvarez,es ESP,31-046,90,3,2,1,33.3,0.9,4,12,33.3,37,5,24.3,31.0,4,75.0,58.3,11,0,0.0,1,13.0,4,2017-2018
