player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Santi Mina,22,es ESP,FW,22-030,73,23,28,82.1,253,54,18,20,90.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,3,1,0,5,18,2017-2018
   Luciano Vietto,8,ar ARG,FW,24-032,17,6,8,75.0,111,23,3,4,75.0,2,2,100.0,1,1,100.0,0,0.1,0.0,1,0,2,1,2,18,2017-2018
Rodrigo,19,es ESP,FW,26-306,90,17,19,89.5,246,27,10,10,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,1,18,2017-2018
Gonçalo Guedes,7,pt POR,LM,21-038,90,40,53,75.5,472,80,28,33,84.8,10,14,71.4,0,2,0.0,0,0.1,0.1,3,0,4,0,6,18,2017-2018
Geoffrey Kondogbia,16,cf CTA,CM,24-325,90,63,69,91.3,1083,313,24,27,88.9,30,31,96.8,6,8,75.0,0,0.0,0.0,0,8,0,0,10,18,2017-2018
Daniel Parejo,10,es ESP,CM,28-265,90,81,97,83.5,1458,588,36,40,90.0,30,32,93.8,12,17,70.6,0,0.3,0.3,5,17,2,0,12,18,2017-2018
Andreas Pereira,11,br BRA,RM,22-005,81,24,33,72.7,314,88,16,20,80.0,6,9,66.7,1,3,33.3,0,0.1,0.1,1,1,3,1,4,18,2017-2018
   Nemanja Maksimović,6,rs SRB,RM,22-345,9,1,2,50.0,8,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,18,2017-2018
José Luis Gayà,14,es ESP,LB,22-226,90,38,51,74.5,548,227,24,28,85.7,11,17,64.7,2,5,40.0,0,0.0,0.1,0,9,3,1,5,18,2017-2018
Gabriel Paulista,5,br BRA,CB,27-041,90,39,49,79.6,745,377,14,15,93.3,20,25,80.0,5,8,62.5,0,0.0,0.0,1,8,0,0,4,18,2017-2018
Ezequiel Garay,24,ar ARG,CB,31-088,90,44,46,95.7,764,247,20,21,95.2,21,21,100.0,2,3,66.7,0,0.0,0.0,0,3,0,0,1,18,2017-2018
Nacho Vidal,30,es ESP,RB,22-347,66,36,44,81.8,553,154,22,24,91.7,12,16,75.0,1,1,100.0,0,0.0,0.0,1,2,0,0,2,18,2017-2018
   Rúben Vezo,3,pt POR,RB,23-256,24,12,15,80.0,156,72,8,8,100.0,4,4,100.0,0,2,0.0,0,0.0,0.0,0,2,0,0,2,18,2017-2018
Neto,13,br BRA,GK,28-171,90,8,12,66.7,214,170,2,2,100.0,4,4,100.0,2,6,33.3,0,0.0,0.0,0,0,0,0,0,18,2017-2018
Cristhian Stuani,7,uy URU,FW,31-086,90,11,15,73.3,92,0,6,9,66.7,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,18,2017-2018
Portu,9,es ESP,"FW,AM,WB",25-230,90,20,22,90.9,321,71,14,14,100.0,4,6,66.7,2,2,100.0,0,0.5,0.6,3,1,2,1,2,18,2017-2018
Álex Granell,6,es ESP,CM,29-157,45,12,16,75.0,355,199,3,5,60.0,3,3,100.0,6,8,75.0,0,0.2,0.3,2,0,0,0,0,18,2017-2018
   Borja García,24,es ESP,AM,27-065,45,28,36,77.8,350,81,19,21,90.5,7,10,70.0,1,4,25.0,0,0.0,0.0,0,1,2,1,3,18,2017-2018
David Timor,16,es ESP,CM,28-081,90,36,42,85.7,876,257,17,20,85.0,10,12,83.3,9,10,90.0,0,0.0,0.0,1,6,0,0,8,18,2017-2018
Pere Pons,8,es ESP,CM,24-320,90,20,26,76.9,314,139,12,13,92.3,6,9,66.7,2,4,50.0,0,0.0,0.0,0,4,0,0,4,18,2017-2018
Johan Mojica,3,co COL,WB,25-138,73,30,37,81.1,510,182,12,13,92.3,14,14,100.0,3,8,37.5,1,0.6,0.2,2,2,2,2,1,18,2017-2018
   Marlos Moreno,17,co COL,"AM,WB",21-108,17,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,18,2017-2018
