Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Neto,br BRA,28-062,90,2,0,2,100.0,0.7,5,13,38.5,16,8,43.8,38.8,7,85.7,64.0,24,1,4.2,0,3.0,5,2017-2018
Roberto,es ESP,31-221,90,11,5,6,54.5,5.2,1,7,14.3,12,2,50.0,39.9,2,50.0,44.0,7,0,0.0,0,6.0,5,2017-2018
Marc-André ter Stegen,de GER,25-142,90,4,1,3,75.0,1.6,2,6,33.3,45,4,8.9,24.6,7,28.6,33.1,12,0,0.0,1,13.2,5,2017-2018
Marko Dmitrović,rs SRB,25-238,90,10,6,4,50.0,4.6,6,22,27.3,22,1,86.4,61.2,3,100.0,66.3,6,1,16.7,6,23.5,5,2017-2018
Iván Cuéllar,es ESP,33-116,90,0,0,0,,0.0,13,33,39.4,32,3,78.1,48.9,8,100.0,64.8,8,3,37.5,2,13.5,5,2017-2018
Gorka Iraizoz,es ESP,36-198,90,1,0,1,100.0,0.0,5,29,17.2,34,8,64.7,47.3,8,87.5,62.0,13,0,0.0,2,16.0,5,2017-2018
Kepa Arrizabalaga,es ESP,22-352,90,9,2,7,77.8,4.1,12,20,60.0,34,8,47.1,38.1,5,80.0,59.8,5,1,20.0,0,11.7,5,2017-2018
Jan Oblak,si SVN,24-256,90,7,1,5,85.7,2.7,4,19,21.1,18,3,61.1,50.1,9,88.9,56.2,27,1,3.7,1,12.0,5,2017-2018
Costel Pantilimon,ro ROU,30-231,90,3,0,3,100.0,0.4,8,21,38.1,28,4,64.3,39.4,6,50.0,42.0,6,0,0.0,0,15.0,5,2017-2018
Fernando Pacheco,es ESP,25-125,90,3,1,2,66.7,0.4,10,23,43.5,20,4,60.0,42.2,13,84.6,56.5,17,1,5.9,0,6.6,5,2017-2018
Sergio Rico,es ESP,24-019,90,0,0,0,,0.0,5,11,45.5,21,5,19.0,26.2,9,77.8,54.8,8,1,12.5,1,11.5,5,2017-2018
Leandro Chichizola,ar ARG,27-177,90,9,1,8,88.9,2.3,4,19,21.1,31,5,58.1,43.5,4,25.0,37.8,26,1,3.8,0,5.0,5,2017-2018
Keylor Navas,cr CRC,30-279,90,3,1,2,66.7,0.5,3,7,42.9,19,6,36.8,35.6,4,0.0,28.0,7,2,28.6,0,7.3,5,2017-2018
Antonio Adán,es ESP,30-130,90,6,0,6,100.0,1.2,16,33,48.5,36,8,55.6,41.7,20,65.0,45.5,39,2,5.1,1,18.0,5,2017-2018
Mariano Barbosa,ar ARG,33-056,90,3,0,3,100.0,0.8,2,13,15.4,21,7,28.6,30.5,8,87.5,56.1,23,0,0.0,0,4.0,5,2017-2018
Pau López,es ESP,22-282,90,5,0,5,100.0,1.3,4,22,18.2,19,3,73.7,54.8,8,100.0,63.5,18,1,5.6,2,20.0,5,2017-2018
Sergio Álvarez,es ESP,31-049,90,3,1,2,66.7,0.9,13,20,65.0,36,4,44.4,37.0,6,66.7,48.3,13,0,0.0,1,14.7,5,2017-2018
Vicente Guaita,es ESP,30-254,90,4,1,3,75.0,0.6,12,35,34.3,29,3,86.2,50.5,10,100.0,64.1,11,0,0.0,0,13.5,5,2017-2018
Raúl Fernández,es ESP,29-192,90,3,0,3,100.0,0.6,13,30,43.3,21,1,90.5,59.5,11,100.0,68.6,22,0,0.0,0,7.0,5,2017-2018
Gerónimo Rulli,ar ARG,25-124,90,9,3,6,77.8,2.8,3,4,75.0,20,5,10.0,25.1,5,40.0,42.0,8,0,0.0,1,26.0,5,2017-2018
