player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Sergi Enrich,9,es ESP,FW,27-201,90,44,0,2,17,25,5,44,2,0,0.0,2,100.0,31,138,17,1,1,1,4,1,36,3,4,2017-2018
Kiké,17,es ESP,FW,27-294,76,24,0,1,9,15,1,24,2,1,50.0,1,50.0,18,86,7,0,1,1,6,1,18,4,4,2017-2018
   Gonzalo Escalante,5,ar ARG,"CM,FW",24-172,14,10,1,2,5,3,0,10,0,0,,0,,4,20,11,0,0,0,0,0,4,0,4,2017-2018
Takashi Inui,8,jp JPN,LM,29-105,90,47,1,7,15,27,2,47,5,2,40.0,3,60.0,27,238,146,4,4,0,3,3,24,8,4,2017-2018
Dani García,14,es ESP,CM,27-114,90,58,1,11,38,9,0,58,1,0,0.0,1,100.0,30,59,11,0,1,0,2,0,26,0,4,2017-2018
Joan Jordán,24,es ESP,"CM,FW",23-071,86,47,0,5,30,12,0,47,1,1,100.0,0,0.0,26,56,32,1,0,0,2,2,26,1,4,2017-2018
   Charles,19,br BRA,FW,33-164,4,3,0,1,1,1,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0,4,2017-2018
Bebé,10,cv CPV,RM,27-065,61,37,0,6,14,18,0,37,3,1,33.3,2,66.7,16,83,24,1,1,0,0,0,11,1,4,2017-2018
   Anaitz Arbilla,18,es ESP,"RB,RM",30-123,29,28,0,5,10,13,0,28,0,0,,0,,7,39,7,0,0,0,2,0,8,0,4,2017-2018
José Ángel,15,es ESP,LB,28-010,90,64,4,16,27,21,0,64,3,1,33.3,2,66.7,35,152,74,3,1,0,1,0,30,2,4,2017-2018
Álex Gálvez,3,es ESP,CB,28-101,90,55,4,29,25,2,1,55,0,0,,0,,26,128,58,1,2,0,0,0,19,0,4,2017-2018
Paulo Oliveira,12,pt POR,CB,25-250,90,45,2,26,18,2,1,45,0,0,,0,,24,97,39,0,0,0,1,0,19,0,4,2017-2018
Ander Capa,7,es ESP,"RB,RM",25-219,90,56,1,11,23,23,2,56,3,3,100.0,0,0.0,33,201,100,5,2,2,1,2,32,5,4,2017-2018
Marko Dmitrović,25,rs SRB,GK,25-234,90,37,25,37,0,0,0,37,0,0,,0,,19,150,112,0,0,0,0,0,10,0,4,2017-2018
Miguel Ángel Guerrero,9,es ESP,FW,27-065,90,23,2,3,12,9,1,23,1,1,100.0,0,0.0,9,124,20,2,2,0,2,3,17,2,4,2017-2018
Naranjo,18,es ESP,"LM,CM",23-049,80,19,0,3,9,7,1,19,0,0,,0,,6,38,24,1,1,0,0,1,13,4,4,2017-2018
   Nordin Amrabat,25,ma MAR,CM,30-168,10,5,0,0,2,3,0,5,0,0,,0,,2,12,5,1,0,0,1,0,3,0,4,2017-2018
