player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Florin Andone,10,ro ROU,FW,24-318,88,0,0,0,0,5,0,1,0,27,1,0,0,0.7,0.7,0.0,1,0,7,12,58.3,0,17,1,3,0,25,2017-2018
   Borja Valle,19,es ESP,FW,25-229,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,25,2017-2018
Adrián López,15,es ESP,LW,30-046,90,0,0,0,0,3,0,0,0,49,1,0,0,0.2,0.2,0.0,4,0,30,38,78.9,4,32,3,4,3,25,2017-2018
Federico Cartabia,9,ar ARG,RW,25-034,64,0,0,0,0,1,0,1,0,28,2,0,0,0.0,0.0,0.0,0,0,17,24,70.8,1,15,2,0,0,25,2017-2018
   Emre Çolak,8,tr TUR,RW,26-279,26,0,0,0,0,1,0,0,0,25,0,0,0,0.0,0.0,0.5,4,0,20,24,83.3,4,23,0,0,0,25,2017-2018
Lucas Pérez,7,es ESP,AM,29-166,90,0,0,0,1,1,1,0,0,55,1,0,1,0.8,0.0,0.3,11,0,30,45,66.7,7,29,6,8,5,25,2017-2018
Pedro Mosquera,5,es ESP,DM,29-308,81,0,0,0,0,1,1,1,0,64,2,1,0,0.0,0.0,0.1,3,0,48,60,80.0,16,38,5,3,3,25,2017-2018
   Sulley Muntari,21,gh GHA,DM,33-180,9,0,0,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,8,50.0,1,3,0,0,0,25,2017-2018
Guilherme,20,br BRA,DM,26-324,90,0,0,0,0,0,0,0,0,64,2,1,0,0.0,0.0,0.0,4,0,42,56,75.0,8,35,0,4,3,25,2017-2018
Luisinho,16,pt POR,LB,32-294,90,0,0,0,0,2,0,0,0,81,4,1,2,0.0,0.0,0.0,1,0,50,68,73.5,4,49,3,2,1,25,2017-2018
Eneko Bóveda,4,es ESP,CB,29-071,90,0,0,0,0,0,0,1,0,69,2,3,3,0.0,0.0,0.0,1,0,46,53,86.8,3,35,0,0,0,25,2017-2018
Fabian Schär,24,ch SUI,CB,26-065,90,0,0,0,0,0,0,1,0,58,0,0,2,0.0,0.0,0.0,0,0,46,53,86.8,2,32,0,0,0,25,2017-2018
Juanfran,2,es ESP,RB,29-165,90,0,0,0,0,2,2,0,0,89,3,0,1,0.0,0.0,0.0,0,0,45,69,65.2,4,42,4,2,2,25,2017-2018
Rubén,13,es ESP,GK,33-246,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,8,20,40.0,0,11,0,0,0,25,2017-2018
Gerard Moreno,7,es ESP,FW,25-322,90,0,0,0,0,2,1,0,0,48,1,0,2,0.1,0.1,0.0,1,0,23,35,65.7,2,24,1,2,2,25,2017-2018
Léo Baptistão,11,br BRA,FW,25-181,68,0,0,0,0,3,0,0,0,30,1,0,0,0.1,0.1,0.1,2,0,13,20,65.0,0,15,3,2,2,25,2017-2018
   Sergio García,9,es ESP,FW,34-259,22,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,5,0,0,0,25,2017-2018
Pablo Piatti,19,ar ARG,LM,28-329,73,0,0,0,0,1,0,0,0,43,2,1,2,0.0,0.0,0.1,3,0,19,32,59.4,4,28,3,4,2,25,2017-2018
   José Manuel Jurado,10,es ESP,LM,31-239,17,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,2,0,2,5,40.0,1,5,1,2,1,25,2017-2018
Carlos Sánchez,8,co COL,CM,32-017,90,0,0,0,0,1,0,0,0,56,2,0,1,0.0,0.0,0.0,4,0,37,47,78.7,7,27,0,1,1,25,2017-2018
Sergi Darder,25,es ESP,CM,24-063,90,0,0,0,0,0,0,0,0,73,3,0,1,0.0,0.0,0.0,0,0,56,63,88.9,3,44,0,2,2,25,2017-2018
Esteban Granero,23,es ESP,RM,30-236,79,0,0,0,0,0,0,0,0,63,2,0,3,0.0,0.0,0.1,2,0,47,53,88.7,8,26,0,2,0,25,2017-2018
   Marc Navarro,2,es ESP,RM,22-236,11,0,0,0,0,1,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,1,4,25.0,0,4,1,0,0,25,2017-2018
Aarón Martín,3,es ESP,LB,20-307,90,0,0,0,0,0,0,0,0,60,0,1,0,0.0,0.0,0.0,0,0,43,53,81.1,1,30,5,1,1,25,2017-2018
Óscar Duarte,6,cr CRC,CB,28-265,90,0,0,0,0,0,0,0,0,51,2,3,0,0.0,0.0,0.0,2,0,28,36,77.8,2,15,1,0,0,25,2017-2018
David López,15,es ESP,CB,28-137,90,0,0,0,0,1,0,0,0,61,6,3,0,0.1,0.1,0.0,1,0,31,43,72.1,4,26,0,0,0,25,2017-2018
Víctor Sánchez,4,es ESP,RB,30-168,90,0,0,0,0,0,0,1,0,91,7,6,0,0.0,0.0,0.0,0,0,50,71,70.4,4,37,0,1,0,25,2017-2018
Diego López,13,es ESP,GK,36-112,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,12,29,41.4,0,13,0,0,0,25,2017-2018
Maxi Gómez,7,uy URU,FW,21-194,90,1,0,0,0,1,1,0,0,33,1,1,0,0.4,0.4,0.0,3,0,13,21,61.9,2,15,0,1,0,25,2017-2018
Pione Sisto,11,dk DEN,LW,23-020,45,0,0,0,0,2,0,0,0,22,1,1,0,0.4,0.4,0.0,0,0,13,15,86.7,1,15,2,3,2,25,2017-2018
   Emre Mor,21,tr TUR,LW,20-215,45,0,1,0,0,1,0,0,0,20,0,1,0,0.0,0.0,0.5,1,1,9,17,52.9,2,13,5,0,0,25,2017-2018
Iago Aspas,10,es ESP,RW,30-207,90,1,0,0,0,2,1,0,0,40,1,0,0,0.6,0.6,0.4,4,0,20,32,62.5,1,20,3,2,2,25,2017-2018
Nemanja Radoja,6,rs SRB,LM,25-018,65,0,0,0,0,0,0,1,0,34,0,0,0,0.0,0.0,0.0,0,0,24,30,80.0,1,15,0,1,1,25,2017-2018
   Pablo Hernández,8,cl CHI,LM,31-123,25,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,3,0,0,0,25,2017-2018
Stanislav Lobotka,14,sk SVK,CM,23-091,90,0,0,0,0,0,0,0,0,39,2,3,0,0.0,0.0,0.0,0,0,25,30,83.3,1,20,0,2,2,25,2017-2018
Daniel Wass,18,dk DEN,RM,28-269,90,0,0,0,0,2,1,0,0,50,1,0,0,0.1,0.1,0.0,2,1,28,40,70.0,4,14,3,0,0,25,2017-2018
Jonny Castro,19,es ESP,LB,23-358,90,0,0,0,0,0,0,0,0,58,2,1,1,0.0,0.0,0.0,2,1,36,47,76.6,3,20,3,0,0,25,2017-2018
Sergi Gómez,20,es ESP,CB,25-333,90,0,0,0,0,0,0,0,0,56,3,1,2,0.0,0.0,0.0,0,0,30,40,75.0,1,13,0,0,0,25,2017-2018
Gustavo Cabral,22,ar ARG,CB,32-133,86,0,0,0,0,0,0,1,0,50,0,2,1,0.0,0.0,0.0,1,0,32,39,82.1,0,17,0,0,0,25,2017-2018
   Facundo Roncaglia,24,ar ARG,CB,31-014,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,25,2017-2018
Hugo Mallo,2,es ESP,RB,26-247,90,0,1,0,0,0,0,0,0,56,2,3,0,0.0,0.0,0.4,2,1,34,51,66.7,4,15,2,1,1,25,2017-2018
Rubén Blanco,13,es ESP,GK,22-214,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,23,47,48.9,0,20,0,0,0,25,2017-2018
Charles,19,br BRA,FW,33-326,90,0,0,0,0,4,0,0,0,28,0,0,0,0.2,0.2,0.1,0,0,17,21,81.0,1,24,1,2,1,25,2017-2018
Kiké,17,es ESP,FW,28-091,90,0,0,0,0,3,0,0,0,48,0,0,1,0.3,0.3,0.1,5,0,30,37,81.1,5,42,1,1,1,25,2017-2018
Takashi Inui,8,jp JPN,LM,29-267,90,0,0,0,0,3,0,0,0,34,0,1,2,0.7,0.7,0.0,0,0,18,25,72.0,0,24,3,1,0,25,2017-2018
Joan Jordán,24,es ESP,CM,23-233,90,0,0,0,0,1,1,0,0,56,1,0,2,0.1,0.1,0.1,3,0,39,49,79.6,5,34,0,1,1,25,2017-2018
Papakouli Diop,3,sn SEN,CM,31-342,90,0,0,0,0,0,0,1,0,41,1,2,0,0.0,0.0,0.0,2,0,22,34,64.7,5,28,3,0,0,25,2017-2018
Iván Alejo,20,es ESP,RM,23-014,60,0,0,0,0,1,1,0,0,22,0,0,0,0.0,0.0,0.1,2,0,10,15,66.7,2,16,1,2,1,25,2017-2018
   Pedro León,21,es ESP,RM,31-092,30,0,0,0,0,1,0,0,0,20,2,0,0,0.0,0.0,0.0,2,0,11,16,68.8,1,13,0,0,0,25,2017-2018
José Ángel,15,es ESP,LB,28-172,83,0,0,0,0,0,0,1,0,63,0,1,2,0.0,0.0,0.6,4,0,37,56,66.1,5,29,3,0,0,25,2017-2018
   David Juncà,23,es ESP,LB,24-100,7,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,1,6,2,0,0,25,2017-2018
Anaitz Arbilla,18,es ESP,CB,30-285,90,0,0,0,0,0,0,0,0,61,0,5,0,0.0,0.0,0.1,5,0,40,54,74.1,6,38,2,1,1,25,2017-2018
Paulo Oliveira,12,pt POR,CB,26-047,90,0,0,0,0,1,0,1,0,26,2,1,0,0.2,0.2,0.0,0,0,13,19,68.4,1,12,0,0,0,25,2017-2018
Rubén Peña,11,es ESP,RB,26-221,72,0,0,0,0,1,0,0,0,50,2,1,1,0.0,0.0,0.3,2,0,30,45,66.7,5,28,2,0,0,25,2017-2018
   Ander Capa,7,es ESP,RB,26-016,18,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,9,11,81.8,2,8,0,0,0,25,2017-2018
Marko Dmitrović,25,rs SRB,GK,26-031,90,0,0,0,0,0,0,0,0,36,1,0,0,0.0,0.0,0.0,0,0,12,32,37.5,0,17,0,0,0,25,2017-2018
Cristiano Ronaldo,7,pt POR,FW,33-019,90,2,0,0,0,8,4,0,0,52,0,1,0,0.7,0.7,0.1,6,1,33,40,82.5,7,37,7,2,1,25,2017-2018
Karim Benzema,9,fr FRA,FW,30-067,90,1,2,1,1,3,0,0,0,58,1,0,4,1.2,0.5,0.7,11,3,42,46,91.3,8,37,5,3,3,25,2017-2018
Gareth Bale,11,wls WAL,LM,28-223,90,1,0,0,0,3,1,0,0,72,1,2,0,0.4,0.4,0.2,5,2,43,55,78.2,9,57,5,9,7,25,2017-2018
Mateo Kovačić,23,hr CRO,CM,23-294,72,0,0,0,0,2,0,0,0,72,3,0,1,0.1,0.1,0.1,3,0,56,61,91.8,13,52,3,5,5,25,2017-2018
   Dani Ceballos,24,es ESP,CM,21-201,18,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,1,0,24,24,100.0,4,18,1,1,1,25,2017-2018
