Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Diego López,es ESP,36-116,90,5,0,5,100.0,1.4,3,17,17.6,21,5,47.6,37.8,8,87.5,56.9,20,0,0.0,0,,26,2017-2018
Keylor Navas,cr CRC,31-074,90,7,1,6,85.7,1.4,1,8,12.5,25,4,8.0,26.8,9,66.7,47.6,13,0,0.0,0,6.8,26,2017-2018
Yassine Bounou,ma MAR,26-328,90,2,0,2,100.0,0.1,6,19,31.6,13,1,69.2,44.3,10,100.0,58.7,15,0,0.0,0,9.0,26,2017-2018
Rubén Blanco,es ESP,22-217,90,2,1,1,50.0,0.1,5,13,38.5,19,3,42.1,33.1,6,83.3,61.7,16,0,0.0,0,7.7,26,2017-2018
Emiliano Martínez,ar ARG,25-179,90,1,0,1,100.0,0.1,10,24,41.7,13,0,84.6,55.7,13,100.0,65.4,22,1,4.5,1,10.8,26,2017-2018
Rubén,es ESP,33-251,90,5,3,3,40.0,1.8,3,9,33.3,11,8,18.2,25.4,12,58.3,50.6,19,0,0.0,0,,26,2017-2018
Roberto,es ESP,32-018,90,4,1,3,75.0,1.8,14,21,66.7,19,0,84.2,52.3,5,100.0,71.2,10,0,0.0,2,15.3,26,2017-2018
Sergio Rico,es ESP,24-180,90,0,0,0,,0.0,5,16,31.3,18,3,33.3,35.6,12,83.3,58.0,19,1,5.3,2,14.1,26,2017-2018
Kepa Arrizabalaga,es ESP,23-148,90,4,1,3,75.0,0.8,10,26,38.5,37,2,67.6,45.2,2,50.0,49.5,5,0,0.0,1,18.0,26,2017-2018
Neto,br BRA,28-224,90,4,1,2,75.0,2.2,8,20,40.0,13,1,76.9,51.8,11,90.9,59.1,21,0,0.0,0,3.0,26,2017-2018
Marko Dmitrović,rs SRB,26-035,90,3,0,3,100.0,0.5,13,28,46.4,28,2,71.4,55.0,8,100.0,76.9,9,1,11.1,2,19.1,26,2017-2018
Sergio Asenjo,es ESP,28-245,90,1,1,0,0.0,0.8,5,19,26.3,20,5,60.0,44.6,9,77.8,57.1,20,1,5.0,0,5.5,26,2017-2018
Jan Oblak,si SVN,25-052,90,2,0,2,100.0,0.5,4,5,80.0,11,3,36.4,30.4,4,25.0,33.0,10,1,10.0,2,18.0,26,2017-2018
Iván Cuéllar,es ESP,33-277,90,8,4,4,50.0,3.1,2,14,14.3,22,5,40.9,39.0,5,100.0,64.0,9,0,0.0,0,12.0,26,2017-2018
Antonio Adán,es ESP,30-292,90,5,0,5,100.0,1.7,8,24,33.3,44,8,50.0,39.3,5,40.0,41.6,22,1,4.5,0,9.3,26,2017-2018
Miguel Ángel Moyá,es ESP,33-333,90,5,0,5,100.0,0.7,7,19,36.8,32,3,40.6,36.6,7,85.7,57.3,12,0,0.0,2,16.1,26,2017-2018
Leandro Chichizola,ar ARG,27-339,90,4,1,3,75.0,1.8,4,18,22.2,32,3,43.8,37.2,12,33.3,42.1,11,0,0.0,5,24.4,26,2017-2018
Marc-André ter Stegen,de GER,25-305,90,1,1,0,100.0,1.0,9,18,50.0,33,3,33.3,32.6,10,70.0,47.4,8,0,0.0,3,27.0,26,2017-2018
Fernando Pacheco,es ESP,25-287,90,1,0,1,100.0,0.3,5,8,62.5,15,5,26.7,29.0,5,80.0,55.4,8,1,12.5,1,17.2,26,2017-2018
Oier Olazábal,es ESP,28-168,90,5,1,4,80.0,0.6,10,33,30.3,24,0,83.3,52.6,13,100.0,58.8,22,2,9.1,0,8.3,26,2017-2018
