Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Yassine Bounou,ma MAR,26-338,90,4,0,4,100.0,1.0,5,24,20.8,21,3,76.2,45.9,8,100.0,61.3,13,0,0.0,0,3.0,28,2017-2018
Rubén,es ESP,33-260,90,6,2,4,66.7,1.7,2,5,40.0,18,7,22.2,33.3,1,100.0,63.0,12,0,0.0,0,11.0,28,2017-2018
Marko Dmitrović,rs SRB,26-045,90,6,2,4,66.7,1.8,10,24,41.7,24,4,62.5,47.0,9,100.0,75.6,14,0,0.0,3,23.3,28,2017-2018
Keylor Navas,cr CRC,31-085,90,3,1,2,66.7,0.7,4,17,23.5,24,3,37.5,33.3,9,88.9,64.1,26,0,0.0,5,21.0,28,2017-2018
Sergio Rico,es ESP,24-190,90,5,2,3,60.0,2.5,2,7,28.6,17,7,17.6,26.8,6,66.7,50.0,4,0,0.0,0,4.0,28,2017-2018
Neto,br BRA,28-234,90,5,0,5,100.0,1.2,12,31,38.7,20,4,75.0,49.6,16,100.0,65.8,31,2,6.5,0,6.3,28,2017-2018
Vicente Guaita,es ESP,31-059,90,3,1,2,66.7,0.9,5,23,21.7,14,0,78.6,52.9,13,92.3,61.8,22,1,4.5,1,12.3,28,2017-2018
Oier Olazábal,es ESP,28-177,90,3,0,3,100.0,0.2,8,21,38.1,17,2,82.4,54.7,9,77.8,52.1,13,2,15.4,1,11.0,28,2017-2018
Roberto,es ESP,32-028,90,9,2,7,77.8,2.1,12,33,36.4,24,2,83.3,60.4,13,100.0,69.4,11,1,9.1,0,10.5,28,2017-2018
Marc-André ter Stegen,de GER,25-314,90,2,0,2,100.0,0.4,3,3,100.0,23,9,8.7,23.5,4,25.0,37.5,11,0,0.0,1,15.7,28,2017-2018
Pau López,es ESP,23-088,90,5,1,4,80.0,0.7,6,12,50.0,14,6,42.9,38.6,8,75.0,55.9,9,2,22.2,0,3.5,28,2017-2018
Miguel Ángel Moyá,es ESP,33-343,90,6,2,3,66.7,1.9,12,18,66.7,41,7,34.1,34.5,8,50.0,37.9,18,3,16.7,2,15.0,28,2017-2018
Jan Oblak,si SVN,25-063,90,2,0,2,100.0,0.1,4,10,40.0,9,1,77.8,48.1,4,75.0,47.8,17,0,0.0,0,12.0,28,2017-2018
Rubén Blanco,es ESP,22-229,90,3,3,0,0.0,2.6,11,20,55.0,38,4,34.2,35.2,10,70.0,46.9,14,1,7.1,3,16.4,28,2017-2018
Leandro Chichizola,ar ARG,27-349,90,4,2,2,75.0,1.9,5,10,50.0,40,10,17.5,29.2,9,33.3,35.7,6,0,0.0,4,17.5,28,2017-2018
Sergio Asenjo,es ESP,28-256,90,3,0,3,100.0,0.3,7,18,38.9,13,6,61.5,37.8,10,100.0,60.6,22,2,9.1,0,3.5,28,2017-2018
Kepa Arrizabalaga,es ESP,23-159,90,1,0,1,100.0,0.3,19,33,57.6,30,5,66.7,44.8,14,92.9,63.9,28,1,3.6,0,7.0,28,2017-2018
Iván Cuéllar,es ESP,33-288,90,5,2,3,60.0,1.4,10,24,41.7,19,1,73.7,46.5,10,100.0,64.4,16,1,6.3,0,4.3,28,2017-2018
Fernando Pacheco,es ESP,25-298,90,4,3,1,25.0,1.7,9,20,45.0,23,1,73.9,44.5,3,100.0,56.0,5,0,0.0,1,21.7,28,2017-2018
Antonio Adán,es ESP,30-303,90,1,1,0,0.0,0.8,6,24,25.0,39,3,43.6,37.8,12,58.3,43.8,22,1,4.5,0,14.5,28,2017-2018
