player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Luuk de Jong,9,nl NED,FW,30-035,70,0,0,0,0,3,0,0,0,0,0,0,0,3,1,2,33.3,4,2020-2021
   Youssef En-Nesyri,15,ma MAR,FW,23-122,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,4,2020-2021
Munir El Haddadi,11,ma MAR,LW,25-030,69,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,,4,2020-2021
   Óliver Torres,21,es ESP,LM,25-326,21,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,,4,2020-2021
Lucas Ocampos,5,ar ARG,"RW,LW",26-082,85,1,0,0,1,3,1,1,0,1,0,0,0,3,2,1,66.7,4,2020-2021
   Franco Vázquez,22,ar ARG,LW,31-222,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,4,2020-2021
Joan Jordán,8,es ESP,"LM,RM",26-087,85,0,0,0,4,1,0,2,1,2,0,0,0,4,0,0,,4,2020-2021
   Óscar Rodríguez Arnaiz,14,es ESP,RM,22-095,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100.0,4,2020-2021
Fernando,25,br BRA,CM,33-068,90,1,0,0,0,2,0,0,0,2,0,0,0,7,3,0,100.0,4,2020-2021
Ivan Rakitić,10,hr CRO,RM,32-205,60,1,0,0,1,1,0,2,0,1,0,0,0,3,1,2,33.3,4,2020-2021
   Suso,7,es ESP,"RW,RM",26-317,30,0,0,0,1,0,0,3,0,2,0,0,0,2,0,0,,4,2020-2021
Sergio Escudero,18,es ESP,LB,31-029,90,0,0,0,1,1,0,5,1,1,0,0,0,3,1,2,33.3,4,2020-2021
Diego Carlos,20,br BRA,CB,27-200,90,1,0,0,2,1,0,0,3,1,0,0,0,5,1,0,100.0,4,2020-2021
Jules Koundé,12,fr FRA,CB,21-324,90,1,0,0,2,1,0,0,1,0,0,0,0,7,2,1,66.7,4,2020-2021
Jesús Navas,16,es ESP,RB,34-315,90,1,0,0,1,1,0,9,2,1,0,0,0,9,0,0,,4,2020-2021
Yassine Bounou,13,ma MAR,GK,29-179,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,4,2020-2021
Gonzalo Melero,22,es ESP,FW,26-273,76,0,0,0,3,3,0,0,0,0,0,0,0,1,2,4,33.3,4,2020-2021
   Sergio Postigo,15,es ESP,RB,31-332,14,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,100.0,4,2020-2021
José Luis Morales,11,es ESP,FW,33-070,76,0,0,0,1,1,1,2,1,0,0,0,0,4,2,2,50.0,4,2020-2021
   Roger Martí,9,es ESP,FW,29-272,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,4,2020-2021
José Campaña,24,es ESP,"LM,RM",27-123,90,0,0,0,0,2,0,6,0,1,0,0,0,7,1,0,100.0,4,2020-2021
Nikola Vukčević,17,me MNE,CM,28-293,90,0,0,0,3,2,0,0,0,1,0,0,0,1,1,0,100.0,4,2020-2021
Nemanja Radoja,5,rs SRB,CM,27-238,62,0,0,0,2,0,0,0,2,0,0,0,0,4,1,0,100.0,4,2020-2021
   Mickael Malsa,12,mq MTQ,CM,24-355,28,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0.0,4,2020-2021
Enis Bardhi,10,mk MKD,RM,25-091,61,0,0,0,2,1,0,0,2,1,0,0,0,5,0,2,0.0,4,2020-2021
   Jorge de Frutos,18,es ESP,"FW,LM",23-224,29,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0.0,4,2020-2021
