player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Shinji Okazaki,12,jp JPN,FW,34-157,90,15,12,3,0,0,0,0,0,0,0,0,0,12,0,0,2,2020-2021
David Ferreiro,7,es ESP,LW,32-172,72,25,22,3,1,0,0,5,0,2,1,1,0,15,0,1,2,2020-2021
   Dani Escriche,23,es ESP,LW,22-180,18,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2020-2021
Rafa Mir,9,es ESP,RW,23-094,52,11,11,0,0,0,0,0,0,0,0,0,0,5,0,2,2,2020-2021
   Sergio Gómez,10,es ESP,"AM,RW",20-016,38,26,20,4,4,0,1,3,0,0,0,0,0,18,2,0,2,2020-2021
Juan Carlos,21,es ESP,AM,29-189,51,15,15,0,0,1,0,0,0,0,0,0,0,11,0,1,2,2020-2021
   Borja García,24,es ESP,"DM,AM",29-323,39,26,26,0,0,0,0,0,0,0,0,0,0,25,0,1,2,2020-2021
Pedro Mosquera,5,es ESP,DM,32-152,90,74,71,3,3,0,1,1,0,0,0,0,0,70,0,1,2,2020-2021
Eugeni Valderrama,8,es ESP,DM,26-063,52,47,44,2,2,0,1,0,0,0,0,0,0,40,1,0,2,2020-2021
   Joaquín Muñoz,6,es ESP,"RW,DM",21-194,38,14,9,4,0,0,0,1,4,0,0,0,0,8,1,2,2,2020-2021
Javi Galán,11,es ESP,LB,25-306,90,63,51,12,1,0,0,7,11,0,0,0,0,54,0,1,2,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-004,90,111,109,2,2,0,1,0,0,0,0,0,0,92,0,0,2,2020-2021
Jorge Pulido,14,es ESP,CB,29-165,90,111,107,4,4,0,0,0,0,0,0,0,0,100,0,1,2,2020-2021
Pablo Maffeo,3,es ESP,RB,23-070,90,69,56,13,3,0,0,5,10,0,0,0,0,57,0,3,2,2020-2021
Andrés Fernández,25,es ESP,GK,33-278,90,26,23,3,0,0,0,0,0,0,0,0,0,22,0,0,2,2020-2021
Álvaro Negredo,18,es ESP,FW,35-031,68,7,6,1,0,0,1,1,0,0,0,0,0,4,0,0,2,2020-2021
   Filip Malbašić,24,rs SRB,FW,27-307,22,4,3,1,0,0,0,1,0,1,0,0,0,2,0,0,2,2020-2021
Jorge Pombo,11,es ESP,LW,26-211,90,15,15,0,0,0,1,1,0,0,0,0,0,10,0,0,2,2020-2021
Salvi,7,es ESP,RW,29-174,80,19,16,3,0,0,0,4,3,0,0,0,0,9,0,1,2,2020-2021
   Iván Alejo,14,es ESP,RW,25-223,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020-2021
Álex Fernández,8,es ESP,AM,27-341,90,28,26,2,2,0,0,5,0,0,0,0,0,19,0,1,2,2020-2021
Jens Jønsson,2,dk DEN,DM,27-254,45,15,14,1,1,0,0,0,0,0,0,0,0,11,0,1,2,2020-2021
   Yann Bodiger,12,fr FRA,DM,25-224,45,14,14,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2020-2021
