player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Álex Remiro,es ESP,26-025,90,6,2,4,66.7,2.3,6,20,30.0,26,4,50.0,37.8,8,87.5,56.5,13,1,7.7,2,19.7,33,2020-2021
Yassine Bounou,ma MAR,30-013,90,2,1,1,50.0,0.6,3,15,20.0,28,4,46.4,36.5,2,100.0,58.5,21,0,0.0,0,2.0,33,2020-2021
Sergio Herrera,es ESP,27-317,90,2,0,2,100.0,0.1,10,21,47.6,22,3,63.6,46.2,7,100.0,60.9,24,2,8.3,1,10.5,33,2020-2021
Paulo Gazzaniga,ar ARG,29-106,90,3,2,2,33.3,0.9,11,18,61.1,21,2,57.1,42.2,7,85.7,62.1,11,0,0.0,1,27.0,33,2020-2021
Jan Oblak,si SVN,28-101,90,0,0,0,,0.0,6,11,54.5,27,5,37.0,36.0,4,25.0,17.8,8,0,0.0,0,,33,2020-2021
Marko Dmitrović,rs SRB,29-084,90,7,5,2,28.6,3.0,7,27,25.9,28,2,75.0,51.4,6,100.0,73.0,11,3,27.3,3,16.2,33,2020-2021
Fernando Pacheco,es ESP,28-335,90,1,0,1,100.0,0.2,2,6,33.3,17,4,35.3,29.1,8,0.0,24.8,20,0,0.0,2,22.7,33,2020-2021
Andrés Fernández,es ESP,34-122,90,2,1,1,50.0,0.8,3,11,27.3,31,7,32.3,30.8,8,12.5,22.4,21,0,0.0,2,33.3,33,2020-2021
Jeremías Ledesma,ar ARG,28-064,90,4,0,4,100.0,0.4,12,32,37.5,25,2,96.0,60.6,8,100.0,67.3,23,2,8.7,0,7.3,33,2020-2021
Iván Villar,es ESP,23-283,90,2,0,2,100.0,0.4,1,3,33.3,19,5,15.8,21.7,4,0.0,22.3,10,0,0.0,3,23.6,33,2020-2021
Claudio Bravo,cl CHI,38-005,90,3,2,1,66.7,1.4,3,11,27.3,20,3,40.0,36.3,9,33.3,39.8,11,0,0.0,1,17.0,33,2020-2021
Jaume Doménech,es ESP,30-164,90,5,2,3,60.0,1.5,2,12,16.7,26,4,30.8,31.9,7,57.1,39.7,13,1,7.7,2,19.8,33,2020-2021
Aitor Fernández,es ESP,29-350,90,7,5,4,28.6,3.4,3,10,30.0,28,6,32.1,32.6,3,33.3,36.3,7,0,0.0,0,15.0,33,2020-2021
Sergio Asenjo,es ESP,31-294,90,3,1,2,66.7,1.0,5,12,41.7,36,7,16.7,26.8,9,66.7,48.8,16,1,6.3,0,11.2,33,2020-2021
David Soria,es ESP,28-014,90,1,0,1,100.0,0.2,11,20,55.0,17,1,88.2,53.2,5,100.0,58.0,16,0,0.0,1,23.5,33,2020-2021
Thibaut Courtois,be BEL,28-342,90,6,0,6,100.0,0.9,3,12,25.0,30,10,20.0,31.9,9,66.7,55.9,25,2,8.0,1,11.7,33,2020-2021
Sergio Herrera,es ESP,27-320,90,5,1,4,80.0,1.3,6,24,25.0,26,5,61.5,44.3,8,100.0,70.0,16,1,6.3,2,16.4,31,2020-2021
Jaume Doménech,es ESP,30-167,90,9,3,5,77.8,3.4,6,12,50.0,24,5,37.5,30.9,8,37.5,28.8,18,0,0.0,0,7.0,31,2020-2021
Cárdenas,es ESP,24-024,90,3,1,2,66.7,1.8,3,7,42.9,25,3,24.0,29.0,6,16.7,23.0,14,0,0.0,2,23.5,31,2020-2021
Yassine Bounou,ma MAR,30-016,90,1,0,1,100.0,0.0,7,15,46.7,35,2,40.0,32.5,4,25.0,27.5,12,0,0.0,1,19.0,31,2020-2021
