player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Alexander Isak,19,se SWE,FW,21-228,82,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,50.0,35,2020-2021
   Jon Bautista,25,es ESP,FW,25-308,8,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,,35,2020-2021
Mikel Oyarzabal,10,es ESP,LW,24-016,90,0,0,0,0,3,0,5,0,0,0,0,0,7,0,1,0.0,35,2020-2021
Adnan Januzaj,11,be BEL,RW,26-091,86,0,0,0,0,3,0,8,0,0,0,0,0,2,0,1,0.0,35,2020-2021
   Portu,7,es ESP,RW,28-351,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,35,2020-2021
David Silva,21,es ESP,AM,35-119,90,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,,35,2020-2021
Jon Guridi,14,es ESP,DM,26-068,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35,2020-2021
   Ander Barrenetxea,22,es ESP,DM,19-131,45,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0.0,35,2020-2021
Ander Guevara,16,es ESP,DM,23-304,45,1,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0.0,35,2020-2021
   Martín Zubimendi,36,es ESP,DM,22-094,45,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0,35,2020-2021
Nacho Monreal,20,es ESP,LB,35-070,90,0,0,0,1,0,0,2,0,1,0,0,0,5,0,1,0.0,35,2020-2021
Robin Le Normand,24,es ESP,CB,24-177,90,0,0,0,0,1,0,0,1,0,0,0,0,5,8,1,88.9,35,2020-2021
Aritz Elustondo,6,es ESP,CB,27-040,90,0,0,0,1,1,0,0,0,2,0,0,0,10,9,1,90.0,35,2020-2021
Andoni Gorosabel,18,es ESP,RB,24-276,90,0,0,0,1,0,0,3,2,1,0,0,0,5,0,0,,35,2020-2021
Álex Remiro,1,es ESP,GK,26-044,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,35,2020-2021
Lucas Boyé,9,ar ARG,FW,25-068,66,0,0,0,2,2,0,0,0,2,0,0,0,2,1,7,12.5,35,2020-2021
   Guido Carrillo,21,ar ARG,FW,29-347,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,25.0,35,2020-2021
Pere Milla,10,es ESP,"LM,FW",28-226,84,0,0,0,0,3,0,0,2,1,0,0,0,7,2,4,33.3,35,2020-2021
   Emiliano Rigoni,22,ar ARG,RM,28-092,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35,2020-2021
Fidel,16,es ESP,"CM,LM",31-192,45,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,35,2020-2021
   Iván Marcone,4,ar ARG,CM,30-338,45,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,,35,2020-2021
Raúl Guti,14,es ESP,CM,24-128,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,35,2020-2021
Omenuke Mfulu,6,cd COD,CM,27-048,84,0,0,0,1,0,0,0,1,2,0,0,0,6,0,1,0.0,35,2020-2021
   Luismi,15,es ESP,CM,29-002,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,35,2020-2021
Josan,17,es ESP,RM,31-155,66,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,,35,2020-2021
   Pablo Piatti,20,ar ARG,"RM,LM",32-037,24,0,0,0,2,0,0,0,1,0,0,0,0,5,0,1,0.0,35,2020-2021
Helibelton Palacios,18,co COL,LB,27-330,90,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,75.0,35,2020-2021
Dani Calvo,12,es ESP,CB,27-036,90,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,,35,2020-2021
Gonzalo Verdú,5,es ESP,CB,32-198,90,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,50.0,35,2020-2021
Antonio Barragán,19,es ESP,RB,33-329,90,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0.0,35,2020-2021
Paulo Gazzaniga,1,ar ARG,GK,29-125,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35,2020-2021
Joselu,9,es ESP,FW,31-042,90,0,0,0,0,2,1,1,0,1,0,0,0,2,5,2,71.4,35,2020-2021
Luis Rioja,11,es ESP,"LW,LB",27-204,90,1,0,0,2,3,0,5,1,0,0,0,0,4,2,0,100.0,35,2020-2021
Pere Pons,20,es ESP,RW,28-077,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,35,2020-2021
   Lucas Pérez,7,es ESP,"AM,FW,LM",32-240,45,0,0,0,0,0,1,5,0,0,0,0,0,4,0,1,0.0,35,2020-2021
Jota,24,es ESP,AM,29-326,66,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,,35,2020-2021
   Facundo Pellistri,37,uy URU,"RM,RW",19-139,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,35,2020-2021
Rodrigo Battaglia,6,ar ARG,"DM,CM",29-300,90,1,0,0,2,3,0,0,0,0,0,0,0,5,0,0,,35,2020-2021
Tomás Pina Isla,8,es ESP,"DM,CM",33-206,85,0,0,0,3,1,0,0,2,1,0,0,0,1,0,1,0.0,35,2020-2021
   Martin Agirregabiria,21,es ESP,"CM,RB",24-363,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,35,2020-2021
Rubén Duarte,3,es ESP,LB,25-202,73,0,0,0,1,3,0,6,2,2,0,0,0,1,1,2,33.3,35,2020-2021
   Édgar Méndez,16,es ESP,"LM,LW",31-126,17,0,0,0,0,1,0,4,0,0,0,0,0,2,2,1,66.7,35,2020-2021
Florian Lejeune,22,fr FRA,CB,29-353,90,0,0,0,0,0,0,0,0,2,0,0,0,11,5,0,100.0,35,2020-2021
Víctor Laguardia,5,es ESP,CB,31-184,90,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,50.0,35,2020-2021
Ximo Navarro,23,es ESP,RB,31-105,85,0,0,0,2,3,0,0,0,1,0,0,0,2,2,0,100.0,35,2020-2021
   Deyverson,14,br BRA,"RB,RW",30-000,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,35,2020-2021
Fernando Pacheco,1,es ESP,GK,28-355,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,35,2020-2021
Dani Gómez,21,es ESP,FW,22-282,82,0,0,0,3,2,0,1,0,0,0,0,0,1,0,5,0.0,35,2020-2021
   Óscar Duarte,6,cr CRC,CB,31-339,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,35,2020-2021
Álex Cantero,29,es ESP,FW,20-334,72,1,0,0,2,1,1,1,0,0,0,0,0,3,0,1,0.0,35,2020-2021
   Son,2,es ESP,"RM,FW",27-039,18,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,,35,2020-2021
José Luis Morales,11,es ESP,LM,33-289,55,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.0,35,2020-2021
   Enis Bardhi,10,mk MKD,LM,25-310,35,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,35,2020-2021
Gonzalo Melero,22,es ESP,CM,27-126,82,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,50.0,35,2020-2021
   Cheick Doukouré,25,ci CIV,CM,28-239,8,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0.0,35,2020-2021
