player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Fernando Niño,34,es ESP,FW,20-059,81,0,0,0,1,2,0,0,0,0,0,0,0,2,2,2,50.0,15,2020-2021
   Samuel Chukwueze,11,ng NGA,RW,21-214,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,15,2020-2021
Moi Gómez,23,es ESP,"LW,RM,LM",26-182,90,0,0,0,3,1,0,0,0,0,0,0,0,7,0,1,0.0,15,2020-2021
Gerard Moreno,7,es ESP,"RW,FW",28-259,90,1,0,0,3,3,1,1,0,1,0,0,0,2,3,1,75.0,15,2020-2021
Daniel Parejo,5,es ESP,"LM,CM",31-250,90,0,0,0,1,2,0,4,0,1,0,0,0,7,1,0,100.0,15,2020-2021
Juan Foyth,8,ar ARG,CM,22-345,65,0,0,0,0,0,0,0,2,2,0,0,0,2,2,1,66.7,15,2020-2021
   Yeremi Pino,30,es ESP,"LM,LW",18-063,25,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,,15,2020-2021
Manu Trigueros,14,es ESP,"RM,CM",29-066,90,0,0,0,1,3,0,1,0,1,0,0,0,8,1,2,33.3,15,2020-2021
Alfonso Pedraza,24,es ESP,LB,24-257,81,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,,15,2020-2021
   Pervis Estupiñán,15,ec ECU,LB,22-336,9,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,,15,2020-2021
Pau Torres,4,es ESP,CB,23-341,90,0,0,0,0,1,0,0,0,0,0,0,0,7,4,3,57.1,15,2020-2021
Raúl Albiol,3,es ESP,CB,35-109,90,0,0,0,0,1,0,0,0,1,0,0,0,5,3,0,100.0,15,2020-2021
Mario Gaspar,2,es ESP,RB,30-028,23,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0.0,15,2020-2021
   Rubén Peña,20,es ESP,RB,29-157,67,0,0,0,0,2,0,11,0,4,0,0,0,4,1,1,50.0,15,2020-2021
Sergio Asenjo,1,es ESP,GK,31-177,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,15,2020-2021
Iñaki Williams,9,gh GHA,FW,26-190,77,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.0,15,2020-2021
   Raúl García,22,es ESP,FW,34-164,13,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,50.0,15,2020-2021
Álex Berenguer,12,es ESP,LW,25-171,83,1,0,0,3,0,1,8,0,1,0,0,0,1,0,1,0.0,15,2020-2021
   Iñigo Lekue,15,es ESP,LW,27-232,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,15,2020-2021
