player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Andrés Fernández,es ESP,33-278,90,4,2,2,50.0,1.6,3,7,42.9,23,4,26.1,25.4,3,33.3,38.3,9,1,11.1,1,14.5,2,2020-2021
Alberto Cifuentes,es ESP,41-114,90,1,0,0,100.0,0.2,7,33,21.2,28,1,92.9,58.5,7,100.0,67.3,17,0,0.0,0,,2,2020-2021
Rui Silva,pt POR,26-226,90,3,1,2,66.7,1.0,4,17,23.5,26,4,50.0,40.2,6,66.7,47.7,14,1,7.1,2,16.5,2,2020-2021
Fernando Pacheco,es ESP,28-125,90,3,2,1,33.3,1.9,6,16,37.5,13,2,69.2,46.2,10,70.0,45.0,18,0,0.0,2,16.0,2,2020-2021
Claudio Bravo,cl CHI,37-160,90,2,0,2,100.0,0.5,4,15,26.7,21,4,61.9,48.2,2,100.0,62.0,13,0,0.0,0,,2,2020-2021
Roberto,es ESP,34-223,90,6,2,4,83.3,1.7,6,19,31.6,25,4,48.0,41.9,9,77.8,54.7,14,0,0.0,1,35.0,2,2020-2021
Álex Remiro,es ESP,25-180,90,4,0,4,100.0,0.3,8,16,50.0,29,3,37.9,34.7,7,71.4,45.6,18,0,0.0,3,24.5,2,2020-2021
Thibaut Courtois,be BEL,28-132,90,1,0,1,100.0,0.4,2,9,22.2,31,4,19.4,29.7,6,50.0,36.8,7,0,0.0,0,,2,2020-2021
Fernando Pacheco,es ESP,28-131,90,4,0,4,100.0,0.4,16,26,61.5,23,1,82.6,51.6,7,100.0,63.6,18,1,5.6,4,18.5,3,2020-2021
David Soria,es ESP,27-175,90,0,0,0,,0.0,12,34,35.3,32,0,81.3,52.3,9,88.9,54.7,8,1,12.5,5,21.1,3,2020-2021
Jaume Doménech,es ESP,29-326,90,4,1,3,75.0,0.9,11,15,73.3,25,6,32.0,30.0,13,53.8,41.4,25,1,4.0,0,9.7,3,2020-2021
Andrés Fernández,es ESP,33-284,90,2,1,1,50.0,0.7,5,14,35.7,24,4,41.7,38.3,6,66.7,48.8,17,1,5.9,0,6.0,3,2020-2021
Édgar Badía,es ESP,28-227,90,7,3,4,71.4,2.8,5,15,33.3,30,4,23.3,28.5,9,88.9,52.3,27,0,0.0,3,14.7,3,2020-2021
Álex Remiro,es ESP,25-186,90,2,0,2,100.0,1.5,3,6,50.0,18,0,27.8,32.4,2,50.0,37.0,11,0,0.0,1,17.7,3,2020-2021
Joel Robles,es ESP,30-101,90,4,3,2,50.0,2.3,7,21,33.3,25,3,68.0,46.2,8,50.0,41.8,12,0,0.0,3,22.2,3,2020-2021
Thibaut Courtois,be BEL,28-138,90,5,2,3,60.0,2.0,0,3,0.0,27,4,7.4,26.3,8,12.5,32.5,9,2,22.2,1,10.7,3,2020-2021
Sergio Herrera,es ESP,27-114,90,5,3,1,40.0,3.0,15,32,46.9,34,6,61.8,43.8,11,100.0,63.1,14,0,0.0,3,23.8,3,2020-2021
Aitor Fernández,es ESP,29-147,90,3,1,2,66.7,0.6,3,17,17.6,17,2,76.5,49.5,9,44.4,39.2,12,0,0.0,4,21.2,3,2020-2021
Marko Dmitrović,rs SRB,28-247,90,5,2,3,60.0,2.4,10,26,38.5,22,4,72.7,53.7,10,100.0,70.4,12,0,0.0,0,10.7,3,2020-2021
Unai Simón,es ESP,23-108,90,1,1,0,0.0,0.3,16,37,43.2,39,3,71.8,46.4,9,100.0,69.2,25,0,0.0,2,22.5,3,2020-2021
