player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Claudio Bravo,cl CHI,38-008,90,4,0,4,100.0,0.3,15,34,44.1,32,2,78.1,48.7,9,100.0,63.9,19,1,5.3,2,14.0,31,2020-2021
Unai Simón,es ESP,23-314,90,2,0,2,100.0,0.2,0,0,,15,5,0.0,18.9,5,0.0,19.0,11,1,9.1,0,10.0,31,2020-2021
Fernando Pacheco,es ESP,28-338,90,4,1,3,75.0,1.2,8,18,44.4,22,1,54.5,42.1,9,66.7,44.9,13,0,0.0,0,13.0,31,2020-2021
Gerónimo Rulli,ar ARG,28-336,90,4,2,2,50.0,1.6,5,6,83.3,39,9,15.4,24.2,6,0.0,23.0,13,0,0.0,0,15.0,31,2020-2021
Paulo Gazzaniga,ar ARG,29-109,90,4,1,3,75.0,1.0,6,18,33.3,18,3,72.2,56.2,5,100.0,72.0,19,0,0.0,0,1.0,31,2020-2021
Jordi Masip,es ESP,32-108,90,3,1,2,66.7,1.7,10,25,40.0,31,5,67.7,48.5,5,80.0,57.4,11,0,0.0,0,12.0,31,2020-2021
Jeremías Ledesma,ar ARG,28-067,90,4,3,1,50.0,2.6,11,24,45.8,19,2,73.7,45.8,12,83.3,59.3,10,1,10.0,1,12.5,31,2020-2021
Thibaut Courtois,be BEL,28-345,90,3,0,3,100.0,0.2,0,2,0.0,25,9,8.0,26.5,6,0.0,21.8,19,3,15.8,0,9.2,31,2020-2021
Jan Oblak,si SVN,28-105,90,2,0,2,100.0,1.5,3,5,60.0,10,2,20.0,31.2,5,60.0,47.6,10,1,10.0,0,10.5,31,2020-2021
Álvaro Fernández,es ESP,23-009,90,12,2,10,83.3,3.0,3,5,60.0,32,10,15.6,26.5,9,0.0,16.7,12,0,0.0,1,10.7,31,2020-2021
Álex Remiro,es ESP,26-029,90,3,1,2,66.7,0.3,7,22,31.8,25,1,68.0,47.7,6,83.3,66.7,20,0,0.0,1,27.0,31,2020-2021
Iván Villar,es ESP,23-287,90,3,2,0,66.7,2.2,11,23,47.8,37,4,59.5,41.1,4,25.0,34.8,6,0,0.0,0,2.0,31,2020-2021
Rui Silva,pt POR,27-074,90,3,1,2,66.7,1.2,10,28,35.7,27,1,74.1,50.0,10,80.0,57.0,21,1,4.8,1,16.0,31,2020-2021
Marko Dmitrović,rs SRB,29-088,90,4,4,0,0.0,1.9,7,11,63.6,17,2,35.3,39.2,6,83.3,64.0,8,0,0.0,1,12.0,31,2020-2021
Marc-André ter Stegen,de GER,28-357,90,1,2,0,0.0,1.0,2,5,40.0,35,3,8.6,24.7,6,33.3,33.8,6,1,16.7,2,18.4,31,2020-2021
David Soria,es ESP,28-018,90,6,5,2,33.3,2.5,10,21,47.6,17,0,88.2,49.2,6,100.0,59.3,7,0,0.0,2,12.8,31,2020-2021
Paulo Gazzaniga,ar ARG,29-112,90,1,0,1,100.0,0.4,13,23,56.5,21,5,76.2,55.2,7,100.0,74.7,12,0,0.0,0,,32,2020-2021
Aitor Fernández,es ESP,29-356,90,3,1,2,66.7,0.7,1,3,33.3,22,5,13.6,25.8,6,0.0,13.3,9,1,11.1,7,20.0,32,2020-2021
Roberto,es ESP,35-073,90,2,1,1,50.0,1.0,7,20,35.0,29,3,51.7,40.4,11,45.5,40.4,19,0,0.0,2,18.7,32,2020-2021
Jeremías Ledesma,ar ARG,28-070,90,6,1,5,83.3,3.0,14,27,51.9,24,2,70.8,49.8,11,90.9,67.9,17,4,23.5,2,10.8,32,2020-2021
