player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Iván Villar,es ESP,23-295,90,2,0,2,100.0,0.1,5,19,26.3,20,3,50.0,40.0,9,100.0,65.7,20,0,0.0,4,18.5,34,2020-2021
Cárdenas,es ESP,24-033,90,5,2,3,60.0,1.7,6,12,50.0,22,1,50.0,40.0,3,33.3,35.3,7,0,0.0,0,8.7,34,2020-2021
Marko Dmitrović,rs SRB,29-097,90,2,0,2,100.0,0.5,9,29,31.0,20,2,95.0,57.5,10,100.0,74.8,12,2,16.7,0,10.0,34,2020-2021
Fernando Pacheco,es ESP,28-348,90,4,3,1,25.0,2.5,7,19,36.8,25,2,60.0,42.5,9,44.4,38.9,22,0,0.0,0,9.5,34,2020-2021
Paulo Gazzaniga,ar ARG,29-119,90,4,1,3,75.0,0.6,1,10,10.0,26,4,23.1,30.7,8,50.0,45.0,4,0,0.0,0,9.0,34,2020-2021
Jan Oblak,si SVN,28-114,90,1,0,1,100.0,0.5,4,16,25.0,15,1,73.3,51.0,6,83.3,61.5,11,1,9.1,0,9.0,34,2020-2021
Álvaro Fernández,es ESP,23-018,90,3,0,3,100.0,0.4,7,17,41.2,35,5,42.9,40.2,3,66.7,51.7,10,2,20.0,0,7.6,34,2020-2021
Álex Remiro,es ESP,26-038,90,3,1,3,66.7,0.5,7,17,41.2,29,5,34.5,32.0,10,70.0,53.2,14,0,0.0,0,14.0,34,2020-2021
Thibaut Courtois,be BEL,28-355,90,2,0,2,100.0,0.1,5,9,55.6,35,8,25.7,31.0,2,0.0,20.0,7,0,0.0,1,16.7,34,2020-2021
Sergio Herrera,es ESP,27-330,90,6,2,4,66.7,1.6,10,30,33.3,25,4,68.0,45.9,14,92.9,61.7,17,1,5.9,1,14.0,34,2020-2021
Roberto,es ESP,35-081,90,4,1,3,75.0,1.7,6,17,35.3,23,3,56.5,43.9,8,50.0,44.6,12,0,0.0,1,14.0,34,2020-2021
Claudio Bravo,cl CHI,38-019,90,2,1,1,50.0,0.8,2,9,22.2,15,1,26.7,31.4,7,71.4,47.0,16,0,0.0,2,21.0,34,2020-2021
Sergio Asenjo,es ESP,31-308,90,3,0,3,100.0,0.1,6,20,30.0,39,3,28.2,30.5,17,52.9,40.9,18,0,0.0,0,14.0,34,2020-2021
David Soria,es ESP,28-028,90,3,1,2,66.7,0.3,7,20,35.0,17,1,82.4,48.5,6,100.0,59.3,7,0,0.0,4,26.8,34,2020-2021
Aarón Escandell,es ESP,25-217,90,4,1,3,75.0,1.8,5,17,29.4,25,6,52.0,41.4,8,50.0,47.3,15,0,0.0,4,19.7,34,2020-2021
Jeremías Ledesma,ar ARG,28-078,90,2,0,2,100.0,0.5,12,36,33.3,28,2,89.3,56.1,11,100.0,78.4,14,1,7.1,1,12.0,34,2020-2021
Jasper Cillessen,nl NED,32-010,90,6,3,2,50.0,2.3,5,15,33.3,23,1,52.2,44.2,8,37.5,41.8,4,0,0.0,0,13.0,34,2020-2021
Marc-André ter Stegen,de GER,29-002,90,4,2,2,50.0,1.5,3,8,37.5,23,7,21.7,29.3,4,75.0,43.0,5,0,0.0,1,32.0,34,2020-2021
Yassine Bounou,ma MAR,30-028,90,2,1,1,50.0,1.0,3,6,50.0,29,5,13.8,26.8,6,33.3,31.2,13,0,0.0,0,8.5,34,2020-2021
Unai Simón,es ESP,23-326,90,3,0,3,100.0,0.6,5,14,35.7,16,2,43.8,39.1,14,50.0,44.9,26,0,0.0,0,10.0,34,2020-2021
