player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Gerard Moreno,7,es ESP,FW,28-243,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,12,2020-2021
Alex Baena,32,es ESP,LM,19-139,45,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,12,2020-2021
   Takefusa Kubo,16,jp JPN,"RM,RW",19-185,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,12,2020-2021
Daniel Parejo,5,es ESP,"CM,DM",31-234,90,2,0,0,0,2,2,6,33.3,4,2,0,2,2,4,0,0,12,2020-2021
Manu Trigueros,14,es ESP,"CM,LM",29-050,81,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,1,0,12,2020-2021
   Fernando Niño,34,es ESP,AM,20-043,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,2020-2021
Samuel Chukwueze,11,ng NGA,RM,21-198,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,12,2020-2021
   Paco Alcácer,17,es ESP,FW,27-098,32,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,12,2020-2021
   Yeremi Pino,30,es ESP,"LW,FW",18-047,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,2020-2021
Vicente Iborra,10,es ESP,"DM,CM",32-325,77,1,0,0,0,1,1,4,25.0,3,2,1,1,0,1,0,0,12,2020-2021
   Francis Coquelin,19,fr FRA,"DM,CM",29-207,13,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,12,2020-2021
Pervis Estupiñán,15,ec ECU,LB,22-320,90,0,0,0,0,0,0,1,0.0,1,0,0,0,4,4,0,0,12,2020-2021
Pau Torres,4,es ESP,CB,23-325,90,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,2,0,12,2020-2021
