player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Marc-André ter Stegen,de GER,28-289,90,2,1,1,50.0,0.5,2,5,40.0,26,2,19.2,28.4,3,0.0,19.7,11,0,0.0,1,14.3,23,2020-2021
Fernando Pacheco,es ESP,28-271,90,9,5,4,44.4,3.1,7,10,70.0,21,4,42.9,37.8,5,20.0,26.4,5,0,0.0,1,17.8,23,2020-2021
David Soria,es ESP,27-316,90,2,1,1,50.0,1.1,6,16,37.5,23,0,56.5,40.9,3,100.0,62.3,12,0,0.0,0,6.5,23,2020-2021
Álex Remiro,es ESP,25-327,90,0,0,0,,0.0,7,18,38.9,29,5,58.6,46.9,1,100.0,66.0,8,1,12.5,3,22.4,23,2020-2021
Thibaut Courtois,be BEL,28-279,90,1,0,1,100.0,0.2,5,8,62.5,24,5,25.0,31.3,4,50.0,51.8,5,0,0.0,1,21.5,23,2020-2021
Jaume Doménech,es ESP,30-101,90,7,2,5,71.4,0.9,8,12,66.7,28,9,28.6,31.4,5,80.0,55.4,7,2,28.6,1,11.3,23,2020-2021
Aitor Fernández,es ESP,29-287,90,2,1,1,50.0,0.5,2,7,28.6,21,4,33.3,28.4,7,0.0,16.7,11,0,0.0,1,32.0,23,2020-2021
Sergio Herrera,es ESP,27-254,90,4,0,3,100.0,1.4,11,24,45.8,19,1,84.2,51.4,8,100.0,64.0,12,1,8.3,0,15.0,23,2020-2021
Sergio Asenjo,es ESP,31-231,90,4,2,2,50.0,0.5,2,4,50.0,39,3,10.3,22.2,5,0.0,21.0,7,0,0.0,4,24.8,23,2020-2021
Joel Robles,es ESP,30-242,90,5,1,4,100.0,1.3,5,18,27.8,28,10,46.4,39.6,5,100.0,57.4,26,4,15.4,3,14.4,23,2020-2021
Jeremías Ledesma,ar ARG,28-002,90,7,4,3,42.9,2.0,7,19,36.8,23,2,60.9,41.5,5,100.0,59.6,14,1,7.1,3,17.3,23,2020-2021
Unai Simón,es ESP,23-249,90,2,0,2,100.0,0.1,5,10,50.0,14,6,28.6,29.7,9,66.7,50.7,19,1,5.3,1,11.3,23,2020-2021
Aitor Fernández,es ESP,29-290,90,6,1,5,83.3,1.4,2,4,50.0,17,5,23.5,29.4,6,0.0,17.0,19,0,0.0,4,20.5,2,2020-2021
Jan Oblak,si SVN,28-041,90,4,1,3,75.0,0.8,7,15,46.7,25,6,44.0,34.5,5,80.0,52.6,7,0,0.0,4,25.8,2,2020-2021
Joel Robles,es ESP,30-247,90,1,0,1,100.0,0.4,5,22,22.7,31,4,61.3,44.7,8,37.5,31.8,11,1,9.1,2,17.0,24,2020-2021
David Soria,es ESP,27-321,90,5,1,3,100.0,2.7,5,23,21.7,22,3,77.3,47.6,7,85.7,48.6,7,1,14.3,2,14.2,24,2020-2021
Édgar Badía,es ESP,29-008,90,3,0,3,100.0,0.3,18,40,45.0,37,3,67.6,47.1,15,100.0,59.5,28,0,0.0,1,16.3,24,2020-2021
Marko Dmitrović,rs SRB,29-027,90,2,1,1,50.0,0.6,4,17,23.5,24,3,37.5,34.0,8,100.0,71.5,5,0,0.0,1,22.5,24,2020-2021
Jan Oblak,si SVN,28-044,90,1,2,0,-100.0,0.1,2,3,66.7,10,2,20.0,26.4,5,20.0,30.6,7,0,0.0,0,10.0,24,2020-2021
Cárdenas,es ESP,23-329,90,10,0,10,100.0,1.7,4,11,36.4,17,6,41.2,31.9,10,40.0,34.4,26,0,0.0,1,26.0,24,2020-2021
