player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Álex Remiro,es ESP,26-044,90,0,0,0,,0.0,2,3,66.7,14,4,21.4,23.1,4,0.0,28.8,2,0,0.0,2,19.8,35,2020-2021
Paulo Gazzaniga,ar ARG,29-125,90,3,2,1,33.3,0.7,9,35,25.7,21,0,90.5,60.7,17,94.1,68.4,14,0,0.0,0,3.0,35,2020-2021
Fernando Pacheco,es ESP,28-355,90,3,2,1,33.3,1.2,6,12,50.0,19,5,52.6,43.3,7,28.6,32.4,8,0,0.0,1,21.0,35,2020-2021
Cárdenas,es ESP,24-041,90,5,2,3,60.0,0.7,5,20,25.0,36,7,41.7,38.3,7,71.4,53.7,22,0,0.0,1,13.3,35,2020-2021
Marc-André ter Stegen,de GER,29-008,90,6,0,6,100.0,0.6,2,5,40.0,25,6,16.0,28.1,5,20.0,28.0,7,1,14.3,0,6.4,35,2020-2021
Jan Oblak,si SVN,28-121,90,7,0,7,100.0,2.0,6,10,60.0,18,8,44.4,35.2,4,50.0,45.5,13,1,7.7,0,8.5,35,2020-2021
Jeremías Ledesma,ar ARG,28-084,90,5,1,4,80.0,1.1,22,31,71.0,22,5,77.3,48.0,15,93.3,63.9,25,1,4.0,0,10.0,35,2020-2021
Álvaro Fernández,es ESP,23-025,90,1,2,0,-100.0,0.3,1,2,50.0,12,5,8.3,25.3,13,7.7,28.9,17,0,0.0,1,30.0,35,2020-2021
Unai Simón,es ESP,23-331,90,4,2,2,50.0,1.7,2,12,16.7,19,5,47.4,36.5,7,42.9,42.3,20,1,5.0,2,18.3,35,2020-2021
Sergio Herrera,es ESP,27-337,90,3,2,1,33.3,0.5,10,29,34.5,32,4,59.4,43.0,11,90.9,59.1,21,1,4.8,3,18.8,35,2020-2021
David Soria,es ESP,28-035,90,3,1,2,100.0,1.2,12,31,38.7,28,1,92.9,56.4,6,83.3,57.5,14,0,0.0,2,17.7,35,2020-2021
Marko Dmitrović,rs SRB,29-105,90,2,0,2,100.0,0.6,12,30,40.0,28,3,78.6,54.9,8,100.0,73.6,13,0,0.0,2,31.5,35,2020-2021
Jasper Cillessen,nl NED,32-017,90,2,0,2,100.0,0.2,5,20,25.0,17,2,52.9,37.2,14,78.6,59.7,29,0,0.0,0,3.0,35,2020-2021
Jordi Masip,es ESP,32-126,90,3,3,0,0.0,1.9,1,8,12.5,19,4,36.8,36.6,4,25.0,32.0,4,0,0.0,0,16.0,35,2020-2021
Sergio Asenjo,es ESP,31-315,90,6,4,2,66.7,2.8,2,4,50.0,23,1,8.7,23.2,7,28.6,25.4,10,0,0.0,1,21.5,35,2020-2021
Iván Villar,es ESP,23-304,90,7,2,5,85.7,1.9,8,31,25.8,22,0,90.9,55.9,11,100.0,68.3,16,0,0.0,0,5.0,35,2020-2021
Thibaut Courtois,be BEL,28-363,90,3,2,1,66.7,1.3,1,4,25.0,21,4,19.0,28.0,6,0.0,15.8,7,0,0.0,5,28.5,35,2020-2021
Yassine Bounou,ma MAR,30-034,90,7,2,5,71.4,0.6,5,12,41.7,26,4,26.9,32.6,11,45.5,41.7,18,2,11.1,0,8.0,35,2020-2021
Claudio Bravo,cl CHI,38-027,90,5,1,4,80.0,2.0,9,12,75.0,22,2,45.5,34.1,6,33.3,30.3,10,1,10.0,2,21.8,35,2020-2021
Aarón Escandell,es ESP,25-225,90,5,2,3,60.0,2.1,6,22,27.3,25,1,80.0,48.2,3,66.7,47.0,8,0,0.0,0,8.0,35,2020-2021
