player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
João Félix,7,pt POR,FW,20-322,70,1,0,0,2,3,0,0,0,0,1,0,0,6,2,2,50.0,3,2020-2021
   Marcos Llorente,14,es ESP,"FW,RM",25-241,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,3,2020-2021
Diego Costa,19,es ESP,FW,31-356,69,0,0,0,0,0,1,1,0,0,0,0,0,0,3,7,30.0,3,2020-2021
   Luis Suárez,9,uy URU,FW,33-247,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2020-2021
Yannick Carrasco,21,be BEL,LM,27-023,70,0,0,0,1,1,0,0,1,1,0,0,0,5,0,0,,3,2020-2021
   Thomas Partey,5,gh GHA,CM,27-106,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,2020-2021
Saúl Ñíguez,8,es ESP,CM,25-311,90,1,0,0,1,2,0,0,1,2,0,0,0,10,2,3,40.0,3,2020-2021
Koke,6,es ESP,"CM,LM",28-263,76,0,0,0,2,1,0,0,0,0,0,0,0,4,0,2,0.0,3,2020-2021
   Thomas Lemar,11,fr FRA,LM,24-320,14,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,3,2020-2021
Ángel Correa,10,ar ARG,RM,25-202,76,0,0,0,1,0,0,1,2,0,0,0,0,3,0,0,,3,2020-2021
   Vitolo,20,es ESP,"RM,FW",30-330,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,3,2020-2021
Renan Lodi,12,br BRA,LB,22-172,90,0,0,0,2,4,1,5,3,0,0,0,0,6,1,2,33.3,3,2020-2021
Felipe,18,br BRA,CB,31-134,90,0,0,0,3,0,0,0,4,1,0,0,0,7,4,2,66.7,3,2020-2021
Stefan Savić,15,me MNE,CB,29-263,90,0,0,0,1,0,0,0,2,1,0,0,0,8,1,3,25.0,3,2020-2021
Kieran Trippier,23,eng ENG,RB,30-008,90,0,0,0,0,1,0,3,4,1,0,0,0,3,4,0,100.0,3,2020-2021
Jan Oblak,13,si SVN,GK,27-264,90,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,100.0,3,2020-2021
Jorge Molina,23,es ESP,FW,38-158,90,0,0,0,1,3,0,0,0,0,0,0,0,1,4,3,57.1,3,2020-2021
Kenedy,24,br BRA,LW,24-232,59,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0.0,3,2020-2021
   Alberto Soro,26,es ESP,"LW,FW",21-202,31,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0.0,3,2020-2021
Antonio Puertas,10,es ESP,RW,28-219,59,0,0,0,1,1,0,1,0,0,0,0,0,1,0,4,0.0,3,2020-2021
   Darwin Machís,11,ve VEN,"RW,CM",27-233,31,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0.0,3,2020-2021
Yangel Herrera,21,ve VEN,AM,22-257,70,0,0,0,5,3,0,0,1,0,0,0,0,2,2,2,50.0,3,2020-2021
   Fede Vico,14,es ESP,"AM,CM",26-085,20,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,,3,2020-2021
Luis Milla,5,es ESP,DM,25-356,70,0,0,0,0,1,0,3,6,2,0,0,0,7,1,0,100.0,3,2020-2021
   Yan Brice Eteki,8,cm CMR,"DM,CM",23-032,20,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,,3,2020-2021
Ramon Azeez,12,ng NGA,"DM,RB",27-290,90,0,0,0,1,1,0,1,1,1,0,0,0,2,4,0,100.0,3,2020-2021
Dimitri Foulquier,2,fr FRA,LB,27-188,90,0,0,0,1,1,0,5,0,0,0,0,0,6,0,0,,3,2020-2021
Jesús Vallejo,20,es ESP,CB,23-266,90,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,83.3,3,2020-2021
Domingos Duarte,22,pt POR,CB,25-201,83,1,0,0,1,1,0,0,1,0,0,1,0,4,3,1,75.0,3,2020-2021
   Germán Sánchez,6,es ESP,CB,33-290,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,3,2020-2021
Víctor Díaz,16,es ESP,"RB,CB",32-107,90,0,0,0,2,0,0,8,0,1,0,0,0,7,3,5,37.5,3,2020-2021
Rui Silva,1,pt POR,GK,26-233,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,3,2020-2021
Toni Villa,19,es ESP,"FW,LM",25-264,72,0,0,0,3,4,1,1,0,0,0,0,0,1,0,4,0.0,3,2020-2021
   Óscar Plano,10,es ESP,LM,29-229,18,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0.0,3,2020-2021
Sergi Guardiola,7,es ESP,FW,29-121,90,1,0,0,4,1,1,0,0,0,0,0,0,4,1,5,16.7,3,2020-2021
Raúl García,3,es ESP,LM,31-150,57,0,0,0,2,0,0,4,1,0,0,0,0,4,1,2,33.3,3,2020-2021
   Marcos André,16,br BRA,FW,23-343,33,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,50.0,3,2020-2021
Kike Pérez,8,es ESP,CM,23-226,90,0,0,0,5,4,0,0,3,1,1,0,0,6,3,1,75.0,3,2020-2021
Fede San Emeterio,20,es ESP,CM,23-195,90,0,0,0,1,1,0,0,2,2,0,0,0,9,1,0,100.0,3,2020-2021
