player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Andrés Fernández,es ESP,33-306,90,3,2,1,66.7,1.4,1,5,20.0,29,4,10.3,25.5,4,50.0,34.8,7,0,0.0,2,13.5,6,2020-2021
Roberto,es ESP,34-251,90,7,2,5,71.4,1.2,5,25,20.0,22,3,72.7,50.0,9,100.0,67.4,25,0,0.0,0,,6,2020-2021
Fernando Pacheco,es ESP,28-153,90,3,2,1,33.3,1.2,5,9,55.6,25,4,36.0,34.7,2,0.0,25.0,12,0,0.0,4,27.3,6,2020-2021
Édgar Badía,es ESP,28-249,90,2,0,2,100.0,0.4,10,17,58.8,34,4,23.5,28.1,13,69.2,41.1,19,1,5.3,0,4.7,6,2020-2021
Claudio Bravo,cl CHI,37-188,90,5,3,2,60.0,1.9,8,20,40.0,34,3,52.9,38.7,5,40.0,43.4,11,1,9.1,2,16.0,6,2020-2021
Álex Remiro,es ESP,25-208,90,1,0,1,100.0,0.1,11,24,45.8,40,2,45.0,36.8,10,60.0,44.9,11,0,0.0,2,18.0,6,2020-2021
Édgar Badía,es ESP,28-254,90,3,1,2,66.7,1.2,4,12,33.3,18,1,27.8,31.8,9,77.8,45.9,12,0,0.0,2,13.7,7,2020-2021
Jaume Doménech,es ESP,29-353,90,2,2,0,0.0,0.5,0,0,,13,1,0.0,20.8,2,0.0,11.5,8,0,0.0,0,2.0,7,2020-2021
Neto,br BRA,31-097,90,9,3,6,77.8,3.9,2,3,66.7,11,3,9.1,23.1,8,25.0,26.4,10,0,0.0,0,17.0,7,2020-2021
Thibaut Courtois,be BEL,28-166,90,4,1,3,75.0,1.9,0,5,0.0,26,9,7.7,21.4,6,50.0,41.7,10,0,0.0,3,18.8,7,2020-2021
Sergio Herrera,es ESP,27-141,90,5,0,5,100.0,0.6,18,25,72.0,26,2,76.9,54.2,5,100.0,67.6,21,1,4.8,0,8.4,7,2020-2021
Unai Simón,es ESP,23-135,90,2,1,1,100.0,1.2,5,22,22.7,39,5,43.6,39.4,5,100.0,69.0,16,1,6.3,2,15.8,7,2020-2021
Tomáš Vaclík,cz CZE,31-209,90,1,1,0,0.0,0.2,3,10,30.0,44,8,20.5,25.8,3,33.3,36.3,13,1,7.7,1,14.0,7,2020-2021
Marko Dmitrović,rs SRB,28-274,90,3,0,3,100.0,0.3,11,27,40.7,17,2,94.1,58.4,11,100.0,80.9,36,0,0.0,0,10.0,7,2020-2021
Jan Oblak,si SVN,27-291,90,3,0,3,100.0,0.8,5,15,33.3,18,2,55.6,43.7,7,71.4,45.4,19,1,5.3,0,8.0,7,2020-2021
Claudio Bravo,cl CHI,37-194,90,6,2,4,66.7,1.6,8,15,53.3,31,3,38.7,30.2,7,42.9,40.7,8,1,12.5,1,11.5,7,2020-2021
Roberto,es ESP,34-258,90,3,2,1,33.3,1.9,8,24,33.3,22,4,68.2,49.6,10,90.0,66.0,17,0,0.0,0,8.8,7,2020-2021
Fernando Pacheco,es ESP,28-160,90,1,0,1,100.0,0.3,8,9,88.9,14,4,42.9,33.2,7,42.9,28.7,10,0,0.0,2,18.3,7,2020-2021
Jeremías Ledesma,ar ARG,27-255,90,2,0,2,100.0,0.1,5,25,20.0,24,3,75.0,48.3,7,100.0,64.6,16,1,6.3,2,17.0,7,2020-2021
Sergio Asenjo,es ESP,31-119,90,0,0,0,,0.0,0,0,,23,7,0.0,20.0,6,0.0,21.8,13,0,0.0,1,19.0,7,2020-2021
