player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Borja Iglesias,9,es ESP,FW,28-119,82,6,12,50.0,105,3,1,2,50.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,37,2020-2021
   Loren Morón,16,es ESP,FW,27-137,8,1,2,50.0,7,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,37,2020-2021
Rodri,28,es ESP,LW,21-000,71,17,22,77.3,264,38,10,10,100.0,5,8,62.5,1,2,50.0,0,0.0,0.0,1,0,2,0,2,37,2020-2021
   Cristian Tello,11,es ESP,LW,29-278,19,6,9,66.7,128,3,2,2,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,37,2020-2021
Joaquín,17,es ESP,RW,39-299,58,20,25,80.0,312,107,9,11,81.8,8,8,100.0,1,1,100.0,0,0.2,0.2,2,0,2,1,3,37,2020-2021
   Diego Lainez,20,mx MEX,RW,20-341,32,14,17,82.4,178,49,10,11,90.9,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,1,0,2,37,2020-2021
Nabil Fekir,8,fr FRA,AM,27-302,90,33,42,78.6,358,109,22,26,84.6,3,5,60.0,3,3,100.0,0,0.2,0.2,4,1,3,0,4,37,2020-2021
Sergio Canales,10,es ESP,DM,30-089,82,36,42,85.7,795,194,13,15,86.7,13,13,100.0,6,10,60.0,0,0.0,0.0,0,3,0,0,5,37,2020-2021
   Andrés Guardado,18,mx MEX,DM,34-230,8,6,6,100.0,74,48,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,2,37,2020-2021
Guido Rodríguez,21,ar ARG,DM,27-034,90,24,27,88.9,455,76,10,13,76.9,9,9,100.0,5,5,100.0,0,0.0,0.0,0,1,0,0,2,37,2020-2021
Juan Miranda,33,es ESP,LB,21-117,90,34,45,75.6,588,234,17,21,81.0,13,17,76.5,3,4,75.0,0,0.0,0.0,0,0,0,0,2,37,2020-2021
Víctor Ruiz,6,es ESP,CB,32-111,90,22,31,71.0,401,188,9,9,100.0,9,13,69.2,3,8,37.5,0,0.0,0.0,0,0,0,0,0,37,2020-2021
Marc Bartra,5,es ESP,CB,30-121,90,22,26,84.6,386,149,10,10,100.0,12,12,100.0,0,3,0.0,0,0.0,0.0,0,1,0,0,0,37,2020-2021
Emerson,22,br BRA,RB,22-122,90,38,52,73.1,628,334,17,22,77.3,13,17,76.5,4,7,57.1,0,0.0,0.1,0,7,2,0,8,37,2020-2021
Claudio Bravo,25,cl CHI,GK,38-033,90,17,29,58.6,634,509,1,1,100.0,8,8,100.0,8,20,40.0,0,0.0,0.0,0,0,0,0,0,37,2020-2021
