player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Lee Kang-in,20,kr KOR,"FW,RM",20-001,89,1,0,0,2,5,0,8,0,0,0,0,0,7,0,3,0.0,24,2020-2021
   Francisco Reis Ferreira,6,pt POR,CB,23-331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,2020-2021
Maxi Gómez,22,uy URU,FW,24-190,90,0,0,0,2,3,0,0,0,1,0,0,0,1,7,4,63.6,24,2020-2021
Alejandro Blanco,16,es ESP,LM,22-066,70,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,50.0,24,2020-2021
   Kévin Gameiro,9,fr FRA,FW,33-287,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,24,2020-2021
Carlos Soler,8,es ESP,CM,24-049,90,0,0,0,1,1,0,1,0,0,0,0,0,1,2,1,66.7,24,2020-2021
Uroš Račić,19,rs SRB,CM,22-340,80,0,0,0,1,2,0,0,0,1,0,0,0,8,3,1,75.0,24,2020-2021
   Manu Vallejo,21,es ESP,LM,24-006,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,24,2020-2021
Daniel Wass,18,dk DEN,"RM,CM,LM",31-265,90,0,0,0,0,1,2,4,3,1,0,0,0,5,2,3,40.0,24,2020-2021
José Luis Gayà,14,es ESP,LB,25-271,90,1,0,0,1,1,0,7,2,0,0,0,0,7,0,1,0.0,24,2020-2021
Hugo Guillamón,15,,CB,21-020,90,0,0,0,1,2,0,1,2,0,,,0,,,,,24,2020-2021
Gabriel Paulista,5,br BRA,CB,30-086,90,0,0,0,0,0,0,0,4,1,0,0,0,6,6,1,85.7,24,2020-2021
Thierry Correia,2,pt POR,RB,21-348,90,0,0,0,0,2,0,5,1,2,0,0,0,4,2,2,50.0,24,2020-2021
Jasper Cillessen,13,nl NED,GK,31-304,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,24,2020-2021
Santi Mina,22,es ESP,FW,25-075,90,1,0,0,4,1,0,1,0,0,0,0,0,4,4,3,57.1,24,2020-2021
Facundo Ferreyra,12,ar ARG,FW,29-343,65,0,0,0,4,1,0,0,0,0,0,0,0,0,1,3,25.0,24,2020-2021
   Iván Villar,1,es ESP,GK,23-226,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,2020-2021
Nolito,9,es ESP,LM,34-128,89,1,0,0,2,0,0,1,0,2,0,0,0,5,0,3,0.0,24,2020-2021
   Fran Beltrán,8,es ESP,LM,22-017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,24,2020-2021
Denis Suárez,6,es ESP,CM,27-045,90,0,0,0,0,2,0,4,1,1,0,0,0,9,2,0,100.0,24,2020-2021
Augusto Solari,21,ar ARG,RM,29-048,80,0,0,0,2,0,0,3,0,1,0,0,0,8,4,1,80.0,24,2020-2021
   Joseph Aidoo,18,gh GHA,RM,25-144,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,24,2020-2021
Renato Tapia,14,pe PER,DM,25-207,90,1,0,0,2,1,0,0,4,0,0,0,0,10,2,2,50.0,24,2020-2021
Aarón Martín,19,es ESP,LB,23-304,90,0,0,0,0,1,0,4,1,0,0,0,0,2,3,1,75.0,24,2020-2021
Jeison Murillo,24,co COL,CB,28-269,90,0,0,0,3,1,0,0,2,0,0,0,0,2,1,6,14.3,24,2020-2021
Néstor Araujo,4,mx MEX,CB,29-175,90,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,50.0,24,2020-2021
Hugo Mallo,2,es ESP,RB,29-243,90,0,0,0,0,1,0,1,0,1,0,0,0,3,0,2,0.0,24,2020-2021
Rubén Blanco,13,es ESP,GK,25-210,63,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,24,2020-2021
Sergi Guardiola,7,es ESP,FW,29-267,72,0,0,0,1,2,0,0,0,1,0,0,0,3,0,5,0.0,24,2020-2021
   Shon Weissman,9,il ISR,FW,25-006,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,24,2020-2021
Fabián Orellana,12,cl CHI,LW,35-024,90,1,0,0,1,0,1,4,1,1,0,0,0,6,0,2,0.0,24,2020-2021
Saidy Janko,18,gm GAM,RW,25-121,60,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0.0,24,2020-2021
   Jota,40,pt POR,RW,21-327,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,24,2020-2021
Kike Pérez,8,es ESP,AM,24-006,83,0,0,0,2,1,0,1,0,2,0,0,0,5,1,2,33.3,24,2020-2021
   Óscar Plano,10,es ESP,AM,30-009,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,24,2020-2021
Roque Mesa,17,es ESP,DM,31-258,72,0,0,0,1,0,0,5,1,1,0,0,0,4,0,0,,24,2020-2021
   Kenan Kodro,3,ba BIH,DM,27-185,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,20.0,24,2020-2021
