player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Santi Mina,22,es ESP,FW,25-144,90,23,22,0,0,0,0,1,0,0,0,0,0,14,1,1,34,2020-2021
Iago Aspas,10,es ESP,FW,33-272,65,28,28,0,0,1,0,0,0,0,0,0,0,19,0,0,34,2020-2021
   Augusto Solari,21,ar ARG,FW,29-117,25,6,4,2,0,0,0,0,2,0,0,0,0,5,0,0,34,2020-2021
Denis Suárez,6,es ESP,AM,27-114,90,57,51,5,3,1,0,2,0,1,1,0,0,47,1,1,34,2020-2021
Nolito,9,es ESP,LM,34-197,84,38,37,1,1,0,0,0,0,0,0,0,0,29,0,1,34,2020-2021
   Facundo Ferreyra,12,ar ARG,LM,30-047,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,34,2020-2021
Brais Méndez,23,es ESP,RM,24-113,90,44,43,1,1,0,0,0,0,0,0,0,0,37,0,0,34,2020-2021
Renato Tapia,14,pe PER,DM,25-276,28,18,15,3,3,0,1,0,0,0,0,0,0,14,0,0,34,2020-2021
   Fran Beltrán,8,es ESP,DM,22-086,62,36,36,0,0,0,0,0,0,0,0,0,0,29,0,0,34,2020-2021
José Fontán,29,es ESP,LB,21-078,45,26,19,7,1,0,0,3,6,0,0,0,0,17,0,1,34,2020-2021
   Aarón Martín,19,es ESP,LB,24-008,45,27,15,12,1,0,0,0,11,0,0,0,0,20,0,0,34,2020-2021
Jeison Murillo,24,co COL,CB,28-338,90,39,38,1,1,0,0,0,0,0,0,0,0,35,0,0,34,2020-2021
Joseph Aidoo,18,gh GHA,CB,25-213,45,29,27,1,1,0,0,0,0,0,0,0,0,24,1,0,34,2020-2021
   Néstor Araujo,4,mx MEX,CB,29-244,45,14,14,0,0,1,0,0,0,0,0,0,0,7,0,1,34,2020-2021
Kevin Vázquez,20,es ESP,RB,28-038,90,57,45,12,1,0,0,3,11,0,0,0,0,37,0,2,34,2020-2021
Iván Villar,1,es ESP,GK,23-295,90,30,19,10,1,0,0,0,0,0,0,0,0,12,1,0,34,2020-2021
Roger Martí,9,es ESP,FW,30-117,90,16,13,3,0,0,0,0,0,0,0,0,0,14,0,0,34,2020-2021
Álex Cantero,29,es ESP,FW,20-326,78,17,17,0,0,0,0,0,0,0,0,0,0,10,0,2,34,2020-2021
   José Luis Morales,11,es ESP,FW,33-281,12,5,3,2,0,0,0,1,1,1,0,0,0,4,0,0,34,2020-2021
Enis Bardhi,10,mk MKD,CM,25-302,67,35,29,6,4,0,2,5,0,2,1,1,0,22,0,1,34,2020-2021
   Rubén Rochina,16,es ESP,CM,30-038,23,18,16,2,0,0,1,3,0,2,0,2,0,10,0,0,34,2020-2021
Rober,4,es ESP,CM,26-073,82,40,40,0,0,0,2,1,0,0,0,0,0,29,0,2,34,2020-2021
   Cheick Doukouré,25,ci CIV,CM,28-231,8,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,34,2020-2021
Gonzalo Melero,22,es ESP,CM,27-118,78,27,27,0,0,0,0,0,0,0,0,0,0,22,0,1,34,2020-2021
   Sergio León,7,es ESP,CM,32-114,12,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,34,2020-2021
