player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Alexander Isak,19,se SWE,FW,21-209,90,0,0,0,0,0,0,1,0,14,0,0,1,0.0,0.0,0.0,1,0,9,11,81.8,1,10,0,0,0,33,2020-2021
Ander Barrenetxea,22,es ESP,LM,19-112,82,0,0,0,0,1,0,1,0,31,4,0,1,0.0,0.0,0.1,2,1,13,21,61.9,3,17,4,5,4,33,2020-2021
   Portu,7,es ESP,LM,28-332,8,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,1,0,0,33,2020-2021
Ander Guevara,16,es ESP,CM,23-285,90,0,0,0,0,0,0,0,0,49,1,1,0,0.0,0.0,0.0,1,0,36,44,81.8,4,25,2,0,0,33,2020-2021
Carlos Fernández,9,es ESP,CM,24-331,73,1,0,0,0,2,2,1,0,30,0,0,0,0.1,0.1,0.0,0,0,12,21,57.1,2,26,0,2,1,33,2020-2021
   Andoni Gorosabel,18,es ESP,RB,24-257,17,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.1,1,0,12,15,80.0,6,7,1,0,0,33,2020-2021
Mikel Oyarzabal,10,es ESP,RM,23-362,73,0,0,0,0,1,0,0,0,33,1,0,0,0.1,0.1,0.0,3,0,15,26,57.7,2,19,1,1,1,33,2020-2021
   Adnan Januzaj,11,be BEL,RM,26-072,17,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,8,50.0,1,4,1,0,0,33,2020-2021
Martín Zubimendi,36,es ESP,DM,22-075,90,0,0,0,0,1,0,0,0,41,4,0,2,0.1,0.1,0.0,1,1,20,28,71.4,3,22,0,2,2,33,2020-2021
Nacho Monreal,20,es ESP,LB,35-051,90,0,0,0,0,0,0,0,0,64,2,2,2,0.0,0.0,0.0,0,0,44,53,83.0,4,30,0,0,0,33,2020-2021
