player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Andrés Fernández,es ESP,34-113,90,2,1,2,50.0,0.4,6,8,75.0,14,1,35.7,35.9,7,42.9,37.6,24,1,4.2,0,8.0,30,2020-2021
Édgar Badía,es ESP,29-056,90,5,3,2,60.0,2.1,0,2,0.0,24,4,8.3,25.5,4,0.0,26.0,13,0,0.0,2,13.5,30,2020-2021
David Soria,es ESP,28-006,90,3,1,3,66.7,0.4,13,27,48.1,25,3,80.0,53.1,7,100.0,66.1,13,1,7.7,2,19.5,30,2020-2021
Jeremías Ledesma,ar ARG,28-056,90,3,0,3,100.0,0.7,10,32,31.3,27,4,81.5,53.0,10,100.0,70.3,31,1,3.2,0,7.0,30,2020-2021
Unai Simón,es ESP,23-303,90,0,0,0,,0.0,4,6,66.7,17,8,23.5,32.1,6,33.3,33.5,18,0,0.0,1,32.0,30,2020-2021
Fernando Pacheco,es ESP,28-327,90,4,0,4,100.0,2.6,7,17,41.2,29,7,41.4,34.0,10,50.0,38.3,11,1,9.1,1,14.0,30,2020-2021
Yoel,es ESP,32-225,90,1,1,0,0.0,0.2,14,28,50.0,41,9,56.1,41.0,5,100.0,69.8,4,0,0.0,4,24.0,30,2020-2021
Aitor Fernández,es ESP,29-342,90,4,0,4,100.0,0.5,3,17,17.6,33,6,42.4,40.0,10,30.0,30.2,23,1,4.3,1,12.2,30,2020-2021
Thibaut Courtois,be BEL,28-334,90,4,1,3,75.0,0.8,7,16,43.8,22,4,59.1,46.7,4,75.0,57.5,15,0,0.0,0,5.8,30,2020-2021
Marc-André ter Stegen,de GER,28-345,90,3,2,1,33.3,0.6,2,2,100.0,24,4,4.2,20.9,9,11.1,24.4,8,0,0.0,5,20.6,30,2020-2021
Sergio Asenjo,es ESP,31-287,90,4,2,2,50.0,0.9,1,7,14.3,26,2,23.1,29.1,10,10.0,16.3,18,0,0.0,0,14.0,30,2020-2021
Sergio Herrera,es ESP,27-310,90,6,1,6,83.3,2.1,15,29,51.7,19,1,89.5,53.2,12,100.0,65.0,21,3,14.3,3,16.5,30,2020-2021
Jaume Doménech,es ESP,30-157,90,5,2,3,60.0,1.1,12,24,50.0,31,4,61.3,41.6,6,83.3,60.0,16,0,0.0,0,15.3,30,2020-2021
Álex Remiro,es ESP,26-018,90,2,2,0,50.0,1.4,8,21,38.1,27,4,48.1,40.9,8,100.0,66.1,12,1,8.3,1,15.3,30,2020-2021
Jordi Masip,es ESP,32-098,90,6,2,4,66.7,2.0,4,16,25.0,29,5,34.5,34.5,11,54.5,45.1,10,0,0.0,3,21.8,30,2020-2021
Rui Silva,pt POR,27-063,90,3,1,2,100.0,1.4,4,20,20.0,24,2,50.0,39.0,9,88.9,58.3,11,1,9.1,1,15.4,30,2020-2021
Claudio Bravo,cl CHI,37-363,90,4,1,3,75.0,1.3,3,13,23.1,34,5,35.3,32.7,4,25.0,25.8,12,0,0.0,0,6.7,30,2020-2021
Jan Oblak,si SVN,28-094,90,4,1,3,75.0,1.3,4,11,36.4,18,3,50.0,36.4,5,40.0,39.4,14,0,0.0,0,,30,2020-2021
Iván Villar,es ESP,23-277,90,6,4,2,33.3,1.4,6,27,22.2,31,1,64.5,43.7,9,77.8,57.9,15,0,0.0,4,25.0,30,2020-2021
Yassine Bounou,ma MAR,30-007,90,5,3,2,60.0,2.7,6,13,46.2,30,6,30.0,29.9,5,80.0,52.2,14,2,14.3,0,6.3,30,2020-2021
