player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Yassine Bounou,ma MAR,29-179,90,1,0,1,100.0,0.0,4,10,40.0,21,1,38.1,32.5,3,66.7,46.3,9,0,0.0,1,26.0,4,2020-2021
Aitor Fernández,es ESP,29-151,90,2,1,1,50.0,0.4,7,18,38.9,20,3,65.0,41.8,15,33.3,28.4,18,0,0.0,1,26.0,4,2020-2021
Unai Simón,es ESP,23-112,90,1,1,1,0.0,0.2,6,7,85.7,10,3,30.0,31.2,5,80.0,47.0,6,0,0.0,0,,4,2020-2021
Jeremías Ledesma,ar ARG,27-231,90,4,0,4,100.0,0.5,15,39,38.5,30,0,80.0,51.9,16,93.8,67.1,25,3,12.0,2,14.5,4,2020-2021
Iván Villar,es ESP,23-084,90,4,3,2,25.0,0.6,1,5,20.0,20,4,20.0,29.3,8,12.5,23.0,11,0,0.0,0,6.0,4,2020-2021
Neto,br BRA,31-074,90,3,0,3,100.0,0.3,4,15,26.7,29,4,34.5,31.8,8,62.5,48.5,12,0,0.0,3,12.1,4,2020-2021
Roberto,es ESP,34-236,90,5,2,3,80.0,2.7,5,22,22.7,22,1,68.2,47.6,8,87.5,61.8,13,0,0.0,1,11.0,5,2020-2021
Marko Dmitrović,rs SRB,28-253,90,3,1,1,66.7,1.6,7,27,25.9,20,4,85.0,56.1,10,100.0,72.4,14,0,0.0,0,6.0,5,2020-2021
Jan Oblak,si SVN,27-270,90,2,0,2,100.0,0.1,0,2,0.0,15,4,6.7,22.8,7,14.3,32.6,8,0,0.0,3,33.0,5,2020-2021
Sergio Asenjo,es ESP,31-097,90,0,0,0,,0.0,9,19,47.4,37,7,43.2,38.5,8,37.5,36.0,22,1,4.5,2,13.5,5,2020-2021
Álex Remiro,es ESP,25-193,90,1,0,1,100.0,0.1,8,14,57.1,18,2,55.6,39.9,4,100.0,59.8,8,0,0.0,1,21.3,5,2020-2021
David Soria,es ESP,27-182,90,6,3,3,66.7,2.8,11,33,33.3,28,0,96.4,53.7,9,66.7,43.9,12,1,8.3,1,18.7,5,2020-2021
Édgar Badía,es ESP,28-234,90,4,0,4,100.0,0.6,3,17,17.6,36,5,36.1,35.8,9,44.4,37.0,19,0,0.0,1,9.5,5,2020-2021
Andrés Fernández,es ESP,33-291,90,0,0,0,,0.0,2,6,33.3,13,0,30.8,30.8,3,66.7,40.7,6,0,0.0,0,,5,2020-2021
Jaume Doménech,es ESP,29-333,90,8,2,6,75.0,1.9,4,7,57.1,24,4,12.5,25.3,11,36.4,34.3,13,0,0.0,0,3.0,5,2020-2021
Joel Robles,es ESP,30-108,90,2,0,2,100.0,0.8,5,17,29.4,20,4,50.0,41.6,8,87.5,61.9,9,1,11.1,1,15.3,5,2020-2021
Sergio Herrera,es ESP,27-121,90,3,0,3,100.0,0.2,15,29,51.7,25,3,88.0,60.4,7,100.0,61.4,12,1,8.3,2,14.8,5,2020-2021
Iván Villar,es ESP,23-087,90,4,2,2,50.0,1.5,1,11,9.1,30,6,30.0,29.5,9,22.2,33.8,18,0,0.0,4,23.3,5,2020-2021
Fernando Pacheco,es ESP,28-139,90,0,0,0,,0.0,7,17,41.2,18,2,61.1,43.4,9,66.7,45.7,23,0,0.0,2,15.8,5,2020-2021
Unai Simón,es ESP,23-115,90,3,1,2,66.7,0.6,8,23,34.8,30,3,53.3,41.8,7,100.0,68.6,14,0,0.0,4,21.7,5,2020-2021
