player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Sergio Asenjo,es ESP,31-177,90,3,1,2,66.7,0.7,5,12,41.7,28,6,28.6,30.8,10,40.0,38.2,16,0,0.0,1,18.0,15,2020-2021
Unai Simón,es ESP,23-194,90,6,1,5,83.3,2.1,6,23,26.1,16,3,62.5,44.8,14,92.9,62.0,16,0,0.0,2,18.7,15,2020-2021
Rubén Yáñez,es ESP,27-072,90,1,1,0,100.0,1.0,12,22,54.5,20,2,85.0,48.9,6,83.3,50.2,13,0,0.0,0,,15,2020-2021
Rubén Blanco,es ESP,25-151,90,3,1,2,66.7,1.0,3,13,23.1,36,9,16.7,28.4,7,100.0,65.9,10,0,0.0,0,16.0,15,2020-2021
Thibaut Courtois,be BEL,28-226,90,1,0,1,100.0,0.3,3,9,33.3,33,6,18.2,28.2,7,42.9,41.6,12,0,0.0,0,13.7,15,2020-2021
Rui Silva,pt POR,26-320,90,6,2,4,66.7,1.8,8,25,32.0,27,0,63.0,43.3,8,100.0,60.1,18,0,0.0,2,15.7,15,2020-2021
Fernando Pacheco,es ESP,28-219,90,4,1,3,75.0,0.5,16,25,64.0,26,3,73.1,46.5,10,60.0,47.8,14,0,0.0,1,16.7,15,2020-2021
Marko Dmitrović,rs SRB,28-334,90,3,2,1,33.3,1.3,14,29,48.3,27,1,88.9,54.3,6,83.3,60.8,11,0,0.0,2,20.5,15,2020-2021
Joel Robles,es ESP,30-189,90,3,0,3,100.0,0.6,0,3,0.0,10,1,20.0,22.1,3,33.3,22.0,16,0,0.0,3,31.3,15,2020-2021
Jeremías Ledesma,ar ARG,27-314,90,1,1,0,0.0,0.5,13,31,41.9,27,0,85.2,49.4,8,100.0,63.1,14,1,7.1,1,11.5,15,2020-2021
Yassine Bounou,ma MAR,29-268,90,2,0,2,100.0,1.0,8,17,47.1,25,1,48.0,43.6,6,83.3,47.0,19,2,10.5,8,21.6,16,2020-2021
Sergio Asenjo,es ESP,31-184,90,3,2,1,66.7,1.3,2,9,22.2,26,5,23.1,29.6,7,42.9,37.6,11,0,0.0,1,15.0,16,2020-2021
Marc-André ter Stegen,de GER,28-243,90,3,1,2,66.7,0.7,1,6,16.7,35,6,11.4,25.1,5,40.0,39.2,19,1,5.3,1,16.7,16,2020-2021
Marko Dmitrović,rs SRB,28-340,90,5,1,4,80.0,1.1,9,26,34.6,15,0,93.3,59.1,12,100.0,71.8,10,0,0.0,0,9.3,16,2020-2021
Jeremías Ledesma,ar ARG,27-320,90,1,0,1,100.0,0.6,13,29,44.8,25,0,92.0,54.3,6,100.0,66.7,17,2,11.8,0,6.0,16,2020-2021
Jordi Masip,es ESP,31-361,90,3,0,3,100.0,0.5,7,16,43.8,19,3,52.6,39.5,7,85.7,55.0,12,0,0.0,1,10.6,16,2020-2021
Aitor Fernández,es ESP,29-240,90,7,3,4,71.4,3.3,8,21,38.1,34,2,50.0,41.4,8,50.0,43.3,22,0,0.0,0,5.0,16,2020-2021
Joel Robles,es ESP,30-195,90,5,4,1,20.0,2.8,4,9,44.4,16,3,56.3,37.8,4,0.0,19.3,9,1,11.1,0,7.0,16,2020-2021
Rui Silva,pt POR,26-327,90,6,1,5,83.3,1.6,9,19,47.4,26,2,61.5,39.2,4,75.0,55.8,13,0,0.0,2,19.8,16,2020-2021
Jaume Doménech,es ESP,30-055,90,5,2,3,60.0,1.4,3,14,21.4,20,2,45.0,38.6,6,83.3,65.3,21,0,0.0,1,9.3,16,2020-2021
